"","SiteSubsite","SiteSubsitePlot","MOISTURE","LAT.x","Region","LogPlotSize","MeanRichness","Duration","PlotForbMean","PlotShrubMean","PlotGraminoidMean","X.x","Slope","X.y","LAT.y","LONG","mat","warmq","coldq","prec","ID","WarmQSlope","PrecSlope","X","ForbSlope","GraminoidSlope","ShrubSlope"
"328","BARROW:BG","BARROW:BG:BGCD03","MOIST",71.310312,"North America-West",-0.287682072451781,7,9,7.95919551030087,52.6250533763097,39.4157511133894,350,-0.0036833867522407,1972,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,356,-0.209017511212112,0.521993667371136,-0.312976156159021
"329","BARROW:BG","BARROW:BG:BGCD04","MOIST",71.310312,"North America-West",-0.287682072451781,7,9,14.767928576223,50.9925969647267,34.2394744590503,351,0.00641442915226924,1966,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,357,0.434265510803188,0.316208817807198,-0.750474328610388
"330","BARROW:BG","BARROW:BG:BGCD05","MOIST",71.310312,"North America-West",-0.287682072451781,12,5,14.3565543454229,0,85.6434456545771,352,0.00116332252986458,1978,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,358,-2.34875115655102,2.34875115655102,NA
"331","BARROW:BG","BARROW:BG:BGCD06","MOIST",71.310312,"North America-West",-0.287682072451781,8,5,7.82232487892337,0,92.1776751210766,353,0.00712991966033012,1983,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,359,-3.1743579936351,3.1743579936351,NA
"332","BARROW:BG","BARROW:BG:BGCE02","MOIST",71.310312,"North America-West",-0.287682072451781,5,7,0,0,100,354,0.00470719035655032,1979,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,360,NA,-7.5735145802189e-15,NA
"333","BARROW:BG","BARROW:BG:BGCE04","MOIST",71.310312,"North America-West",-0.287682072451781,10,9,3.6137007964995,31.4852057447277,64.9010934587728,355,-0.0114541386134463,1967,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,361,0.310478580738269,2.61018378319715,-2.92066236393542
"334","BARROW:BG","BARROW:BG:BGCE05","MOIST",71.310312,"North America-West",-0.287682072451781,9,9,46.4235670981409,5.88548707046306,47.6909458313961,356,-0.00500415598727853,1958,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,362,-0.828807360808425,0.371899341372193,0.456908019436231
"335","BARROW:BG","BARROW:BG:BGCE06","MOIST",71.310312,"North America-West",-0.287682072451781,8,9,5.4640234718803,38.3167111434244,56.2192653846953,357,-0.0132973573493881,1953,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,363,-0.317775363520287,0.282483725213031,0.0352916383072554
"336","BARROW:BG","BARROW:BG:BGCE07","MOIST",71.310312,"North America-West",-0.287682072451781,6,9,5.37026627722864,56.0180132122125,38.6117205105588,358,0.011632148614863,1948,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,364,0.791702799072896,0.87176287978525,-1.66346567885815
"337","BARROW:BG","BARROW:BG:BGCE08","MOIST",71.310312,"North America-West",-0.287682072451781,6,9,5.34011666417995,49.0872173346238,45.5726660011963,359,0.00633276538825937,1941,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,365,0.701409253882387,-0.247745785024011,-0.453663468858377
"338","BARROW:BG","BARROW:BG:BGCE09","MOIST",71.310312,"North America-West",-0.287682072451781,9,9,10.423987776929,0,89.576012223071,360,0.00279883994388546,1937,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,366,0.435446906035142,-0.435446906035142,NA
"339","BARROW:BG","BARROW:BG:BGCF02","MOIST",71.310312,"North America-West",-0.287682072451781,8,7,8.86684082326668,0,91.1331591767333,361,-0.0115157241104581,1980,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,367,0.655504832408618,-0.655504832408614,NA
"340","BARROW:BG","BARROW:BG:BGCF03","MOIST",71.310312,"North America-West",-0.287682072451781,4,7,2.18417370223556,0,97.8158262977644,362,-0.00457934835789438,1981,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,368,-0.0920537841356732,0.0920537841356762,NA
"341","BARROW:BG","BARROW:BG:BGCF04","MOIST",71.310312,"North America-West",-0.287682072451781,8,7,6.97635522419698,13.552873910346,79.470770865457,363,-0.0307880459190947,1968,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,369,-2.68763825319974,7.2994045417691,-4.61176628856936
"342","BARROW:BG","BARROW:BG:BGCF05","MOIST",71.310312,"North America-West",-0.287682072451781,10,9,63.5617442229982,0.203150219847498,36.2351055571543,364,-0.0254783176143385,1959,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,370,2.87748415346784,-2.89582422855173,0.01834007508389
"343","BARROW:BG","BARROW:BG:BGCF06","MOIST",71.310312,"North America-West",-0.287682072451781,7,8,2.26643171907763,0,97.7335682809224,365,-0.00959890086892454,1954,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,371,-0.60236218221043,0.602362182210436,NA
"344","BARROW:BG","BARROW:BG:BGCF07","MOIST",71.310312,"North America-West",-0.287682072451781,11,7,11.360898509787,0,88.639101490213,366,-0.0149478406484271,1949,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,372,-2.03013703857186,2.03013703857187,NA
"345","BARROW:BG","BARROW:BG:BGCF08","MOIST",71.310312,"North America-West",-0.287682072451781,11,9,8.01401639987445,18.7431176762921,73.2428659238334,367,-0.0147313859688607,1942,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,373,0.36378557229546,-1.04184540001395,0.678059827718491
"346","BARROW:BG","BARROW:BG:BGCF09","MOIST",71.310312,"North America-West",-0.287682072451781,8,9,0.284090909090909,57.3210954387124,42.3948136521967,368,0.0193706921644773,1938,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,374,0.113636363636364,2.93677345926324,-3.0504098228996
"347","BARROW:BG","BARROW:BG:BGCF10","MOIST",71.310312,"North America-West",-0.287682072451781,9,9,9.70892018779343,3.72300469483568,86.5680751173709,369,0.0142242512146461,1933,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,375,0.97235263432444,-0.614501825769414,-0.357850808555025
"348","BARROW:BG","BARROW:BG:BGCF11","MOIST",71.310312,"North America-West",-0.287682072451781,10,9,19.3288650853751,11.8468256100838,68.8243093045411,370,-0.00772945625148309,1928,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,376,2.1449943408978,-1.76952471684133,-0.375469624056477
"349","BARROW:BG","BARROW:BG:BGCG04","MOIST",71.310312,"North America-West",-0.287682072451781,5,9,1.06652606652607,0,98.9334739334739,371,0.000508075707662098,1969,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,377,-0.443978064945844,0.443978064945852,NA
"350","BARROW:BG","BARROW:BG:BGCG05","MOIST",71.310312,"North America-West",-0.287682072451781,3,8,0,0,100,372,0.0162067363093048,1960,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,378,NA,2.29799996920662e-16,NA
"351","BARROW:BG","BARROW:BG:BGCG08","MOIST",71.310312,"North America-West",-0.287682072451781,6,9,13.5562310030395,0,86.4437689969605,373,-0.025959748591856,1943,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,379,-2.29179331306991,2.29179331306991,NA
"352","BARROW:BG","BARROW:BG:BGCG10","MOIST",71.310312,"North America-West",-0.287682072451781,9,9,13.2994824724148,0.255102040816327,86.4454154867689,374,-0.0116691895435852,1934,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,380,0.913973244800313,-1.01601406112684,0.102040816326531
"353","BARROW:BG","BARROW:BG:BGCH03","MOIST",71.310312,"North America-West",-0.287682072451781,3,9,0,0,100,375,0.0269708152504599,1973,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,381,NA,9.00784823076487e-15,NA
"354","BARROW:BG","BARROW:BG:BGCH04","MOIST",71.310312,"North America-West",-0.287682072451781,7,7,5.76487652128316,1.01630970724364,93.2188137714732,376,-0.0136817874845764,1982,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,382,-0.790549567345768,0.819218350618134,-0.0286687832723649
"355","BARROW:BG","BARROW:BG:BGCH05","MOIST",71.310312,"North America-West",-0.287682072451781,8,9,1.90941729484029,51.8972314118034,46.1933512933563,377,0.0124736578925333,1961,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,383,-0.317871286651629,5.60833884578256,-5.29046755913093
"356","BARROW:BG","BARROW:BG:BGCH06","MOIST",71.310312,"North America-West",-0.287682072451781,5,5,0,0,100,378,-0.0076189272433965,1984,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,384,NA,0,NA
"357","BARROW:BG","BARROW:BG:BGCH11","MOIST",71.310312,"North America-West",-0.287682072451781,8,6,34.8847517730496,0,65.1152482269504,379,-0.0109235385272925,1929,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,385,-4.68380614657181,4.68380614657182,NA
"358","BARROW:BG","BARROW:BG:BGCI05","MOIST",71.310312,"North America-West",-0.287682072451781,3,9,0,0,100,380,0.0154761547104494,1962,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,386,NA,-4.6883661687067e-15,NA
"359","BARROW:BG","BARROW:BG:BGCJ11","MOIST",71.310312,"North America-West",-0.287682072451781,8,9,16.6545683313976,0,83.3454316686024,381,-0.00629873338829104,1930,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,387,-1.6947348044909,1.6947348044909,NA
"360","BARROW:BG","BARROW:BG:BGCK03","MOIST",71.310312,"North America-West",-0.287682072451781,6,9,5.89188453159041,0,94.1081154684096,382,0.00710353369903727,1974,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,388,-0.523057371096587,0.523057371096586,NA
"361","BARROW:BG","BARROW:BG:BGCK05","MOIST",71.310312,"North America-West",-0.287682072451781,9,9,20.1313339438339,0,79.8686660561661,383,-0.0139698585725475,1963,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,389,-0.963074888074888,0.963074888074888,NA
"362","BARROW:BG","BARROW:BG:BGCK07","MOIST",71.310312,"North America-West",-0.287682072451781,8,9,39.3809046463883,0,60.6190953536117,384,-0.00958718946352284,1950,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,390,0.722877636604084,-0.722877636604084,NA
"363","BARROW:BG","BARROW:BG:BGCK09","MOIST",71.310312,"North America-West",-0.287682072451781,8,6,26.7386087512285,0,73.2613912487715,385,-0.00750352103348028,1989,71.310312,-156.592799,-10.9,3.6,-24.7,117,103,0.0272176790638144,1.7826330532213,391,-1.92183043816446,1.92183043816446,NA
"364","BARROW:BW","BARROW:BW:BWC01","WET",71.31051842,"North America-West",-0.287682072451781,11,21,14.0125587529694,2.26441086572818,83.7230303813024,386,0.000389700974700013,1822,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,392,0.909548914506893,-1.10642050578961,0.196871591282713
"365","BARROW:BW","BARROW:BW:BWC02","WET",71.31051842,"North America-West",-0.287682072451781,13,21,31.9414891277664,0,68.0585108722336,387,0.000869554702250412,1823,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,393,-0.27400170582689,0.274001705826888,NA
"366","BARROW:BW","BARROW:BW:BWC03","WET",71.31051842,"North America-West",-0.287682072451781,9,21,25.7646478933608,0,74.2353521066392,388,-0.00239274937666107,1824,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,394,-0.691158294797396,0.691158294797396,NA
"367","BARROW:BW","BARROW:BW:BWC04","WET",71.31051842,"North America-West",-0.287682072451781,12,17,21.3640064712373,0,78.6359935287627,389,0.00043310938375916,1839,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,395,0.293753108743986,-0.293753108743987,NA
"368","BARROW:BW","BARROW:BW:BWC05","WET",71.31051842,"North America-West",-0.287682072451781,12,23,17.0918242792307,0.78935875425439,82.118816966515,390,-0.00217689891011373,1825,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,396,-0.467548954263473,0.375773305726179,0.0917756485372923
"369","BARROW:BW","BARROW:BW:BWC06","WET",71.31051842,"North America-West",-0.287682072451781,11,23,24.910718221515,1.14570789849255,73.9435738799925,391,-0.00719048074530288,1826,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,397,-0.558791056356012,0.423215417764272,0.135575638591739
"370","BARROW:BW","BARROW:BW:BWC07","WET",71.31051842,"North America-West",-0.287682072451781,11,21,29.0264789470121,0.476190476190476,70.4973305767974,392,-0.00174775802927325,1827,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,398,0.0999202405502228,-0.183802031749087,0.0838817911988643
"371","BARROW:BW","BARROW:BW:BWC08","WET",71.31051842,"North America-West",-0.287682072451781,10,21,49.2008492008492,0.43956043956044,50.3595903595904,393,0.00635199903832327,1828,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,399,0.494832811905983,-0.572262157628012,0.0774293457220286
"372","BARROW:BW","BARROW:BW:BWC09","WET",71.31051842,"North America-West",-0.287682072451781,12,21,27.4105340785592,0,72.5894659214408,394,-0.00219333833895111,1829,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,400,-0.625752826251443,0.625752826251442,NA
"373","BARROW:BW","BARROW:BW:BWC10","WET",71.31051842,"North America-West",-0.287682072451781,11,21,53.0800958424782,3.647783717513,43.2721204400088,395,0.00169044317277753,1830,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,401,-0.343905098106086,-0.115550388460787,0.459455486566873
"374","BARROW:BW","BARROW:BW:BWC11","WET",71.31051842,"North America-West",-0.287682072451781,12,5,14.4485294117647,1.25,84.3014705882353,396,-0.02007778557874,1842,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,402,-1.27941176470575,0.779411764705803,0.499999999999948
"375","BARROW:BW","BARROW:BW:BWC12","WET",71.31051842,"North America-West",-0.287682072451781,13,21,41.4633231068554,0,58.5366768931446,397,-0.00159859262454336,1831,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,403,-0.583654318568635,0.583654318568635,NA
"376","BARROW:BW","BARROW:BW:BWC13","WET",71.31051842,"North America-West",-0.287682072451781,12,21,30.5392255795179,0,69.4607744204821,398,-0.00232069139220444,1832,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,404,-0.589402459086778,0.589402459086778,NA
"377","BARROW:BW","BARROW:BW:BWC14","WET",71.31051842,"North America-West",-0.287682072451781,11,5,19.7533444816054,0,80.2466555183946,399,0.0176550779380219,1843,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,405,0.944816053511607,-0.944816053511608,NA
"378","BARROW:BW","BARROW:BW:BWC15","WET",71.31051842,"North America-West",-0.287682072451781,12,5,14.6596562641339,0,85.3403437358661,400,-0.0184388609898296,1844,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,406,-0.106286748077781,0.106286748077787,NA
"379","BARROW:BW","BARROW:BW:BWC16","WET",71.31051842,"North America-West",-0.287682072451781,12,5,22.1459096459096,0,77.8540903540903,401,0.00464095011542105,1845,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,407,1.93528693528673,-1.93528693528673,NA
"380","BARROW:BW","BARROW:BW:BWC17","WET",71.31051842,"North America-West",-0.287682072451781,8,17,3.51097178683386,0,96.4890282131662,402,-0.0126792203095549,1840,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,408,0.280078301460631,-0.280078301460634,NA
"381","BARROW:BW","BARROW:BW:BWC18","WET",71.31051842,"North America-West",-0.287682072451781,9,21,8.04119243546939,0.543478260869565,91.415329303661,403,-0.0060147248780821,1833,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,409,-0.0941328216100302,0.170247625011063,-0.0761148034010322
"382","BARROW:BW","BARROW:BW:BWC19","WET",71.31051842,"North America-West",-0.287682072451781,9,21,14.6519413846147,0,85.3480586153853,404,-0.00133397291855919,1834,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,410,-0.611374810403282,0.611374810403281,NA
"383","BARROW:BW","BARROW:BW:BWC20","WET",71.31051842,"North America-West",-0.287682072451781,8,17,6.8389780154486,0,93.1610219845514,405,-0.0141523194973454,1841,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,411,0.737415251928512,-0.737415251928514,NA
"384","BARROW:BW","BARROW:BW:BWC21","WET",71.31051842,"North America-West",-0.287682072451781,9,21,10.5895221313303,0.403225806451613,89.0072520622181,406,-0.000561351015061948,1835,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,412,-0.314719919388636,0.371192192879724,-0.0564722734910884
"385","BARROW:BW","BARROW:BW:BWC22","WET",71.31051842,"North America-West",-0.287682072451781,12,21,25.283228459458,0,74.716771540542,407,-0.0077579068645074,1836,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,413,-0.713085022501353,0.713085022501354,NA
"386","BARROW:BW","BARROW:BW:BWC23","WET",71.31051842,"North America-West",-0.287682072451781,12,21,24.6287817254684,0,75.3712182745316,408,-0.000833541728357564,1837,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,414,-0.0139127822628332,0.0139127822628316,NA
"387","BARROW:BW","BARROW:BW:BWC24","WET",71.31051842,"North America-West",-0.287682072451781,10,21,12.7220056150472,0,87.2779943849528,409,-0.00111184087518035,1838,71.31051842,-156.5978987,-10.9,3.6,-24.7,117,101,0.0272176790638144,1.7826330532213,415,-0.422592311129474,0.422592311129474,NA
"388","BARROW:CAREX WET MEADOW_ORDINATION","BARROW:CAREX WET MEADOW_ORDINATION:12","WET",71.29,"North America-West",0,2,9,0,0,100,410,0.0149311759714518,36,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,416,NA,0,NA
"389","BARROW:CAREX WET MEADOW_ORDINATION","BARROW:CAREX WET MEADOW_ORDINATION:16","WET",71.29,"North America-West",0,3,9,0,0,100,411,-0.0437932382951155,35,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,417,NA,0,NA
"390","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:13","MOIST",71.29,"North America-West",0,2,9,0,0,100,412,-0.0195457913601266,47,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,418,NA,0,NA
"391","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:17","MOIST",71.29,"North America-West",0,8,9,1.60165482342953,1.6993204326563,96.6990247439142,413,-0.004324402454878,37,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,419,-0.0523846727998203,0.163749487107391,-0.111364814307574
"392","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:18","MOIST",71.29,"North America-West",0,12,9,18.9617755884482,39.4145247570528,41.623699654499,414,0.0260327683892258,43,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,420,2.89154895763298,-0.592108283903354,-2.29944067372963
"393","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:19","MOIST",71.29,"North America-West",0,10,9,25.2730378198129,1.4571595103944,73.2698026697927,415,0.0128130855071859,39,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,421,1.07590934703811,-1.39972257157021,0.323813224532093
"394","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:20","MOIST",71.29,"North America-West",0,13,9,29.4189714039393,0,70.5810285960607,416,0.00889287357850837,38,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,422,3.10710799336012,-3.10710799336013,NA
"395","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:22","MOIST",71.29,"North America-West",0,9,9,20.1571639115174,0,79.8428360884826,417,0.00501896043980108,42,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,423,1.39595528229546,-1.39595528229546,NA
"396","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:23","MOIST",71.29,"North America-West",0,6,9,0.89541547277937,0,99.1045845272206,418,0.011481811516774,44,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,424,-0.198981216173195,0.198981216173196,NA
"397","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:24","MOIST",71.29,"North America-West",0,9,9,20.0847361326214,0,79.9152638673786,419,0.00430109591146008,40,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,425,-2.05277272538988,2.05277272538988,NA
"398","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:3","MOIST",71.29,"North America-West",0,8,9,10.6592463864749,0,89.3407536135251,420,0.00424392312090331,46,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,426,1.4886164242348,-1.4886164242348,NA
"399","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:4","MOIST",71.29,"North America-West",0,10,9,11.3624422361836,14.3321164822085,74.3054412816078,421,0.00900551022401121,41,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,427,1.12944708716818,-0.49295229295669,-0.636494794211487
"400","BARROW:CAREX_MESIC MEADOW_ORDINATION","BARROW:CAREX_MESIC MEADOW_ORDINATION:6","MOIST",71.29,"North America-West",0,4,9,0,0,100,422,-0.013016686079067,45,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,428,NA,0,NA
"401","BARROW:CAREX_MOIST MEADOW_ORDINATION","BARROW:CAREX_MOIST MEADOW_ORDINATION:14","MOIST",71.29,"North America-West",0,10,9,3.60617914648996,47.8529770091638,48.5408438443462,424,0.000556920658593562,50,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,430,0.347712026725665,-2.14159108165037,1.7938790549247
"402","BARROW:CAREX_MOIST MEADOW_ORDINATION","BARROW:CAREX_MOIST MEADOW_ORDINATION:15","MOIST",71.29,"North America-West",0,10,9,13.5536070026261,0,86.4463929973739,425,0.0152143912362476,51,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,431,1.80898428847819,-1.80898428847819,NA
"403","BARROW:CAREX_MOIST MEADOW_ORDINATION","BARROW:CAREX_MOIST MEADOW_ORDINATION:1","MOIST",71.29,"North America-West",0,14,9,18.218416672412,19.0263617004035,62.7552216271845,423,0.00641389636708993,52,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,429,1.09194425184625,-2.94228701174428,1.85034275989803
"404","BARROW:CAREX_MOIST MEADOW_ORDINATION","BARROW:CAREX_MOIST MEADOW_ORDINATION:2","MOIST",71.29,"North America-West",0,12,9,13.8735417657515,18.9427443806115,67.183713853637,426,-0.00068690231528344,48,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,432,0.491965892505413,-0.817389352446764,0.325423459941354
"405","BARROW:CAREX_MOIST MEADOW_ORDINATION","BARROW:CAREX_MOIST MEADOW_ORDINATION:5","MOIST",71.29,"North America-West",0,4,9,0,0,100,427,0.00843518067804455,53,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,433,NA,2.23302038568361e-15,NA
"406","BARROW:CAREX_MOIST MEADOW_ORDINATION","BARROW:CAREX_MOIST MEADOW_ORDINATION:8","MOIST",71.29,"North America-West",0,10,9,2.93378038558257,30.9293339726666,66.1368856417508,428,0.00509103164503581,54,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,434,-0.651951196796132,-1.26081688169719,1.91276807849332
"407","BARROW:CAREX_MOIST MEADOW_ORDINATION","BARROW:CAREX_MOIST MEADOW_ORDINATION:9","MOIST",71.29,"North America-West",0,12,9,12.5994137708134,32.8768593943952,54.5237268347914,429,-0.00298356235295062,49,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,435,-0.282081002162141,-3.81792160500533,4.10000260716747
"408","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB00.5","MOIST",71.29,"North America-West",-0.693147180559945,8,9,26.9927536231884,0,73.0072463768116,430,0.0115174763369726,57,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,436,0.442834138486316,-0.442834138486319,NA
"409","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB01.0","MOIST",71.29,"North America-West",-0.693147180559945,5,9,15.5572755417957,0,84.4427244582043,431,0.00718307274846357,58,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,437,-1.11799105607156,1.11799105607156,NA
"410","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB01.5","MOIST",71.29,"North America-West",-0.693147180559945,8,9,19.4575471698113,0,80.5424528301887,432,0.000732715512041761,55,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,438,-1.54612159329142,1.54612159329142,NA
"411","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB02.0","MOIST",71.29,"North America-West",-0.693147180559945,8,9,41.2410394265233,0,58.7589605734767,433,0.00690421525740178,56,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,439,-1.6377937076862,1.6377937076862,NA
