"","X.1","X.x","SiteSubsitePlot","duration","richness","richness_change","Jaccard","BrayCurtis","richness_change_abs","SiteSubsite","MOISTURE","LAT.x","LONG.x","SurveyedArea","Region","PlotShrubMean","PlotGraminoidMean","PlotForbMean","MeanRichness","LogPlotSize","ShrubDivided","ForbDivided","GramDivided","X.y","LAT.y","LONG.y","mat","warmq","coldq","prec","ID","WarmQSlope","PrecSlope","X","ForbSlope","GraminoidSlope","ShrubSlope"
"281",281,281,"LOGH:LOGH5:LOGH5_T6",16,6,0,0,0.754507337526205,0,"LOGH:LOGH5","DRY",62.10253,12.34458,1,"Eurasia",80.9044003432507,19.0955996567493,0,6,0,0.809044003432507,0,0.190955996567493,417,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,809,NA,-0.904356293114976,0.904356293114975
"282",282,282,"LOGH:LOGH5:LOGH5_T7",16,7,-2,0.4,0.920716112531969,2,"LOGH:LOGH5","DRY",62.10253,12.34458,1,"Eurasia",92.5987176640543,7.4012823359457,0,5,0,0.925987176640543,0,0.074012823359457,418,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,810,NA,0.333971491033015,-0.333971491033017
"283",283,283,"LOGH:LOGH5:LOGH5_T8",16,6,1,0,0.115662532955766,1,"LOGH:LOGH5","DRY",62.10253,12.34458,1,"Eurasia",92.7244156567465,7.27558434325352,0,5,0,0.927244156567465,0,0.0727558434325352,419,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,811,NA,0.377688540780612,-0.377688540780613
"284",284,284,"LOGH:LOGH5:LOGH5_T9",16,6,1,0,0.562770562770563,1,"LOGH:LOGH5","DRY",62.10253,12.34458,1,"Eurasia",84.5501720501721,15.449827949828,0,6,0,0.845501720501721,0,0.15449827949828,420,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,812,NA,0.788823311864772,-0.788823311864774
"285",285,285,"LORI:LORI1:LORI1_T1",16,7,-1,0.333333333333333,0.299103131505366,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.9103936603937,0.0896063396063396,0,6,0,0.999103936603937,0,0.000896063396063396,421,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,813,NA,-0.00826564766656976,0.00826564766656875
"286",286,286,"LORI:LORI1:LORI1_T10",16,8,-1,0.285714285714286,0.219125953425358,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.8488204040595,0.151179595940457,0,7,0,0.998488204040595,0,0.00151179595940457,422,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,814,NA,-0.00200679058971981,0.00200679058971759
"287",287,287,"LORI:LORI1:LORI1_T11",16,8,-1,0,0.269200555924829,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",93.4657999199841,6.53420008001589,0,7,0,0.934657999199841,0,0.0653420008001589,423,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,815,NA,1.03802416761991,-1.03802416761991
"288",288,288,"LORI:LORI1:LORI1_T12",16,7,1,0,0.337776658718051,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.3570041893427,0.642995810657289,0,7,0,0.993570041893427,0,0.00642995810657289,424,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,816,NA,-0.0384016993812326,0.0384016993812312
"289",289,289,"LORI:LORI1:LORI1_T13",16,8,0,0.25,0.193702797574726,0,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",96.8935042371379,2.12610360599936,0.980392156862745,7,0,0.968935042371379,0.00980392156862745,0.0212610360599936,425,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,817,0.19653022499323,0.2457332463406,-0.442263471333831
"290",290,290,"LORI:LORI1:LORI1_T14",16,8,-2,0,0.249949826240348,2,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.8029312319347,0.141789608308563,0.0552791597567717,7,0,0.998029312319347,0.000552791597567717,0.00141789608308563,426,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,818,-0.00726016614317039,-0.0037006870372229,0.0109608531803916
"291",291,291,"LORI:LORI1:LORI1_T15",16,7,0,0,0.468280346820809,0,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",97.7664042052835,2.23359579471654,0,7,0,0.977664042052835,0,0.0223359579471654,427,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,819,NA,0.404243198441999,-0.404243198442
"292",292,292,"LORI:LORI1:LORI1_T16",16,6,-1,0,0.29343205813794,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",98.512280865222,1.48771913477796,0,6,0,0.98512280865222,0,0.0148771913477796,428,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,820,NA,0.0730097368752813,-0.0730097368752842
"293",293,293,"LORI:LORI1:LORI1_T17",16,7,-1,0,0.206137103938407,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.0819255294582,0.918074470541821,0,7,0,0.990819255294582,0,0.00918074470541821,429,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,821,NA,0.134015053983654,-0.134015053983654
"294",294,294,"LORI:LORI1:LORI1_T18",16,8,-1,0,0.163168688065212,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.4617972593595,0.538202740640465,0,7,0,0.994617972593595,0,0.00538202740640465,430,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,822,NA,-0.0334048039972454,0.0334048039972428
"295",295,295,"LORI:LORI1:LORI1_T19",16,7,0,0,0.254276625117545,0,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",98.7794937109302,1.22050628906979,0,7,0,0.987794937109302,0,0.0122050628906979,431,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,823,NA,0.210056146449948,-0.21005614644995
"296",296,296,"LORI:LORI1:LORI1_T2",16,7,0,0.285714285714286,0.111419325011558,0,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.8640271382638,0.135972861736167,0,6,0,0.998640271382638,0,0.00135972861736167,432,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,824,NA,-0.00563356861430157,0.00563356861429965
"297",297,297,"LORI:LORI1:LORI1_T20",16,9,-2,0.285714285714286,0.233239840605485,2,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.4895749865337,0.510425013466313,0,7,0,0.994895749865337,0,0.00510425013466313,433,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,825,NA,0.0582065549453204,-0.0582065549453223
"298",298,298,"LORI:LORI1:LORI1_T3",16,8,2,0,0.312197741073222,2,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.9230457570873,0.0769542429127417,0,6,0,0.999230457570873,0,0.000769542429127417,434,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,826,NA,0.000317147659512274,-0.000317147659513204
"299",299,299,"LORI:LORI1:LORI1_T4",16,6,1,0,0.259999635216226,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.5774919066244,0.422508093375559,0,6,0,0.995774919066244,0,0.00422508093375559,435,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,827,NA,0.0491136158962595,-0.0491136158962627
"300",300,300,"LORI:LORI1:LORI1_T5",16,8,0,0.25,0.140819317468072,0,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.7329252657996,0.26707473420041,0,7,0,0.997329252657996,0,0.0026707473420041,436,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,828,NA,-0.00279273414308348,0.00279273414308087
"301",301,301,"LORI:LORI1:LORI1_T6",16,6,1,0,0.371606773209328,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.5725890811726,0.427410918827368,0,6,0,0.995725890811726,0,0.00427410918827368,437,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,829,NA,-0.0269997787653567,0.0269997787653551
"302",302,302,"LORI:LORI1:LORI1_T7",16,8,-1,0.285714285714286,0.43572024044579,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.3811369313887,0.618863068611352,0,6,0,0.993811369313887,0,0.00618863068611352,438,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,830,NA,0.0773270670246372,-0.0773270670246392
"303",303,303,"LORI:LORI1:LORI1_T8",16,9,1,0.25,0.491726153884756,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",98.6769548965545,1.3230451034455,0,7,0,0.986769548965545,0,0.013230451034455,439,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,831,NA,-0.0533105086953218,0.0533105086953232
"304",304,304,"LORI:LORI1:LORI1_T9",16,8,0,0.25,0.543493264134276,0,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.8030178981728,0.196982101827194,0,7,0,0.998030178981728,0,0.00196982101827194,440,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,832,NA,-0.0137784755134493,0.0137784755134469
"305",305,305,"LORI:LORI3:LORI3_T1",16,8,-1,0.285714285714286,0.313322417484803,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",98.7688734800123,1.23112651998771,0,6,0,0.987688734800123,0,0.0123112651998771,441,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,833,NA,0.224760954495131,-0.224760954495133
"306",306,306,"LORI:LORI3:LORI3_T10",16,7,-3,0.5,0.868589743589744,3,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",95.5009716100289,4.49902838997109,0,5,0,0.955009716100289,0,0.0449902838997109,442,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,834,NA,-0.510390122667274,0.510390122667272
"307",307,307,"LORI:LORI3:LORI3_T11",16,7,0,0.285714285714286,0.875439722505726,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",94.1562943551384,5.84370564486159,0,6,0,0.941562943551384,0,0.0584370564486159,443,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,835,NA,-0.00174673209915497,0.0017467320991525
"308",308,308,"LORI:LORI3:LORI3_T12",16,8,1,0.285714285714286,0.547797304285081,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",98.2673271394999,1.73267286050012,0,6,0,0.982673271394999,0,0.0173267286050012,444,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,836,NA,-0.149723251075018,0.149723251075017
"309",309,309,"LORI:LORI3:LORI3_T13",16,8,0,0.25,0.206558922138349,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",96.7372017565644,3.26279824343555,0,6,0,0.967372017565644,0,0.0326279824343555,445,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,837,NA,-0.335848719811841,0.33584871981184
"310",310,310,"LORI:LORI3:LORI3_T14",16,8,1,0.285714285714286,0.705102739838278,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.4024918988563,2.59750810114366,0,6,0,0.974024918988563,0,0.0259750810114366,446,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,838,NA,-0.0946170092801862,0.0946170092801861
"311",311,311,"LORI:LORI3:LORI3_T15",16,8,1,0,0.568915369163508,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",95.5522699363311,4.4477300636689,0,7,0,0.955522699363311,0,0.044477300636689,447,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,839,NA,-0.340955339307005,0.340955339307005
"312",312,312,"LORI:LORI3:LORI3_T16",16,8,1,0,0.276726016076929,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.6949852541468,2.30501474585315,0,6,0,0.976949852541468,0,0.0230501474585315,448,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,840,NA,0.10231800619813,-0.102318006198131
"313",313,313,"LORI:LORI3:LORI3_T17",16,7,0,0.285714285714286,0.367901160584087,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.205619670318,2.794380329682,0,6,0,0.97205619670318,0,0.02794380329682,449,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,841,NA,-0.194230053644545,0.194230053644543
"314",314,314,"LORI:LORI3:LORI3_T18",16,9,0,0.222222222222222,0.231108130145454,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",99.2657353417462,0.73426465825382,0,8,0,0.992657353417462,0,0.0073426465825382,450,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,842,NA,-0.0425898341918441,0.0425898341918432
"315",315,315,"LORI:LORI3:LORI3_T19",16,6,-1,0,0.553851006480473,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.6599192175266,2.3400807824734,0,6,0,0.976599192175266,0,0.023400807824734,451,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,843,NA,-0.127644465185886,0.127644465185884
"316",316,316,"LORI:LORI3:LORI3_T2",16,7,0,0.285714285714286,0.175264056332017,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",99.2685475414224,0.731452458577611,0,6,0,0.992685475414224,0,0.00731452458577611,452,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,844,NA,-0.039136365515877,0.0391363655158749
"317",317,317,"LORI:LORI3:LORI3_T20",16,7,-2,0,0.193772297981656,2,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.7468194907592,2.25318050924084,0,7,0,0.977468194907592,0,0.0225318050924084,453,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,845,NA,-0.191077557824789,0.191077557824791
"318",318,318,"LORI:LORI3:LORI3_T3",16,6,1,0,0.696419437340153,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.6397000840806,2.36029991591942,0,6,0,0.976397000840806,0,0.0236029991591942,454,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,846,NA,-0.278420674942745,0.278420674942743
"319",319,319,"LORI:LORI3:LORI3_T4",16,8,0,0.25,0.426645847938309,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",95.5279630547883,4.47203694521172,0,7,0,0.955279630547883,0,0.0447203694521172,455,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,847,NA,-0.41163958663962,0.411639586639619
"320",320,320,"LORI:LORI3:LORI3_T5",16,8,0,0.5,0.646162275240325,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",96.6788251351554,3.32117486484464,0,5,0,0.966788251351554,0,0.0332117486484464,456,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,848,NA,-0.336461172050339,0.336461172050338
"321",321,321,"LORI:LORI3:LORI3_T6",16,8,3,0.4,0.937111373290394,3,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",95.5350255624801,4.46497443751989,0,6,0,0.955350255624801,0,0.0446497443751989,457,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,849,NA,-0.47336219054096,0.47336219054096
"322",322,322,"LORI:LORI3:LORI3_T7",16,7,-1,0,0.60526810959094,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",95.5851997101607,4.41480028983928,0,6,0,0.955851997101607,0,0.0441480028983928,458,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,850,NA,-0.417050908023569,0.417050908023569
"323",323,323,"LORI:LORI3:LORI3_T8",16,7,0,0.285714285714286,0.452468487394958,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.5179306598084,2.48206934019159,0,6,0,0.975179306598084,0,0.0248206934019159,459,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,851,NA,-0.225665831709789,0.225665831709787
"324",324,324,"LORI:LORI3:LORI3_T9",16,10,-2,0.25,0.386613916306387,2,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.9938632776021,2.00613672239786,0,7,0,0.979938632776021,0,0.0200613672239786,460,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,852,NA,-0.204873917448716,0.204873917448714
"325",325,325,"LORI:LORI4:LORI4_T1",16,7,0,0.285714285714286,0.160167434986691,0,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",94.3823210305559,5.56575788948559,0.0519210799584631,6,0,0.943823210305559,0.000519210799584631,0.0556575788948559,461,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,853,-0.0068191280129778,1.06532985474609,-1.05851072673312
"326",326,326,"LORI:LORI4:LORI4_T10",16,8,2,0.333333333333333,0.304405952104162,2,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.5524296675192,0.447570332480818,0,6,0,0.995524296675192,0,0.00447570332480818,462,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,854,NA,0.0614341108112276,-0.0614341108112292
"327",327,327,"LORI:LORI4:LORI4_T11",16,8,0,0.5,0.215223097112861,0,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.0839380371571,0.91606196284288,0,5,0,0.990839380371571,0,0.0091606196284288,463,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,855,NA,-0.033226396985004,0.0332263969850027
"328",328,328,"LORI:LORI4:LORI4_T12",16,6,-1,0,0.250094597585441,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.912510936133,0.0874890638670166,0,5,0,0.99912510936133,0,0.000874890638670166,464,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,856,NA,-0.00604763114288209,0.0060476311428819
"329",329,329,"LORI:LORI4:LORI4_T13",16,8,-1,0.571428571428571,0.5193315931553,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.7967933129569,0.20320668704311,0,6,0,0.997967933129569,0,0.0020320668704311,465,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,857,NA,-0.0142894360418768,0.014289436041874
"330",330,330,"LORI:LORI4:LORI4_T14",16,7,0,0.285714285714286,0.373991261486791,0,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.6733576373015,0.326642362698557,0,6,0,0.996733576373015,0,0.00326642362698557,466,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,858,NA,-0.0265826421691183,0.0265826421691172
"331",331,331,"LORI:LORI4:LORI4_T15",16,6,0,0.333333333333333,0.484856488818454,0,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",98.1481481481482,1.85185185185185,0,5,0,0.981481481481482,0,0.0185185185185185,467,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,859,NA,-0.243215565796208,0.243215565796208
"332",332,332,"LORI:LORI4:LORI4_T16",16,6,2,0.5,0.976748971193416,2,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",98.4842249657065,1.51577503429355,0,4,0,0.984842249657065,0,0.0151577503429355,468,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,860,NA,-0.187697938593993,0.187697938593992
"333",333,333,"LORI:LORI4:LORI4_T17",16,7,3,0,0.330156983143138,3,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.923070211645,0.0769297883549945,0,6,0,0.99923070211645,0,0.000769297883549945,469,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,861,NA,0.0026205899339375,-0.0026205899339384
"334",334,334,"LORI:LORI4:LORI4_T18",16,7,2,0,0.405449290423148,2,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",98.6847660182509,0.686303164139036,0.628930817610063,6,0,0.986847660182509,0.00628930817610063,0.00686303164139036,470,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,862,0.126075993391883,0.118540915621949,-0.244616909013834
"335",335,335,"LORI:LORI4:LORI4_T19",16,6,1,0,0.583194111179919,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.8085229937582,0.191477006241826,0,6,0,0.998085229937582,0,0.00191477006241826,471,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,863,NA,-0.0128442672030845,0.0128442672030844
"336",336,336,"LORI:LORI4:LORI4_T2",16,8,-1,0.285714285714286,0.694690061046394,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.4122266350271,0.587773364972896,0,6,0,0.994122266350271,0,0.00587773364972896,472,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,864,NA,-0.06220555199572,0.0622055519957171
"337",337,337,"LORI:LORI4:LORI4_T20",16,7,1,0.333333333333333,0.108272791188188,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",98.7614924350952,1.17585092330075,0.06265664160401,6,0,0.987614924350952,0.0006265664160401,0.0117585092330075,473,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,865,-0.00433110425834225,0.17475736701245,-0.17042626275411
"338",338,338,"LORI:LORI4:LORI4_T3",16,8,-3,0,0.171315574889031,3,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.7503616702809,0.249638329719084,0,6,0,0.997503616702809,0,0.00249638329719084,474,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,866,NA,-0.00493149375992151,0.00493149375991878
"339",339,339,"LORI:LORI4:LORI4_T4",16,8,-1,0,0.400055262440584,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",94.1582183234491,5.84178167655092,0,7,0,0.941582183234491,0,0.0584178167655092,475,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,867,NA,1.1268527824632,-1.1268527824632
"340",340,340,"LORI:LORI4:LORI4_T5",16,9,3,0.333333333333333,0.401869869261174,3,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",98.8940922397974,1.10590776020256,0,6,0,0.988940922397974,0,0.0110590776020256,476,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,868,NA,-0.0275285154531191,0.0275285154531178
"341",341,341,"LORI:LORI4:LORI4_T6",16,8,-3,0,0.309094855654439,3,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",97.1183195407202,2.76852997712559,0.113150482154172,7,0,0.971183195407202,0.00113150482154172,0.0276852997712559,477,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,869,-0.0103721786514657,0.508323574855288,-0.497951396203825
"342",342,342,"LORI:LORI4:LORI4_T7",16,6,1,0.4,0.326054519130418,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.5561473590768,0.443852640923214,0,4,0,0.995561473590768,0,0.00443852640923214,478,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,870,NA,0.088975068572168,-0.0889750685721679
"343",343,343,"LORI:LORI4:LORI4_T8",16,9,-1,0.25,0.317259326533464,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.1561708170333,0.726153093918599,0.11767608904814,7,0,0.991561708170333,0.0011767608904814,0.00726153093918599,479,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,871,-0.011946300544125,-0.0471465146736159,0.0590928152177384
"344",344,344,"LORI:LORI4:LORI4_T9",16,7,1,0.333333333333333,0.522950760187235,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.3555803769129,0.644419623087158,0,6,0,0.993555803769129,0,0.00644419623087158,480,62.11508,12.27236,0.8,11.2,-8.5,607,11,0.0249764954810048,2.61456582633055,872,NA,0.0921912475187521,-0.0921912475187537
"345",345,345,"RIRI:RIRI2:RIRI2_T1",16,17,-5,0.5,0.570397344590893,5,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",58.0870742161065,24.6576004640521,17.2553253198415,12,0,0.580870742161065,0.172553253198415,0.246576004640521,481,67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123,884,-1.64492765299216,-1.583698559505,3.22862621249715
"346",346,346,"RIRI:RIRI2:RIRI2_T10",16,15,-4,0.181818181818182,0.650754058985196,4,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",16.9016605464329,40.0494237742211,43.0489156793459,12,0,0.169016605464329,0.430489156793459,0.400494237742211,482,67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123,885,0.846800734428041,-0.0591815053465424,-0.787619229081497
"347",347,347,"RIRI:RIRI2:RIRI2_T11",16,11,-1,0.2,0.504791098152094,1,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",60.6594146013233,22.810985259118,16.5296001395586,10,0,0.606594146013233,0.165296001395586,0.22810985259118,483,67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123,886,-0.527160978405787,-1.34987165588824,1.87703263429403
"348",348,348,"RIRI:RIRI2:RIRI2_T12",16,14,-2,0.333333333333333,0.347658121592817,2,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",74.4838058589403,16.450870541188,9.06532359987173,11,0,0.744838058589403,0.0906532359987173,0.16450870541188,484,67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123,887,0.0559296776262424,-0.606242808367754,0.550313130741512
"349",349,349,"RIRI:RIRI2:RIRI2_T13",16,17,-3,0.428571428571429,0.797387412587413,3,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",58.7692307692308,30.306013986014,10.9247552447552,12,0,0.587692307692308,0.109247552447552,0.30306013986014,485,67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123,888,-0.0544055944055938,-0.29174825174825,0.346153846153843
"350",350,350,"RIRI:RIRI2:RIRI2_T14",16,15,3,0.5,0.840238556567864,3,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",77.3316293578486,10.6093086531723,12.0590619889791,10,0,0.773316293578486,0.120590619889791,0.106093086531723,486,67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123,889,0.13303719888417,-0.637187203693774,0.504150004809607
"351",351,351,"RIRI:RIRI2:RIRI2_T15",16,16,-1,0.4,0.656190225497938,1,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",42.5497938053874,34.6064753882601,22.8437308063525,12,0,0.425497938053874,0.228437308063525,0.346064753882601,487,67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123,890,-0.908901465297878,-2.39832850750195,3.30722997279983
