"","SiteSubsitePlot","mat","warmq","coldq","prec"
"312","FURI:FURI4:FURI4_T2",0.6,11.1,-9,743
"313","FURI:FURI4:FURI4_T20",0.6,11.1,-9,743
"314","FURI:FURI4:FURI4_T3",0.6,11.1,-9,743
"315","FURI:FURI4:FURI4_T4",0.6,11.1,-9,743
"316","FURI:FURI4:FURI4_T5",0.6,11.1,-9,743
"317","FURI:FURI4:FURI4_T6",0.6,11.1,-9,743
"318","FURI:FURI4:FURI4_T7",0.6,11.1,-9,743
"319","FURI:FURI4:FURI4_T8",0.6,11.1,-9,743
"320","FURI:FURI4:FURI4_T9",0.6,11.1,-9,743
"321","FURI:FURI5:FURI5_T1",0.6,11.1,-9,743
"322","FURI:FURI5:FURI5_T10",0.6,11.1,-9,743
"323","FURI:FURI5:FURI5_T11",0.6,11.1,-9,743
"324","FURI:FURI5:FURI5_T12",0.6,11.1,-9,743
"325","FURI:FURI5:FURI5_T13",0.6,11.1,-9,743
"326","FURI:FURI5:FURI5_T14",0.6,11.1,-9,743
"327","FURI:FURI5:FURI5_T15",0.6,11.1,-9,743
"328","FURI:FURI5:FURI5_T16",0.6,11.1,-9,743
"329","FURI:FURI5:FURI5_T17",0.6,11.1,-9,743
"330","FURI:FURI5:FURI5_T18",0.6,11.1,-9,743
"331","FURI:FURI5:FURI5_T19",0.6,11.1,-9,743
"332","FURI:FURI5:FURI5_T2",0.6,11.1,-9,743
"333","FURI:FURI5:FURI5_T20",0.6,11.1,-9,743
"334","FURI:FURI5:FURI5_T3",0.6,11.1,-9,743
"335","FURI:FURI5:FURI5_T4",0.6,11.1,-9,743
"336","FURI:FURI5:FURI5_T5",0.6,11.1,-9,743
"337","FURI:FURI5:FURI5_T6",0.6,11.1,-9,743
"338","FURI:FURI5:FURI5_T7",0.6,11.1,-9,743
"339","FURI:FURI5:FURI5_T8",0.6,11.1,-9,743
"340","FURI:FURI5:FURI5_T9",0.6,11.1,-9,743
"341","FURI:FURI6:FURI6_T1",0.6,11.1,-9,743
"342","FURI:FURI6:FURI6_T10",0.6,11.1,-9,743
"343","FURI:FURI6:FURI6_T11",0.6,11.1,-9,743
"344","FURI:FURI6:FURI6_T12",0.6,11.1,-9,743
"345","FURI:FURI6:FURI6_T13",0.6,11.1,-9,743
"346","FURI:FURI6:FURI6_T14",0.6,11.1,-9,743
"347","FURI:FURI6:FURI6_T15",0.6,11.1,-9,743
"348","FURI:FURI6:FURI6_T16",0.6,11.1,-9,743
"349","FURI:FURI6:FURI6_T17",0.6,11.1,-9,743
"350","FURI:FURI6:FURI6_T18",0.6,11.1,-9,743
"351","FURI:FURI6:FURI6_T19",0.6,11.1,-9,743
"352","FURI:FURI6:FURI6_T2",0.6,11.1,-9,743
"353","FURI:FURI6:FURI6_T20",0.6,11.1,-9,743
"354","FURI:FURI6:FURI6_T3",0.6,11.1,-9,743
"355","FURI:FURI6:FURI6_T4",0.6,11.1,-9,743
"356","FURI:FURI6:FURI6_T5",0.6,11.1,-9,743
"357","FURI:FURI6:FURI6_T6",0.6,11.1,-9,743
"358","FURI:FURI6:FURI6_T7",0.6,11.1,-9,743
"359","FURI:FURI6:FURI6_T8",0.6,11.1,-9,743
"360","FURI:FURI6:FURI6_T9",0.6,11.1,-9,743
"361","LOGH:LOGH2:LOGH2_T1",0,10.4,-9.3,786
"362","LOGH:LOGH2:LOGH2_T10",0,10.4,-9.3,786
"363","LOGH:LOGH2:LOGH2_T11",0,10.4,-9.3,786
"364","LOGH:LOGH2:LOGH2_T12",0,10.4,-9.3,786
"365","LOGH:LOGH2:LOGH2_T13",0,10.4,-9.3,786
"366","LOGH:LOGH2:LOGH2_T14",0,10.4,-9.3,786
"367","LOGH:LOGH2:LOGH2_T15",0,10.4,-9.3,786
"368","LOGH:LOGH2:LOGH2_T16",0,10.4,-9.3,786
"369","LOGH:LOGH2:LOGH2_T17",0,10.4,-9.3,786
"370","LOGH:LOGH2:LOGH2_T18",0,10.4,-9.3,786
"371","LOGH:LOGH2:LOGH2_T19",0,10.4,-9.3,786
"372","LOGH:LOGH2:LOGH2_T2",0,10.4,-9.3,786
"373","LOGH:LOGH2:LOGH2_T20",0,10.4,-9.3,786
"374","LOGH:LOGH2:LOGH2_T3",0,10.4,-9.3,786
"375","LOGH:LOGH2:LOGH2_T4",0,10.4,-9.3,786
"376","LOGH:LOGH2:LOGH2_T5",0,10.4,-9.3,786
"377","LOGH:LOGH2:LOGH2_T6",0,10.4,-9.3,786
"378","LOGH:LOGH2:LOGH2_T7",0,10.4,-9.3,786
"379","LOGH:LOGH2:LOGH2_T8",0,10.4,-9.3,786
"380","LOGH:LOGH2:LOGH2_T9",0,10.4,-9.3,786
"381","LOGH:LOGH4:LOGH4_T1",0,10.4,-9.3,786
"382","LOGH:LOGH4:LOGH4_T10",0,10.4,-9.3,786
"383","LOGH:LOGH4:LOGH4_T11",0,10.4,-9.3,786
"384","LOGH:LOGH4:LOGH4_T12",0,10.4,-9.3,786
"385","LOGH:LOGH4:LOGH4_T13",0,10.4,-9.3,786
"386","LOGH:LOGH4:LOGH4_T14",0,10.4,-9.3,786
"387","LOGH:LOGH4:LOGH4_T15",0,10.4,-9.3,786
"388","LOGH:LOGH4:LOGH4_T16",0,10.4,-9.3,786
"389","LOGH:LOGH4:LOGH4_T17",0,10.4,-9.3,786
"390","LOGH:LOGH4:LOGH4_T18",0,10.4,-9.3,786
"391","LOGH:LOGH4:LOGH4_T19",0,10.4,-9.3,786
"392","LOGH:LOGH4:LOGH4_T2",0,10.4,-9.3,786
"393","LOGH:LOGH4:LOGH4_T20",0,10.4,-9.3,786
"394","LOGH:LOGH4:LOGH4_T3",0,10.4,-9.3,786
"395","LOGH:LOGH4:LOGH4_T4",0,10.4,-9.3,786
"396","LOGH:LOGH4:LOGH4_T5",0,10.4,-9.3,786
"397","LOGH:LOGH4:LOGH4_T6",0,10.4,-9.3,786
"398","LOGH:LOGH4:LOGH4_T7",0,10.4,-9.3,786
"399","LOGH:LOGH4:LOGH4_T8",0,10.4,-9.3,786
"400","LOGH:LOGH4:LOGH4_T9",0,10.4,-9.3,786
"401","LOGH:LOGH5:LOGH5_T1",0,10.4,-9.3,786
"402","LOGH:LOGH5:LOGH5_T10",0,10.4,-9.3,786
"403","LOGH:LOGH5:LOGH5_T11",0,10.4,-9.3,786
"404","LOGH:LOGH5:LOGH5_T12",0,10.4,-9.3,786
"405","LOGH:LOGH5:LOGH5_T13",0,10.4,-9.3,786
"406","LOGH:LOGH5:LOGH5_T14",0,10.4,-9.3,786
"407","LOGH:LOGH5:LOGH5_T15",0,10.4,-9.3,786
"408","LOGH:LOGH5:LOGH5_T16",0,10.4,-9.3,786
"409","LOGH:LOGH5:LOGH5_T17",0,10.4,-9.3,786
"410","LOGH:LOGH5:LOGH5_T18",0,10.4,-9.3,786
"411","LOGH:LOGH5:LOGH5_T19",0,10.4,-9.3,786
"412","LOGH:LOGH5:LOGH5_T2",0,10.4,-9.3,786
"413","LOGH:LOGH5:LOGH5_T20",0,10.4,-9.3,786
"414","LOGH:LOGH5:LOGH5_T3",0,10.4,-9.3,786
"415","LOGH:LOGH5:LOGH5_T4",0,10.4,-9.3,786
"416","LOGH:LOGH5:LOGH5_T5",0,10.4,-9.3,786
"417","LOGH:LOGH5:LOGH5_T6",0,10.4,-9.3,786
"418","LOGH:LOGH5:LOGH5_T7",0,10.4,-9.3,786
"419","LOGH:LOGH5:LOGH5_T8",0,10.4,-9.3,786
"420","LOGH:LOGH5:LOGH5_T9",0,10.4,-9.3,786
"421","LORI:LORI1:LORI1_T1",0.8,11.2,-8.5,607
"422","LORI:LORI1:LORI1_T10",0.8,11.2,-8.5,607
"423","LORI:LORI1:LORI1_T11",0.8,11.2,-8.5,607
"424","LORI:LORI1:LORI1_T12",0.8,11.2,-8.5,607
"425","LORI:LORI1:LORI1_T13",0.8,11.2,-8.5,607
"426","LORI:LORI1:LORI1_T14",0.8,11.2,-8.5,607
"427","LORI:LORI1:LORI1_T15",0.8,11.2,-8.5,607
"428","LORI:LORI1:LORI1_T16",0.8,11.2,-8.5,607
"429","LORI:LORI1:LORI1_T17",0.8,11.2,-8.5,607
"430","LORI:LORI1:LORI1_T18",0.8,11.2,-8.5,607
"431","LORI:LORI1:LORI1_T19",0.8,11.2,-8.5,607
"432","LORI:LORI1:LORI1_T2",0.8,11.2,-8.5,607
"433","LORI:LORI1:LORI1_T20",0.8,11.2,-8.5,607
"434","LORI:LORI1:LORI1_T3",0.8,11.2,-8.5,607
"435","LORI:LORI1:LORI1_T4",0.8,11.2,-8.5,607
"436","LORI:LORI1:LORI1_T5",0.8,11.2,-8.5,607
"437","LORI:LORI1:LORI1_T6",0.8,11.2,-8.5,607
"438","LORI:LORI1:LORI1_T7",0.8,11.2,-8.5,607
"439","LORI:LORI1:LORI1_T8",0.8,11.2,-8.5,607
"440","LORI:LORI1:LORI1_T9",0.8,11.2,-8.5,607
"441","LORI:LORI3:LORI3_T1",0.8,11.2,-8.5,607
"442","LORI:LORI3:LORI3_T10",0.8,11.2,-8.5,607
"443","LORI:LORI3:LORI3_T11",0.8,11.2,-8.5,607
"444","LORI:LORI3:LORI3_T12",0.8,11.2,-8.5,607
"445","LORI:LORI3:LORI3_T13",0.8,11.2,-8.5,607
"446","LORI:LORI3:LORI3_T14",0.8,11.2,-8.5,607
"447","LORI:LORI3:LORI3_T15",0.8,11.2,-8.5,607
"448","LORI:LORI3:LORI3_T16",0.8,11.2,-8.5,607
"449","LORI:LORI3:LORI3_T17",0.8,11.2,-8.5,607
"450","LORI:LORI3:LORI3_T18",0.8,11.2,-8.5,607
"451","LORI:LORI3:LORI3_T19",0.8,11.2,-8.5,607
"452","LORI:LORI3:LORI3_T2",0.8,11.2,-8.5,607
"453","LORI:LORI3:LORI3_T20",0.8,11.2,-8.5,607
"454","LORI:LORI3:LORI3_T3",0.8,11.2,-8.5,607
"455","LORI:LORI3:LORI3_T4",0.8,11.2,-8.5,607
"456","LORI:LORI3:LORI3_T5",0.8,11.2,-8.5,607
"457","LORI:LORI3:LORI3_T6",0.8,11.2,-8.5,607
"458","LORI:LORI3:LORI3_T7",0.8,11.2,-8.5,607
"459","LORI:LORI3:LORI3_T8",0.8,11.2,-8.5,607
"460","LORI:LORI3:LORI3_T9",0.8,11.2,-8.5,607
"461","LORI:LORI4:LORI4_T1",0.8,11.2,-8.5,607
"462","LORI:LORI4:LORI4_T10",0.8,11.2,-8.5,607
"463","LORI:LORI4:LORI4_T11",0.8,11.2,-8.5,607
"464","LORI:LORI4:LORI4_T12",0.8,11.2,-8.5,607
"465","LORI:LORI4:LORI4_T13",0.8,11.2,-8.5,607
"466","LORI:LORI4:LORI4_T14",0.8,11.2,-8.5,607
"467","LORI:LORI4:LORI4_T15",0.8,11.2,-8.5,607
"468","LORI:LORI4:LORI4_T16",0.8,11.2,-8.5,607
"469","LORI:LORI4:LORI4_T17",0.8,11.2,-8.5,607
"470","LORI:LORI4:LORI4_T18",0.8,11.2,-8.5,607
"471","LORI:LORI4:LORI4_T19",0.8,11.2,-8.5,607
"472","LORI:LORI4:LORI4_T2",0.8,11.2,-8.5,607
"473","LORI:LORI4:LORI4_T20",0.8,11.2,-8.5,607
"474","LORI:LORI4:LORI4_T3",0.8,11.2,-8.5,607
"475","LORI:LORI4:LORI4_T4",0.8,11.2,-8.5,607
"476","LORI:LORI4:LORI4_T5",0.8,11.2,-8.5,607
"477","LORI:LORI4:LORI4_T6",0.8,11.2,-8.5,607
"478","LORI:LORI4:LORI4_T7",0.8,11.2,-8.5,607
"479","LORI:LORI4:LORI4_T8",0.8,11.2,-8.5,607
"480","LORI:LORI4:LORI4_T9",0.8,11.2,-8.5,607
"481","RIRI:RIRI2:RIRI2_T1",-1.8,9.7,-12,650
"482","RIRI:RIRI2:RIRI2_T10",-1.8,9.7,-12,650
"483","RIRI:RIRI2:RIRI2_T11",-1.8,9.7,-12,650
"484","RIRI:RIRI2:RIRI2_T12",-1.8,9.7,-12,650
"485","RIRI:RIRI2:RIRI2_T13",-1.8,9.7,-12,650
"486","RIRI:RIRI2:RIRI2_T14",-1.8,9.7,-12,650
"487","RIRI:RIRI2:RIRI2_T15",-1.8,9.7,-12,650
"488","RIRI:RIRI2:RIRI2_T16",-1.8,9.7,-12,650
"489","RIRI:RIRI2:RIRI2_T17",-1.8,9.7,-12,650
"490","RIRI:RIRI2:RIRI2_T18",-1.8,9.7,-12,650
"491","RIRI:RIRI2:RIRI2_T19",-1.8,9.7,-12,650
"492","RIRI:RIRI2:RIRI2_T2",-1.8,9.7,-12,650
"493","RIRI:RIRI2:RIRI2_T20",-1.8,9.7,-12,650
"494","RIRI:RIRI2:RIRI2_T3",-1.8,9.7,-12,650
"495","RIRI:RIRI2:RIRI2_T4",-1.8,9.7,-12,650
"496","RIRI:RIRI2:RIRI2_T5",-1.8,9.7,-12,650
"497","RIRI:RIRI2:RIRI2_T6",-1.8,9.7,-12,650
"498","RIRI:RIRI2:RIRI2_T7",-1.8,9.7,-12,650
"499","RIRI:RIRI2:RIRI2_T8",-1.8,9.7,-12,650
"500","RIRI:RIRI2:RIRI2_T9",-1.8,9.7,-12,650
"501","RIRI:RIRI4:RIRI4_T1",-1.8,9.7,-12,650
"502","RIRI:RIRI4:RIRI4_T10",-1.8,9.7,-12,650
"503","RIRI:RIRI4:RIRI4_T11",-1.8,9.7,-12,650
"504","RIRI:RIRI4:RIRI4_T12",-1.8,9.7,-12,650
"505","RIRI:RIRI4:RIRI4_T13",-1.8,9.7,-12,650
"506","RIRI:RIRI4:RIRI4_T14",-1.8,9.7,-12,650
"507","RIRI:RIRI4:RIRI4_T15",-1.8,9.7,-12,650
"508","RIRI:RIRI4:RIRI4_T16",-1.8,9.7,-12,650
"509","RIRI:RIRI4:RIRI4_T17",-1.8,9.7,-12,650
"510","RIRI:RIRI4:RIRI4_T18",-1.8,9.7,-12,650
"511","RIRI:RIRI4:RIRI4_T19",-1.8,9.7,-12,650
"512","RIRI:RIRI4:RIRI4_T20",-1.8,9.7,-12,650
"513","RIRI:RIRI4:RIRI4_T3",-1.8,9.7,-12,650
"514","RIRI:RIRI4:RIRI4_T4",-1.8,9.7,-12,650
"515","RIRI:RIRI4:RIRI4_T5",-1.8,9.7,-12,650
"516","RIRI:RIRI4:RIRI4_T6",-1.8,9.7,-12,650
"517","RIRI:RIRI4:RIRI4_T7",-1.8,9.7,-12,650
"518","RIRI:RIRI4:RIRI4_T8",-1.8,9.7,-12,650
"519","RIRI:RIRI4:RIRI4_T9",-1.8,9.7,-12,650
"520","RIRI:RIRI6:RIRI6_T1",-1.8,9.7,-12,650
"521","RIRI:RIRI6:RIRI6_T10",-1.8,9.7,-12,650
"522","RIRI:RIRI6:RIRI6_T11",-1.8,9.7,-12,650
"523","RIRI:RIRI6:RIRI6_T12",-1.8,9.7,-12,650
"524","RIRI:RIRI6:RIRI6_T13",-1.8,9.7,-12,650
"525","RIRI:RIRI6:RIRI6_T14",-1.8,9.7,-12,650
"526","RIRI:RIRI6:RIRI6_T15",-1.8,9.7,-12,650
"527","RIRI:RIRI6:RIRI6_T16",-1.8,9.7,-12,650
"528","RIRI:RIRI6:RIRI6_T17",-1.8,9.7,-12,650
"529","RIRI:RIRI6:RIRI6_T18",-1.8,9.7,-12,650
"530","RIRI:RIRI6:RIRI6_T19",-1.8,9.7,-12,650
"531","RIRI:RIRI6:RIRI6_T2",-1.8,9.7,-12,650
"532","RIRI:RIRI6:RIRI6_T20",-1.8,9.7,-12,650
"533","RIRI:RIRI6:RIRI6_T3",-1.8,9.7,-12,650
"534","RIRI:RIRI6:RIRI6_T4",-1.8,9.7,-12,650
"535","RIRI:RIRI6:RIRI6_T5",-1.8,9.7,-12,650
"536","RIRI:RIRI6:RIRI6_T6",-1.8,9.7,-12,650
"537","RIRI:RIRI6:RIRI6_T7",-1.8,9.7,-12,650
"538","RIRI:RIRI6:RIRI6_T8",-1.8,9.7,-12,650
"539","RIRI:RIRI6:RIRI6_T9",-1.8,9.7,-12,650
"540","RIRI:RIRI4:RIRI4_T2",-1.8,9.7,-12,650
"541","AKUREYRI:GA66:651",1.1,8.2,-4.3,469
"542","AKUREYRI:GA66:653",1.1,8.2,-4.3,469
"543","AKUREYRI:GA66:654",1.1,8.2,-4.3,469
"544","AKUREYRI:GA66:655",1.1,8.2,-4.3,469
"545","AKUREYRI:GA66:656",1.1,8.2,-4.3,469
"546","AKUREYRI:GA66:658",1.1,8.2,-4.3,469
"547","AKUREYRI:GA66:659",1.1,8.2,-4.3,469
"548","AKUREYRI:GA66:652",1.1,8.2,-4.3,469
"549","AKUREYRI:GA66:657",1.1,8.2,-4.3,469
"550","AKUREYRI:GA66:660",1.1,8.2,-4.3,469
"551","AKUREYRI:HR58:580",1.4,8.5,-4,493
"552","AKUREYRI:HR58:574",1.4,8.5,-4,493
"553","AKUREYRI:HR58:575",1.4,8.5,-4,493
"554","AKUREYRI:HR58:576",1.4,8.5,-4,493
"555","AKUREYRI:HR58:577",1.4,8.5,-4,493
"556","AKUREYRI:HR58:578",1.4,8.5,-4,493
"557","AKUREYRI:HR58:579",1.4,8.5,-4,493
"558","AKUREYRI:HR58:571",1.4,8.5,-4,493
"559","AKUREYRI:HR58:572",1.4,8.5,-4,493
"560","AKUREYRI:HR58:573",1.4,8.5,-4,493
"561","AKUREYRI:MD72:711",2.1,9.3,-3.2,384
"562","AKUREYRI:MD72:712",2.1,9.3,-3.2,384
"563","AKUREYRI:MD72:713",2.1,9.3,-3.2,384
"564","AKUREYRI:MD72:714",2.1,9.3,-3.2,384
"565","AKUREYRI:MD72:715",2.1,9.3,-3.2,384
"566","AKUREYRI:MD72:717",2.1,9.3,-3.2,384
"567","AKUREYRI:MD72:718",2.1,9.3,-3.2,384
"568","AKUREYRI:MD72:719",2.1,9.3,-3.2,384
"569","AKUREYRI:MD72:720",2.1,9.3,-3.2,384
"570","AKUREYRI:MD72:716",2.1,9.3,-3.2,384
"571","AKUREYRI:SB63:622",1.6,8.7,-3.7,433
"572","AKUREYRI:SB63:623",1.6,8.7,-3.7,433
"573","AKUREYRI:SB63:625",1.6,8.7,-3.7,433
"574","AKUREYRI:SB63:627",1.6,8.7,-3.7,433
"575","AKUREYRI:SB63:629",1.6,8.7,-3.7,433
"576","AKUREYRI:SB63:621",1.6,8.7,-3.7,433
"577","AKUREYRI:SB63:624",1.6,8.7,-3.7,433
"578","AKUREYRI:SB63:626",1.6,8.7,-3.7,433
"579","AKUREYRI:SB63:628",1.6,8.7,-3.7,433
"580","AKUREYRI:SB63:630",1.6,8.7,-3.7,433
"581","AKUREYRI:SY59:590",0.4,7.5,-5,505
"582","AKUREYRI:SY59:581",0.4,7.5,-5,505
"583","AKUREYRI:SY59:582",0.4,7.5,-5,505
"584","AKUREYRI:SY59:583",0.4,7.5,-5,505
"585","AKUREYRI:SY59:584",0.4,7.5,-5,505
"586","AKUREYRI:SY59:585",0.4,7.5,-5,505
"587","AKUREYRI:SY59:586",0.4,7.5,-5,505
"588","AKUREYRI:SY59:587",0.4,7.5,-5,505
"589","AKUREYRI:SY59:588",0.4,7.5,-5,505
"590","AKUREYRI:SY59:589",0.4,7.5,-5,505
"591","BLONDUOS:SD33:321",1.7,9.4,-4.2,388
"592","BLONDUOS:SD33:322",1.7,9.4,-4.2,388
"593","BLONDUOS:SD33:323",1.7,9.4,-4.2,388
"594","BLONDUOS:SD33:324",1.7,9.4,-4.2,388
"595","BLONDUOS:SD33:325",1.7,9.4,-4.2,388
"596","BLONDUOS:SD33:327",1.7,9.4,-4.2,388
"597","BLONDUOS:SD33:329",1.7,9.4,-4.2,388
"598","BLONDUOS:SD33:330",1.7,9.4,-4.2,388
"599","BLONDUOS:SD33:326",1.7,9.4,-4.2,388
"600","BLONDUOS:SD33:328",1.7,9.4,-4.2,388
"601","BLONDUOS:SD34:332",1.4,9.1,-4.5,404
"602","BLONDUOS:SD34:336",1.4,9.1,-4.5,404
"603","BLONDUOS:SD34:337",1.4,9.1,-4.5,404
"604","BLONDUOS:SD34:339",1.4,9.1,-4.5,404
"605","BLONDUOS:SD34:340",1.4,9.1,-4.5,404
"606","BLONDUOS:SD34:331",1.4,9.1,-4.5,404
"607","BLONDUOS:SD34:333",1.4,9.1,-4.5,404
"608","BLONDUOS:SD34:334",1.4,9.1,-4.5,404
"609","BLONDUOS:SD34:335",1.4,9.1,-4.5,404
"610","BLONDUOS:SD34:338",1.4,9.1,-4.5,404
"611","DALSMYNNI:AG4:31",2.9,10.4,-2.7,482
"612","DALSMYNNI:AG4:32",2.9,10.4,-2.7,482
"613","DALSMYNNI:AG4:33",2.9,10.4,-2.7,482
"614","DALSMYNNI:AG4:34",2.9,10.4,-2.7,482
"615","DALSMYNNI:AG4:35",2.9,10.4,-2.7,482
"616","DALSMYNNI:AG4:36",2.9,10.4,-2.7,482
"617","DALSMYNNI:AG4:37",2.9,10.4,-2.7,482
"618","DALSMYNNI:AG4:38",2.9,10.4,-2.7,482
"619","DALSMYNNI:AG4:39",2.9,10.4,-2.7,482
"620","DALSMYNNI:AG4:40",2.9,10.4,-2.7,482
"621","DALSMYNNI:KD24:231",1.7,9.2,-3.8,510
"622","DALSMYNNI:KD24:232",1.7,9.2,-3.8,510
"623","DALSMYNNI:KD24:233",1.7,9.2,-3.8,510
"624","DALSMYNNI:KD24:234",1.7,9.2,-3.8,510
"625","DALSMYNNI:KD24:235",1.7,9.2,-3.8,510
"626","DALSMYNNI:KD24:236",1.7,9.2,-3.8,510
"627","DALSMYNNI:KD24:237",1.7,9.2,-3.8,510
"628","DALSMYNNI:KD24:238",1.7,9.2,-3.8,510
"629","DALSMYNNI:KD24:239",1.7,9.2,-3.8,510
"630","DALSMYNNI:KD24:240",1.7,9.2,-3.8,510
"631","DALSMYNNI:KD25:249",1.4,8.9,-4.1,550
"632","DALSMYNNI:KD25:250",1.4,8.9,-4.1,550
"633","DALSMYNNI:KD25:241",1.4,8.9,-4.1,550
"634","DALSMYNNI:KD25:242",1.4,8.9,-4.1,550
"635","DALSMYNNI:KD25:243",1.4,8.9,-4.1,550
"636","DALSMYNNI:KD25:244",1.4,8.9,-4.1,550
"637","DALSMYNNI:KD25:245",1.4,8.9,-4.1,550
"638","DALSMYNNI:KD25:246",1.4,8.9,-4.1,550
"639","DALSMYNNI:KD25:247",1.4,8.9,-4.1,550
"640","DALSMYNNI:KD25:248",1.4,8.9,-4.1,550
"641","DALSMYNNI:KK5:41",3.1,10.6,-2.6,508
"642","DALSMYNNI:KK5:49",3.1,10.6,-2.6,508
"643","DALSMYNNI:KK5:50",3.1,10.6,-2.6,508
"644","DALSMYNNI:KK5:42",3.1,10.6,-2.6,508
"645","DALSMYNNI:KK5:43",3.1,10.6,-2.6,508
"646","DALSMYNNI:KK5:44",3.1,10.6,-2.6,508
"647","DALSMYNNI:KK5:45",3.1,10.6,-2.6,508
"648","DALSMYNNI:KK5:46",3.1,10.6,-2.6,508
"649","DALSMYNNI:KK5:47",3.1,10.6,-2.6,508
"650","DALSMYNNI:KK5:48",3.1,10.6,-2.6,508
"651","HJARDARLAND:HA75:741",4,10.5,-0.8,1176
"652","HJARDARLAND:HA75:742",4,10.5,-0.8,1176
"653","HJARDARLAND:HA75:743",4,10.5,-0.8,1176
"654","HJARDARLAND:HA75:744",4,10.5,-0.8,1176
"655","HJARDARLAND:HA75:745",4,10.5,-0.8,1176
"656","HJARDARLAND:HA75:746",4,10.5,-0.8,1176
"657","HJARDARLAND:HA75:747",4,10.5,-0.8,1176
"658","HJARDARLAND:HA75:748",4,10.5,-0.8,1176
"659","HJARDARLAND:HA75:749",4,10.5,-0.8,1176
"660","HJARDARLAND:HA75:750",4,10.5,-0.8,1176
"661","HJARDARLAND:HF73:722",4.2,10.7,-0.5,1191
"662","HJARDARLAND:HF73:724",4.2,10.7,-0.5,1191
"663","HJARDARLAND:HF73:725",4.2,10.7,-0.5,1191
"664","HJARDARLAND:HF73:726",4.2,10.7,-0.5,1191
"665","HJARDARLAND:HF73:727",4.2,10.7,-0.5,1191
"666","HJARDARLAND:HF73:729",4.2,10.7,-0.5,1191
"667","HJARDARLAND:HF73:730",4.2,10.7,-0.5,1191
"668","HJARDARLAND:HF73:721",4.2,10.7,-0.5,1191
"669","HJARDARLAND:HF73:723",4.2,10.7,-0.5,1191
"670","HJARDARLAND:HF73:728",4.2,10.7,-0.5,1191
"671","HJARDARLAND:LH92:914",4,10.8,-1,1342
"672","HJARDARLAND:LH92:916",4,10.8,-1,1342
"673","HJARDARLAND:LH92:917",4,10.8,-1,1342
"674","HJARDARLAND:LH92:919",4,10.8,-1,1342
"675","HJARDARLAND:LH92:920",4,10.8,-1,1342
"676","HJARDARLAND:LH92:911",4,10.8,-1,1342
"677","HJARDARLAND:LH92:912",4,10.8,-1,1342
"678","HJARDARLAND:LH92:913",4,10.8,-1,1342
"679","HJARDARLAND:LH92:915",4,10.8,-1,1342
"680","HJARDARLAND:LH92:918",4,10.8,-1,1342
"681","HJARDARLAND:SH90:891",4.8,11.1,0.2,1188
"682","HJARDARLAND:SH90:892",4.8,11.1,0.2,1188
"683","HJARDARLAND:SH90:893",4.8,11.1,0.2,1188
"684","HJARDARLAND:SH90:894",4.8,11.1,0.2,1188
"685","HJARDARLAND:SH90:895",4.8,11.1,0.2,1188
"686","HJARDARLAND:SH90:896",4.8,11.1,0.2,1188
"687","HJARDARLAND:SH90:897",4.8,11.1,0.2,1188
"688","HJARDARLAND:SH90:898",4.8,11.1,0.2,1188
"689","HJARDARLAND:SH90:899",4.8,11.1,0.2,1188
"690","HJARDARLAND:SH90:900",4.8,11.1,0.2,1188
"691","HOLTAVORDUHEIDI:AH36:358",1.1,8.8,-4.9,541
"692","HOLTAVORDUHEIDI:AH36:351",1.1,8.8,-4.9,541
"693","HOLTAVORDUHEIDI:AH36:352",1.1,8.8,-4.9,541
"694","HOLTAVORDUHEIDI:AH36:353",1.1,8.8,-4.9,541
"695","HOLTAVORDUHEIDI:AH36:354",1.1,8.8,-4.9,541
"696","HOLTAVORDUHEIDI:AH36:355",1.1,8.8,-4.9,541
"697","HOLTAVORDUHEIDI:AH36:356",1.1,8.8,-4.9,541
"698","HOLTAVORDUHEIDI:AH36:357",1.1,8.8,-4.9,541
"699","HOLTAVORDUHEIDI:AH36:360",1.1,8.8,-4.9,541
"700","HOLTAVORDUHEIDI:AH36:359",1.1,8.8,-4.9,541
"701","HOLTAVORDUHEIDI:AH37:361",1.4,9.1,-4.6,499
"702","HOLTAVORDUHEIDI:AH37:362",1.4,9.1,-4.6,499
"703","HOLTAVORDUHEIDI:AH37:363",1.4,9.1,-4.6,499
"704","HOLTAVORDUHEIDI:AH37:365",1.4,9.1,-4.6,499
"705","HOLTAVORDUHEIDI:AH37:366",1.4,9.1,-4.6,499
"706","HOLTAVORDUHEIDI:AH37:367",1.4,9.1,-4.6,499
"707","HOLTAVORDUHEIDI:AH37:368",1.4,9.1,-4.6,499
"708","HOLTAVORDUHEIDI:AH37:369",1.4,9.1,-4.6,499
"709","HOLTAVORDUHEIDI:AH37:370",1.4,9.1,-4.6,499
"710","HOLTAVORDUHEIDI:AH38:372",1.6,9.3,-4.4,475
"711","HOLTAVORDUHEIDI:AH38:373",1.6,9.3,-4.4,475
"712","HOLTAVORDUHEIDI:AH38:374",1.6,9.3,-4.4,475
"713","HOLTAVORDUHEIDI:AH38:375",1.6,9.3,-4.4,475
"714","HOLTAVORDUHEIDI:AH38:376",1.6,9.3,-4.4,475
"715","HOLTAVORDUHEIDI:AH38:377",1.6,9.3,-4.4,475
"716","HOLTAVORDUHEIDI:AH38:378",1.6,9.3,-4.4,475
"717","HOLTAVORDUHEIDI:AH38:380",1.6,9.3,-4.4,475
