"","SiteSubsitePlot","YEAR","SPECIES_NAME","RelCover"
"11336","THUFUVER:SALIXHEATH:SALIXHEATH3_6",2007,"Armeria maritima",15.2542372881356
"11337","THUFUVER:SALIXHEATH:SALIXHEATH3_7",1984,"Armeria maritima",20.9302325581395
"11338","THUFUVER:SALIXHEATH:SALIXHEATH3_7",1985,"Armeria maritima",16.2162162162162
"11339","THUFUVER:SALIXHEATH:SALIXHEATH3_1",1988,"Armeria maritima",6.34920634920635
"11340","THUFUVER:SALIXHEATH:SALIXHEATH3_1",1989,"Armeria maritima",2.4390243902439
"11341","THUFUVER:SALIXHEATH:SALIXHEATH3_1",2007,"Armeria maritima",8.33333333333333
"11342","THUFUVER:SALIXHEATH:SALIXHEATH3_10",1984,"Armeria maritima",20
"11343","THUFUVER:SALIXHEATH:SALIXHEATH3_10",1985,"Armeria maritima",15.7894736842105
"11344","THUFUVER:SALIXHEATH:SALIXHEATH3_10",1986,"Armeria maritima",6.45161290322581
"11345","THUFUVER:SALIXHEATH:SALIXHEATH3_10",1987,"Armeria maritima",12.9032258064516
"11346","THUFUVER:SALIXHEATH:SALIXHEATH3_10",1988,"Armeria maritima",46.6666666666667
"11347","THUFUVER:SALIXHEATH:SALIXHEATH3_10",1989,"Armeria maritima",4.54545454545455
"11348","THUFUVER:SALIXHEATH:SALIXHEATH3_10",2007,"Armeria maritima",6.77966101694915
"11349","THUFUVER:SALIXHEATH:SALIXHEATH1_18",1984,"Carex bigelowii",7.84313725490196
"11350","THUFUVER:SALIXHEATH:SALIXHEATH1_18",1988,"Carex bigelowii",3.38983050847458
"11351","THUFUVER:SALIXHEATH:SALIXHEATH1_18",1989,"Carex bigelowii",3.7037037037037
"11352","THUFUVER:SALIXHEATH:SALIXHEATH1_18",2007,"Carex bigelowii",2.94117647058824
"11353","THUFUVER:SALIXHEATH:SALIXHEATH1_19",1985,"Carex bigelowii",2.7027027027027
"11354","THUFUVER:SALIXHEATH:SALIXHEATH1_19",1986,"Carex bigelowii",5
"11355","THUFUVER:SALIXHEATH:SALIXHEATH3_17",1985,"Armeria maritima",21.4285714285714
"11356","THUFUVER:SALIXHEATH:SALIXHEATH3_17",1986,"Armeria maritima",14.2857142857143
"11357","THUFUVER:SALIXHEATH:SALIXHEATH3_17",1987,"Armeria maritima",6.06060606060606
"11358","THUFUVER:SALIXHEATH:SALIXHEATH3_17",1988,"Armeria maritima",15.7894736842105
"11359","THUFUVER:SALIXHEATH:SALIXHEATH3_17",1989,"Armeria maritima",8.69565217391304
"11360","THUFUVER:SALIXHEATH:SALIXHEATH3_16",1987,"Silene acaulis",1.69491525423729
"11361","THUFUVER:SALIXHEATH:SALIXHEATH3_16",1988,"Silene acaulis",1.81818181818182
"11362","THUFUVER:SALIXHEATH:SALIXHEATH3_17",1984,"Silene acaulis",14.2857142857143
"11363","THUFUVER:SALIXHEATH:SALIXHEATH3_17",1986,"Silene acaulis",4.76190476190476
"11364","THUFUVER:SALIXHEATH:SALIXHEATH3_17",1987,"Silene acaulis",6.06060606060606
"11365","THUFUVER:SALIXHEATH:SALIXHEATH3_17",2007,"Silene acaulis",2.85714285714286
"11366","THUFUVER:SALIXHEATH:SALIXHEATH3_18",1988,"Silene acaulis",4.8780487804878
"11367","THUFUVER:SALIXHEATH:SALIXHEATH3_19",1984,"Silene acaulis",6.25
"11368","THUFUVER:SALIXHEATH:SALIXHEATH3_19",1986,"Silene acaulis",1.92307692307692
"11369","THUFUVER:SALIXHEATH:SALIXHEATH3_19",1989,"Silene acaulis",3.2258064516129
"11370","THUFUVER:SALIXHEATH:SALIXHEATH3_2",1984,"Silene acaulis",6
"11371","THUFUVER:SALIXHEATH:SALIXHEATH2_2",1988,"Armeria maritima",26.3157894736842
"11372","THUFUVER:SALIXHEATH:SALIXHEATH2_2",1989,"Armeria maritima",26.4705882352941
"11373","THUFUVER:SALIXHEATH:SALIXHEATH2_2",2007,"Armeria maritima",6.38297872340426
"11374","THUFUVER:SALIXHEATH:SALIXHEATH2_20",1984,"Armeria maritima",38.8888888888889
"11375","THUFUVER:SALIXHEATH:SALIXHEATH3_2",1986,"Armeria maritima",8.82352941176471
"11376","THUFUVER:SALIXHEATH:SALIXHEATH2_6",1989,"Bistorta vivipara",2.38095238095238
"11377","THUFUVER:SALIXHEATH:SALIXHEATH2_7",1987,"Bistorta vivipara",2.12765957446809
"11378","THUFUVER:SALIXHEATH:SALIXHEATH2_8",1988,"Bistorta vivipara",3.92156862745098
"11379","THUFUVER:SALIXHEATH:SALIXHEATH1_10",1989,"Empetrum nigrum",31.25
"11380","THUFUVER:SALIXHEATH:SALIXHEATH1_10",2007,"Empetrum nigrum",37.5
"11381","THUFUVER:SALIXHEATH:SALIXHEATH1_11",1985,"Empetrum nigrum",10.3448275862069
"11382","THUFUVER:SALIXHEATH:SALIXHEATH1_11",1986,"Empetrum nigrum",14.8936170212766
"11383","THUFUVER:SALIXHEATH:SALIXHEATH1_11",1987,"Empetrum nigrum",20
"11384","THUFUVER:SALIXHEATH:SALIXHEATH1_11",1988,"Empetrum nigrum",19.047619047619
"11385","THUFUVER:SALIXHEATH:SALIXHEATH3_20",2007,"Armeria maritima",14.9253731343284
"11386","THUFUVER:SALIXHEATH:SALIXHEATH3_3",1984,"Armeria maritima",24.3243243243243
"11387","THUFUVER:SALIXHEATH:SALIXHEATH3_3",1985,"Armeria maritima",16.2162162162162
"11388","THUFUVER:SALIXHEATH:SALIXHEATH3_3",1986,"Armeria maritima",21.875
"11389","THUFUVER:SALIXHEATH:SALIXHEATH1_10",1988,"Thalictrum alpinum",7.14285714285714
"11390","THUFUVER:SALIXHEATH:SALIXHEATH2_4",1989,"Armeria maritima",23.0769230769231
"11391","THUFUVER:SALIXHEATH:SALIXHEATH1_11",1985,"Thalictrum alpinum",3.44827586206897
"11392","THUFUVER:SALIXHEATH:SALIXHEATH1_11",2007,"Thalictrum alpinum",15.7894736842105
"11393","THUFUVER:SALIXHEATH:SALIXHEATH1_12",2007,"Thalictrum alpinum",13.3333333333333
"11394","THUFUVER:SALIXHEATH:SALIXHEATH1_13",2007,"Thalictrum alpinum",4.91803278688525
"11395","THUFUVER:SALIXHEATH:SALIXHEATH1_14",2007,"Thalictrum alpinum",2.38095238095238
"11396","THUFUVER:SALIXHEATH:SALIXHEATH1_15",2007,"Thalictrum alpinum",2.22222222222222
"11397","THUFUVER:SALIXHEATH:SALIXHEATH1_16",2007,"Thalictrum alpinum",2.27272727272727
"11398","THUFUVER:SALIXHEATH:SALIXHEATH1_17",2007,"Thalictrum alpinum",1.75438596491228
"11399","THUFUVER:SALIXHEATH:SALIXHEATH1_18",2007,"Thalictrum alpinum",5.88235294117647
"11400","THUFUVER:SALIXHEATH:SALIXHEATH1_19",2007,"Thalictrum alpinum",4
"11401","THUFUVER:SALIXHEATH:SALIXHEATH1_2",2007,"Thalictrum alpinum",2.22222222222222
"11402","THUFUVER:SALIXHEATH:SALIXHEATH1_20",2007,"Thalictrum alpinum",3.84615384615385
"11403","THUFUVER:SALIXHEATH:SALIXHEATH1_18",2007,"Empetrum nigrum",76.4705882352941
"11404","THUFUVER:SALIXHEATH:SALIXHEATH1_19",1986,"Empetrum nigrum",10
"11405","THUFUVER:SALIXHEATH:SALIXHEATH1_19",1989,"Empetrum nigrum",62.2222222222222
"11406","THUFUVER:SALIXHEATH:SALIXHEATH1_19",2007,"Empetrum nigrum",76
"11407","THUFUVER:SALIXHEATH:SALIXHEATH1_2",2007,"Empetrum nigrum",73.3333333333333
"11408","THUFUVER:SALIXHEATH:SALIXHEATH1_20",1986,"Empetrum nigrum",56.5217391304348
"11409","THUFUVER:SALIXHEATH:SALIXHEATH1_20",1987,"Empetrum nigrum",20
"11410","THUFUVER:SALIXHEATH:SALIXHEATH1_20",1988,"Empetrum nigrum",14.2857142857143
"11411","THUFUVER:SALIXHEATH:SALIXHEATH1_20",1989,"Empetrum nigrum",14.2857142857143
"11412","THUFUVER:SALIXHEATH:SALIXHEATH1_20",2007,"Empetrum nigrum",69.2307692307692
"11413","THUFUVER:SALIXHEATH:SALIXHEATH1_5",2007,"Empetrum nigrum",5.55555555555556
"11414","THUFUVER:SALIXHEATH:SALIXHEATH1_6",2007,"Empetrum nigrum",24.5283018867925
"11415","THUFUVER:SALIXHEATH:SALIXHEATH1_7",2007,"Empetrum nigrum",32.6732673267327
"11416","THUFUVER:SALIXHEATH:SALIXHEATH1_8",1989,"Empetrum nigrum",8.33333333333333
"11417","THUFUVER:SALIXHEATH:SALIXHEATH1_8",2007,"Empetrum nigrum",42.2222222222222
"11418","THUFUVER:SALIXHEATH:SALIXHEATH1_9",1985,"Empetrum nigrum",2.27272727272727
"11419","THUFUVER:SALIXHEATH:SALIXHEATH1_9",1986,"Empetrum nigrum",11.4285714285714
"11420","THUFUVER:SALIXHEATH:SALIXHEATH1_9",1987,"Empetrum nigrum",10.2564102564103
"11421","THUFUVER:SALIXHEATH:SALIXHEATH1_9",1988,"Empetrum nigrum",14.7058823529412
"11422","THUFUVER:SALIXHEATH:SALIXHEATH1_9",1989,"Empetrum nigrum",19.4444444444444
"11423","THUFUVER:SALIXHEATH:SALIXHEATH2_1",1989,"Empetrum nigrum",2.38095238095238
"11424","THUFUVER:SALIXHEATH:SALIXHEATH2_1",2007,"Empetrum nigrum",2.38095238095238
"11425","THUFUVER:SALIXHEATH:SALIXHEATH2_10",1989,"Empetrum nigrum",14.7058823529412
"11426","THUFUVER:SALIXHEATH:SALIXHEATH2_10",2007,"Empetrum nigrum",52.3076923076923
"11427","THUFUVER:SALIXHEATH:SALIXHEATH2_11",1984,"Empetrum nigrum",7.14285714285714
"11428","THUFUVER:SALIXHEATH:SALIXHEATH2_11",1985,"Empetrum nigrum",6.25
"11429","THUFUVER:SALIXHEATH:SALIXHEATH2_11",1986,"Empetrum nigrum",27.6595744680851
"11430","THUFUVER:SALIXHEATH:SALIXHEATH2_13",1984,"Empetrum nigrum",26
"11431","THUFUVER:SALIXHEATH:SALIXHEATH2_13",1985,"Empetrum nigrum",11.6279069767442
"11432","THUFUVER:SALIXHEATH:SALIXHEATH2_13",1986,"Empetrum nigrum",18.1818181818182
"11433","THUFUVER:SALIXHEATH:SALIXHEATH2_13",1987,"Empetrum nigrum",17.0212765957447
"11434","THUFUVER:SALIXHEATH:SALIXHEATH2_13",1988,"Empetrum nigrum",24.1935483870968
"11435","THUFUVER:SALIXHEATH:SALIXHEATH2_13",1989,"Empetrum nigrum",51.063829787234
"11436","THUFUVER:SALIXHEATH:SALIXHEATH2_13",2007,"Empetrum nigrum",39.0625
"11437","THUFUVER:SALIXHEATH:SALIXHEATH3_17",2007,"Armeria maritima",8.57142857142857
"11438","THUFUVER:SALIXHEATH:SALIXHEATH3_18",1984,"Armeria maritima",14.7058823529412
"11439","THUFUVER:SALIXHEATH:SALIXHEATH3_18",1985,"Armeria maritima",26.4705882352941
"11440","THUFUVER:SALIXHEATH:SALIXHEATH3_18",1987,"Armeria maritima",23.8095238095238
"11441","THUFUVER:SALIXHEATH:SALIXHEATH3_18",1988,"Armeria maritima",19.5121951219512
"11442","THUFUVER:SALIXHEATH:SALIXHEATH3_18",1989,"Armeria maritima",44
"11443","THUFUVER:SALIXHEATH:SALIXHEATH3_18",2007,"Armeria maritima",8.53658536585366
"11444","THUFUVER:SALIXHEATH:SALIXHEATH3_19",1984,"Armeria maritima",15.625
"11445","THUFUVER:SALIXHEATH:SALIXHEATH3_19",1985,"Armeria maritima",11.7647058823529
"11446","THUFUVER:SALIXHEATH:SALIXHEATH3_19",1986,"Armeria maritima",25
"11447","THUFUVER:SALIXHEATH:SALIXHEATH3_19",1988,"Armeria maritima",6.25
"11448","THUFUVER:SALIXHEATH:SALIXHEATH3_19",1989,"Armeria maritima",3.2258064516129
"11449","THUFUVER:SALIXHEATH:SALIXHEATH3_19",2007,"Armeria maritima",6.15384615384615
"11450","THUFUVER:SALIXHEATH:SALIXHEATH3_2",1984,"Armeria maritima",14
"11451","THUFUVER:SALIXHEATH:SALIXHEATH3_2",1985,"Armeria maritima",10.8108108108108
"11452","THUFUVER:SALIXHEATH:SALIXHEATH1_10",2007,"Thalictrum alpinum",17.5
"11453","THUFUVER:SALIXHEATH:SALIXHEATH2_7",1984,"Salix herbacea",5.26315789473684
"11454","THUFUVER:SALIXHEATH:SALIXHEATH2_7",1985,"Salix herbacea",22.2222222222222
"11455","THUFUVER:SALIXHEATH:SALIXHEATH2_15",1985,"Thalictrum alpinum",5.26315789473684
"11456","THUFUVER:SALIXHEATH:SALIXHEATH2_15",1986,"Thalictrum alpinum",3.44827586206897
"11457","THUFUVER:SALIXHEATH:SALIXHEATH2_15",1987,"Thalictrum alpinum",8.33333333333333
"11458","THUFUVER:SALIXHEATH:SALIXHEATH2_15",1988,"Thalictrum alpinum",1.92307692307692
"11459","THUFUVER:SALIXHEATH:SALIXHEATH2_15",1989,"Thalictrum alpinum",3.57142857142857
"11460","THUFUVER:SALIXHEATH:SALIXHEATH2_15",2007,"Thalictrum alpinum",14.2857142857143
"11461","THUFUVER:SALIXHEATH:SALIXHEATH2_16",1985,"Thalictrum alpinum",11.1111111111111
"11462","THUFUVER:SALIXHEATH:SALIXHEATH2_8",1989,"Salix herbacea",2.56410256410256
"11463","THUFUVER:SALIXHEATH:SALIXHEATH2_9",1987,"Salix herbacea",1.72413793103448
"11464","THUFUVER:SALIXHEATH:SALIXHEATH3_1",1984,"Salix herbacea",2.08333333333333
"11465","THUFUVER:SALIXHEATH:SALIXHEATH3_1",1985,"Salix herbacea",2.5
"11466","THUFUVER:SALIXHEATH:SALIXHEATH3_1",1986,"Salix herbacea",2.22222222222222
"11467","THUFUVER:SALIXHEATH:SALIXHEATH3_1",1987,"Salix herbacea",2.08333333333333
"11468","THUFUVER:SALIXHEATH:SALIXHEATH3_1",1988,"Salix herbacea",3.17460317460317
"11469","THUFUVER:SALIXHEATH:SALIXHEATH3_1",1989,"Salix herbacea",2.4390243902439
"11470","THUFUVER:SALIXHEATH:SALIXHEATH3_10",2007,"Salix herbacea",5.08474576271187
"11471","THUFUVER:SALIXHEATH:SALIXHEATH3_11",1984,"Salix herbacea",4
"11472","THUFUVER:SALIXHEATH:SALIXHEATH3_11",1989,"Salix herbacea",4.34782608695652
"11473","THUFUVER:SALIXHEATH:SALIXHEATH3_11",2007,"Salix herbacea",2.32558139534884
"11474","THUFUVER:SALIXHEATH:SALIXHEATH3_14",1989,"Salix herbacea",5
"11475","THUFUVER:SALIXHEATH:SALIXHEATH3_14",2007,"Salix herbacea",6.32911392405063
"11476","THUFUVER:SALIXHEATH:SALIXHEATH3_15",1986,"Salix herbacea",3.7037037037037
"11477","THUFUVER:SALIXHEATH:SALIXHEATH3_15",1987,"Salix herbacea",4.76190476190476
"11478","THUFUVER:SALIXHEATH:SALIXHEATH3_15",1989,"Salix herbacea",4.65116279069767
"11479","THUFUVER:SALIXHEATH:SALIXHEATH3_15",2007,"Salix herbacea",3.27868852459016
"11480","THUFUVER:SALIXHEATH:SALIXHEATH3_16",1986,"Salix herbacea",3.33333333333333
"11481","THUFUVER:SALIXHEATH:SALIXHEATH3_16",1987,"Salix herbacea",1.69491525423729
"11482","THUFUVER:SALIXHEATH:SALIXHEATH3_16",1988,"Salix herbacea",9.09090909090909
"11483","THUFUVER:SALIXHEATH:SALIXHEATH3_17",1984,"Salix herbacea",14.2857142857143
"11484","THUFUVER:SALIXHEATH:SALIXHEATH3_17",1986,"Salix herbacea",2.38095238095238
"11485","THUFUVER:SALIXHEATH:SALIXHEATH3_20",1989,"Salix herbacea",2.94117647058824
"11486","THUFUVER:SALIXHEATH:SALIXHEATH3_3",1985,"Salix herbacea",5.40540540540541
"11487","THUFUVER:SALIXHEATH:SALIXHEATH3_5",1985,"Salix herbacea",8
"11488","THUFUVER:SALIXHEATH:SALIXHEATH3_5",1987,"Salix herbacea",10.7142857142857
"11489","THUFUVER:SALIXHEATH:SALIXHEATH3_5",1989,"Salix herbacea",7.69230769230769
"11490","THUFUVER:SALIXHEATH:SALIXHEATH3_6",1986,"Salix herbacea",2.17391304347826
"11491","THUFUVER:SALIXHEATH:SALIXHEATH3_6",1987,"Salix herbacea",5.12820512820513
"11492","THUFUVER:SALIXHEATH:SALIXHEATH3_9",1985,"Salix herbacea",2.4390243902439
"11493","THUFUVER:SALIXHEATH:SALIXHEATH3_9",1986,"Salix herbacea",2.85714285714286
"11494","THUFUVER:SALIXHEATH:SALIXHEATH3_9",1987,"Salix herbacea",5
"11495","THUFUVER:SALIXHEATH:SALIXHEATH3_9",1988,"Salix herbacea",1.66666666666667
"11496","THUFUVER:SALIXHEATH:SALIXHEATH3_19",2007,"Bistorta vivipara",1.53846153846154
"11497","THUFUVER:SALIXHEATH:SALIXHEATH3_4",1986,"Bistorta vivipara",3.57142857142857
"11498","THUFUVER:SALIXHEATH:SALIXHEATH3_4",1987,"Bistorta vivipara",8.57142857142857
"11499","THUFUVER:SALIXHEATH:SALIXHEATH3_9",1984,"Bistorta vivipara",1.63934426229508
"11500","THUFUVER:SALIXHEATH:SALIXHEATH3_3",1987,"Armeria maritima",13.7931034482759
"11501","THUFUVER:SALIXHEATH:SALIXHEATH3_3",1988,"Armeria maritima",20
"11502","THUFUVER:SALIXHEATH:SALIXHEATH3_3",1989,"Armeria maritima",23.8095238095238
"11503","THUFUVER:SALIXHEATH:SALIXHEATH3_4",1984,"Armeria maritima",13.3333333333333
"11504","THUFUVER:SALIXHEATH:SALIXHEATH3_4",1985,"Armeria maritima",57.8947368421053
"11505","THUFUVER:SALIXHEATH:SALIXHEATH3_4",1986,"Armeria maritima",17.8571428571429
"11506","THUFUVER:SALIXHEATH:SALIXHEATH3_4",1987,"Armeria maritima",11.4285714285714
"11507","THUFUVER:SALIXHEATH:SALIXHEATH3_4",1988,"Armeria maritima",17.6470588235294
"11508","THUFUVER:SALIXHEATH:SALIXHEATH3_4",1989,"Armeria maritima",11.1111111111111
"11509","THUFUVER:SALIXHEATH:SALIXHEATH3_4",2007,"Armeria maritima",9.21052631578947
"11510","THUFUVER:SALIXHEATH:SALIXHEATH3_5",1984,"Armeria maritima",41.3793103448276
"11511","THUFUVER:SALIXHEATH:SALIXHEATH3_5",1985,"Armeria maritima",52
"11512","THUFUVER:SALIXHEATH:SALIXHEATH3_5",1986,"Armeria maritima",24
"11513","THUFUVER:SALIXHEATH:SALIXHEATH3_5",1987,"Armeria maritima",39.2857142857143
"11514","THUFUVER:SALIXHEATH:SALIXHEATH3_5",1988,"Armeria maritima",41.6666666666667
"11515","THUFUVER:SALIXHEATH:SALIXHEATH3_5",1989,"Armeria maritima",42.3076923076923
"11516","THUFUVER:SALIXHEATH:SALIXHEATH3_5",2007,"Armeria maritima",7.69230769230769
"11517","THUFUVER:SALIXHEATH:SALIXHEATH3_6",1984,"Armeria maritima",31.5789473684211
"11518","THUFUVER:SALIXHEATH:SALIXHEATH3_6",1985,"Armeria maritima",19.5121951219512
"11519","THUFUVER:SALIXHEATH:SALIXHEATH3_6",1986,"Armeria maritima",21.7391304347826
"11520","THUFUVER:SALIXHEATH:SALIXHEATH3_6",1987,"Armeria maritima",25.6410256410256
"11521","THUFUVER:SALIXHEATH:SALIXHEATH1_13",1985,"Carex bigelowii",11.1111111111111
"11522","THUFUVER:SALIXHEATH:SALIXHEATH1_13",1987,"Carex bigelowii",12.1951219512195
"11523","THUFUVER:SALIXHEATH:SALIXHEATH1_13",1988,"Carex bigelowii",10.5263157894737
"11524","THUFUVER:SALIXHEATH:SALIXHEATH1_13",1989,"Carex bigelowii",6.89655172413793
"11525","THUFUVER:SALIXHEATH:SALIXHEATH1_13",2007,"Carex bigelowii",3.27868852459016
"11526","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1984,"Carex bigelowii",8.69565217391304
"11527","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1985,"Carex bigelowii",12.1212121212121
"11528","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1986,"Carex bigelowii",6.97674418604651
"11529","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1987,"Carex bigelowii",3.77358490566038
"11530","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1988,"Carex bigelowii",4.61538461538462
"11531","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1989,"Carex bigelowii",11.1111111111111
"11532","THUFUVER:SALIXHEATH:SALIXHEATH1_14",2007,"Carex bigelowii",2.38095238095238
"11533","THUFUVER:SALIXHEATH:SALIXHEATH1_15",1984,"Carex bigelowii",2.7027027027027
"11534","THUFUVER:SALIXHEATH:SALIXHEATH1_15",1985,"Carex bigelowii",3.7037037037037
"11535","THUFUVER:SALIXHEATH:SALIXHEATH1_15",1986,"Carex bigelowii",6.52173913043478
"11536","THUFUVER:SALIXHEATH:SALIXHEATH1_15",1987,"Carex bigelowii",15.5172413793103
"11537","THUFUVER:SALIXHEATH:SALIXHEATH1_15",1988,"Carex bigelowii",12.7659574468085
"11538","THUFUVER:SALIXHEATH:SALIXHEATH1_15",1989,"Carex bigelowii",11.5384615384615
"11539","THUFUVER:SALIXHEATH:SALIXHEATH1_15",2007,"Carex bigelowii",8.88888888888889
"11540","THUFUVER:SALIXHEATH:SALIXHEATH1_16",1984,"Carex bigelowii",15.6862745098039
"11541","THUFUVER:SALIXHEATH:SALIXHEATH1_16",1985,"Carex bigelowii",13.4615384615385
"11542","THUFUVER:SALIXHEATH:SALIXHEATH1_16",1986,"Carex bigelowii",16.6666666666667
"11543","THUFUVER:SALIXHEATH:SALIXHEATH1_10",1985,"Salix arctica",31.3725490196078
"11544","THUFUVER:SALIXHEATH:SALIXHEATH1_10",1986,"Salix arctica",12.1212121212121
"11545","THUFUVER:SALIXHEATH:SALIXHEATH1_10",1987,"Salix arctica",18.4210526315789
"11546","THUFUVER:SALIXHEATH:SALIXHEATH1_10",1988,"Salix arctica",30.3571428571429
"11547","THUFUVER:SALIXHEATH:SALIXHEATH1_10",2007,"Salix arctica",10
"11548","THUFUVER:SALIXHEATH:SALIXHEATH1_11",1984,"Salix arctica",13.7931034482759
"11549","THUFUVER:SALIXHEATH:SALIXHEATH1_11",1985,"Salix arctica",3.44827586206897
"11550","THUFUVER:SALIXHEATH:SALIXHEATH1_11",1988,"Salix arctica",9.52380952380952
"11551","THUFUVER:SALIXHEATH:SALIXHEATH1_11",1989,"Salix arctica",66.6666666666667
"11552","THUFUVER:SALIXHEATH:SALIXHEATH1_11",2007,"Salix arctica",28.9473684210526
"11553","THUFUVER:SALIXHEATH:SALIXHEATH1_12",1986,"Salix arctica",65.625
"11554","THUFUVER:SALIXHEATH:SALIXHEATH1_12",1987,"Salix arctica",37.1428571428571
"11555","THUFUVER:SALIXHEATH:SALIXHEATH1_12",1988,"Salix arctica",13.953488372093
"11556","THUFUVER:SALIXHEATH:SALIXHEATH1_12",1989,"Salix arctica",72.7272727272727
"11557","THUFUVER:SALIXHEATH:SALIXHEATH1_12",2007,"Salix arctica",64.4444444444444
"11558","THUFUVER:SALIXHEATH:SALIXHEATH1_13",1984,"Salix arctica",76.9230769230769
"11559","THUFUVER:SALIXHEATH:SALIXHEATH1_13",1985,"Salix arctica",70.3703703703704
"11560","THUFUVER:SALIXHEATH:SALIXHEATH1_13",1986,"Salix arctica",72.4137931034483
"11561","THUFUVER:SALIXHEATH:SALIXHEATH1_13",1987,"Salix arctica",68.2926829268293
"11562","THUFUVER:SALIXHEATH:SALIXHEATH1_13",1988,"Salix arctica",71.0526315789474
"11563","THUFUVER:SALIXHEATH:SALIXHEATH1_13",1989,"Salix arctica",79.3103448275862
"11564","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1984,"Salix arctica",73.9130434782609
"11565","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1985,"Salix arctica",56.0606060606061
"11566","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1986,"Salix arctica",72.0930232558139
"11567","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1987,"Salix arctica",84.9056603773585
"11568","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1988,"Salix arctica",75.3846153846154
"11569","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1989,"Salix arctica",22.2222222222222
"11570","THUFUVER:SALIXHEATH:SALIXHEATH3_17",1989,"Salix herbacea",4.34782608695652
"11571","THUFUVER:SALIXHEATH:SALIXHEATH3_18",1984,"Salix herbacea",2.94117647058824
"11572","THUFUVER:SALIXHEATH:SALIXHEATH3_18",1985,"Salix herbacea",2.94117647058824
"11573","THUFUVER:SALIXHEATH:SALIXHEATH3_19",1985,"Salix herbacea",11.7647058823529
"11574","THUFUVER:SALIXHEATH:SALIXHEATH3_19",1986,"Salix herbacea",1.92307692307692
"11575","THUFUVER:SALIXHEATH:SALIXHEATH3_19",1987,"Salix herbacea",3.84615384615385
"11576","THUFUVER:SALIXHEATH:SALIXHEATH3_19",1988,"Salix herbacea",15.625
"11577","THUFUVER:SALIXHEATH:SALIXHEATH3_19",1989,"Salix herbacea",12.9032258064516
"11578","THUFUVER:SALIXHEATH:SALIXHEATH3_2",1984,"Salix herbacea",2
"11579","THUFUVER:SALIXHEATH:SALIXHEATH3_2",1986,"Salix herbacea",2.94117647058824
"11580","THUFUVER:SALIXHEATH:SALIXHEATH3_2",1987,"Salix herbacea",5.12820512820513
"11581","THUFUVER:SALIXHEATH:SALIXHEATH3_2",1988,"Salix herbacea",2.38095238095238
"11582","THUFUVER:SALIXHEATH:SALIXHEATH3_2",1989,"Salix herbacea",3.7037037037037
"11583","THUFUVER:SALIXHEATH:SALIXHEATH3_20",1986,"Salix herbacea",6.06060606060606
"11584","THUFUVER:SALIXHEATH:SALIXHEATH3_20",1988,"Salix herbacea",2.32558139534884
"11585","THUFUVER:SALIXHEATH:SALIXHEATH1_1",2007,"Empetrum nigrum",60.2272727272727
"11586","THUFUVER:SALIXHEATH:SALIXHEATH1_10",1984,"Empetrum nigrum",12.1951219512195
"11587","THUFUVER:SALIXHEATH:SALIXHEATH1_10",1985,"Empetrum nigrum",21.5686274509804
"11588","THUFUVER:SALIXHEATH:SALIXHEATH1_10",1987,"Empetrum nigrum",10.5263157894737
"11589","THUFUVER:SALIXHEATH:SALIXHEATH1_10",1988,"Empetrum nigrum",16.0714285714286
"11590","THUFUVER:SALIXHEATH:SALIXHEATH1_11",2007,"Empetrum nigrum",15.7894736842105
"11591","THUFUVER:SALIXHEATH:SALIXHEATH1_12",1984,"Empetrum nigrum",11.9047619047619
"11592","THUFUVER:SALIXHEATH:SALIXHEATH1_12",1985,"Empetrum nigrum",12.5
"11593","THUFUVER:SALIXHEATH:SALIXHEATH1_12",1988,"Empetrum nigrum",9.30232558139535
"11594","THUFUVER:SALIXHEATH:SALIXHEATH1_13",2007,"Empetrum nigrum",80.327868852459
"11595","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1984,"Empetrum nigrum",2.17391304347826
"11596","THUFUVER:SALIXHEATH:SALIXHEATH1_14",1989,"Empetrum nigrum",8.33333333333333
"11597","THUFUVER:SALIXHEATH:SALIXHEATH1_14",2007,"Empetrum nigrum",80.9523809523809
"11598","THUFUVER:SALIXHEATH:SALIXHEATH1_15",1986,"Empetrum nigrum",10.8695652173913
"11599","THUFUVER:SALIXHEATH:SALIXHEATH1_15",1989,"Empetrum nigrum",3.84615384615385
"11600","THUFUVER:SALIXHEATH:SALIXHEATH1_15",2007,"Empetrum nigrum",22.2222222222222
"11601","THUFUVER:SALIXHEATH:SALIXHEATH1_16",1985,"Empetrum nigrum",1.92307692307692
"11602","THUFUVER:SALIXHEATH:SALIXHEATH1_16",1987,"Empetrum nigrum",17.3076923076923
"11603","THUFUVER:SALIXHEATH:SALIXHEATH1_16",1988,"Empetrum nigrum",18.8679245283019
