"","SiteSubsitePlot","NbSpeciesPerTrendPlot","TotalSpecies","SiteSubsite","LAT","SurveyedArea","Region","MOISTURE","Duration","PlotGraminoidMean","PlotShrubMean","PlotForbMean","MeanRichness","Extinct","Coloniser","Persisting"
"315","AUDKULUHEIDI:BETULAHEATH:5",0,8,"AUDKULUHEIDI:BETULAHEATH",65.21748,0.5625,"GreenIceLand","MOIST",22,7.24341155920103,77.3610541505278,15.3955342902711,7,0,0.125,0.875
"316","AUDKULUHEIDI:BETULAHEATH:6",0,8,"AUDKULUHEIDI:BETULAHEATH",65.21748,0.5625,"GreenIceLand","MOIST",22,25.1554340396446,70.6542720437457,4.19029391660971,6,0,0.5,0.5
"317","AUDKULUHEIDI:BETULAHEATH:7",4,11,"AUDKULUHEIDI:BETULAHEATH",65.21748,0.5625,"GreenIceLand","MOIST",22,21.588581962846,68.7927272241822,9.61869081297172,8,0.363636363636364,0.272727272727273,0.363636363636364
"318","AUDKULUHEIDI:BETULAHEATH:8",6,13,"AUDKULUHEIDI:BETULAHEATH",65.21748,0.5625,"GreenIceLand","MOIST",22,17.1994490132421,61.2880820949786,21.5124688917792,10,0.461538461538462,0.0769230769230769,0.461538461538462
"319","AUDKULUHEIDI:BETULAHEATH:9",1,11,"AUDKULUHEIDI:BETULAHEATH",65.21748,0.5625,"GreenIceLand","MOIST",22,19.9166666666667,63.7083333333333,16.375,8,0.0909090909090909,0.454545454545455,0.454545454545455
"320","AUYUITTUQ:OWL RIVER:14",4,9,"AUYUITTUQ:OWL RIVER",66.88,1,"North America-East","",7,8.44155844155844,90.04329004329,1.51515151515152,6,0.444444444444444,0.333333333333333,0.222222222222222
"321","BARROW:ARCTOPHILA_POND_ORDINATION:21",0,5,"BARROW:ARCTOPHILA_POND_ORDINATION",71.29,1,"North America-West","WET",9,66.6908194269362,0,33.3091805730638,5,0,0,1
"322","BARROW:BD:BDC01",2,9,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,10.6766832862163,79.1498839440582,10.1734327697255,7,0.222222222222222,0.111111111111111,0.666666666666667
"323","BARROW:BD:BDC02",1,13,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,31.7662399828949,62.8204263056461,5.41333371145895,10,0.0769230769230769,0.384615384615385,0.538461538461538
"324","BARROW:BD:BDC03",1,10,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,25.6039310930615,68.8254499124064,5.57061899453204,7,0.1,0.5,0.4
"325","BARROW:BD:BDC04",2,9,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,16.8793066277113,72.7141965034945,10.4064968687942,7,0.222222222222222,0.222222222222222,0.555555555555556
"326","BARROW:BD:BDC05",1,10,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,20.3921392617045,71.2807868460042,8.32707389229128,8,0.1,0.4,0.5
"327","BARROW:BD:BDC06",1,10,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,17.727670596116,74.7736618997148,7.49866750416923,7,0.1,0.4,0.5
"328","BARROW:BD:BDC07",0,9,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,15.1577114427861,77.5164179104478,7.32587064676617,7,0,0.333333333333333,0.666666666666667
"329","BARROW:BD:BDC08",2,9,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,15.0617219938356,71.5089482282549,13.4293297779095,7,0.222222222222222,0.444444444444444,0.333333333333333
"330","BARROW:BD:BDC09",1,10,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,14.0822860157433,67.9058577972427,18.011856187014,7,0.1,0.4,0.5
"331","BARROW:BD:BDC10",3,14,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,11.2051879948597,70.7476526551424,18.0471593499979,9,0.214285714285714,0.428571428571429,0.357142857142857
"332","BARROW:BD:BDC11",1,9,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,10.3516442968498,76.7115907937826,12.9367649093676,8,0.111111111111111,0.333333333333333,0.555555555555556
"333","BARROW:BD:BDC12",0,10,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,4.19984387197502,76.4216393060425,19.3785168219825,6,0,0.4,0.6
"334","BARROW:BD:BDC13",0,9,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,18.5063881615606,69.5391006770317,11.9545111614077,8,0,0.222222222222222,0.777777777777778
"335","BARROW:BD:BDC14",0,8,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,13.7074894771721,79.6354638151717,6.65704670765619,6,0,0.375,0.625
"336","BARROW:BD:BDC15",2,11,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,12.6476233609386,61.5738556431491,25.7785209959123,8,0.181818181818182,0.181818181818182,0.636363636363636
"337","BARROW:BD:BDC16",2,7,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,8.73077134145026,86.4639876515217,4.80524100702805,6,0.285714285714286,0.285714285714286,0.428571428571429
"338","BARROW:BD:BDC17",0,6,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",24,9.20739031694196,79.9573693172348,10.8352403658233,6,0,0.166666666666667,0.833333333333333
"339","BARROW:BD:BDC18",3,8,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",24,13.9556291602663,76.4744570319167,9.56991380781703,7,0.375,0.125,0.5
"340","BARROW:BD:BDC19",0,5,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",24,10.5403324779152,80.1319427509727,9.32772477111205,6,0,0.2,0.8
"341","BARROW:BD:BDC20",0,8,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,5.77617566383892,83.5936989271806,10.6301254089805,7,0,0.25,0.75
"342","BARROW:BD:BDC21",1,8,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",24,16.7616285294918,76.6920239099044,6.54634756060383,7,0.125,0.25,0.625
"343","BARROW:BD:BDC22",0,7,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,11.472436387424,74.6220093130462,13.9055542995298,6,0,0.285714285714286,0.714285714285714
"344","BARROW:BD:BDC23",0,7,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",24,9.01618268318169,74.131925816871,16.8518914999473,6,0,0.285714285714286,0.714285714285714
"345","BARROW:BD:BDC24",0,5,"BARROW:BD",71.31502696,0.75,"North America-West","MOIST",22,4.67545923480859,82.2789187679347,13.0456219972567,6,0,0.4,0.6
"346","BARROW:BG:BGCB02",4,11,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,95.4410098122772,0,4.55899018772277,8,0.363636363636364,0.272727272727273,0.363636363636364
"347","BARROW:BG:BGCB05",2,10,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,76.3555609297061,0,23.6444390702939,10,0.2,0.2,0.6
"348","BARROW:BG:BGCB06",5,9,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,83.3215919300825,0,16.6784080699175,8,0.555555555555556,0,0.444444444444444
"349","BARROW:BG:BGCB09",2,11,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,79.3328591749644,0,20.6671408250356,9,0.181818181818182,0.181818181818182,0.636363636363636
"350","BARROW:BG:BGCB11",1,7,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",6,90.2250874727939,0,9.77491252720611,5,0.142857142857143,0.142857142857143,0.714285714285714
"351","BARROW:BG:BGCC03",7,17,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,76.3223393187971,9.64328128830035,14.0343793929026,13,0.411764705882353,0.0588235294117647,0.529411764705882
"352","BARROW:BG:BGCC04",2,4,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,99.390243902439,0,0.609756097560976,4,0.5,0,0.5
"353","BARROW:BG:BGCC07",2,4,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,92.890704154002,0,7.10929584599797,4,0.5,0.25,0.25
"354","BARROW:BG:BGCC10",2,7,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,90.4991400068799,0,9.50085999312005,6,0.285714285714286,0.285714285714286,0.428571428571429
"355","BARROW:BG:BGCD02",1,8,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,58.8920829275908,28.3419631476578,12.7659539247515,7,0.125,0.125,0.75
"356","BARROW:BG:BGCD03",2,10,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,39.4157511133894,52.6250533763097,7.95919551030087,7,0.2,0.3,0.5
"357","BARROW:BG:BGCD04",1,9,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,34.2394744590503,50.9925969647267,14.767928576223,7,0.111111111111111,0.333333333333333,0.555555555555556
"358","BARROW:BG:BGCD05",3,13,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",5,85.6434456545771,0,14.3565543454229,12,0.230769230769231,0.230769230769231,0.538461538461538
"359","BARROW:BG:BGCD06",3,10,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",5,92.1776751210766,0,7.82232487892337,8,0.3,0.1,0.6
"360","BARROW:BG:BGCE02",1,7,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",7,100,0,0,5,0.142857142857143,0.428571428571429,0.428571428571429
"361","BARROW:BG:BGCE04",2,12,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,64.9010934587728,31.4852057447277,3.6137007964995,10,0.166666666666667,0.333333333333333,0.5
"362","BARROW:BG:BGCE05",2,11,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,47.6909458313961,5.88548707046306,46.4235670981409,9,0.181818181818182,0.0909090909090909,0.727272727272727
"363","BARROW:BG:BGCE06",3,12,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,56.2192653846953,38.3167111434244,5.4640234718803,8,0.25,0.25,0.5
"364","BARROW:BG:BGCE07",0,7,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,38.6117205105588,56.0180132122125,5.37026627722864,6,0,0.428571428571429,0.571428571428571
"365","BARROW:BG:BGCE08",1,6,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,45.5726660011963,49.0872173346238,5.34011666417995,6,0.166666666666667,0.166666666666667,0.666666666666667
"366","BARROW:BG:BGCE09",1,12,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,89.576012223071,0,10.423987776929,9,0.0833333333333333,0.5,0.416666666666667
"367","BARROW:BG:BGCF02",3,10,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",7,91.1331591767333,0,8.86684082326668,8,0.3,0.1,0.6
"368","BARROW:BG:BGCF03",0,4,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",7,97.8158262977644,0,2.18417370223556,4,0,0.25,0.75
"369","BARROW:BG:BGCF04",8,11,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",7,79.470770865457,13.552873910346,6.97635522419698,8,0.727272727272727,0.0909090909090909,0.181818181818182
"370","BARROW:BG:BGCF05",3,13,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,36.2351055571543,0.203150219847498,63.5617442229982,10,0.230769230769231,0.230769230769231,0.538461538461538
"371","BARROW:BG:BGCF06",4,10,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",8,97.7335682809224,0,2.26643171907763,7,0.4,0.1,0.5
"372","BARROW:BG:BGCF07",2,11,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",7,88.639101490213,0,11.360898509787,11,0.181818181818182,0.272727272727273,0.545454545454545
"373","BARROW:BG:BGCF08",5,15,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,73.2428659238334,18.7431176762921,8.01401639987445,11,0.333333333333333,0.133333333333333,0.533333333333333
"374","BARROW:BG:BGCF09",1,8,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,42.3948136521967,57.3210954387124,0.284090909090909,8,0.125,0.125,0.75
"375","BARROW:BG:BGCF10",3,11,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,86.5680751173709,3.72300469483568,9.70892018779343,9,0.272727272727273,0.0909090909090909,0.636363636363636
"376","BARROW:BG:BGCF11",1,11,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,68.8243093045411,11.8468256100838,19.3288650853751,10,0.0909090909090909,0.272727272727273,0.636363636363636
"377","BARROW:BG:BGCG04",2,6,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,98.9334739334739,0,1.06652606652607,5,0.333333333333333,0,0.666666666666667
"378","BARROW:BG:BGCG05",0,3,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",8,100,0,0,3,0,0.333333333333333,0.666666666666667
"379","BARROW:BG:BGCG08",0,7,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,86.4437689969605,0,13.5562310030395,6,0,0.428571428571429,0.571428571428571
"380","BARROW:BG:BGCG10",1,12,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,86.4454154867689,0.255102040816327,13.2994824724148,9,0.0833333333333333,0.333333333333333,0.583333333333333
"381","BARROW:BG:BGCH03",0,3,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,100,0,0,3,0,0.333333333333333,0.666666666666667
"382","BARROW:BG:BGCH04",2,9,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",7,93.2188137714732,1.01630970724364,5.76487652128316,7,0.222222222222222,0.222222222222222,0.555555555555556
"383","BARROW:BG:BGCH05",4,10,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,46.1933512933563,51.8972314118034,1.90941729484029,8,0.4,0.3,0.3
"384","BARROW:BG:BGCH06",2,6,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",5,100,0,0,5,0.333333333333333,0,0.666666666666667
"385","BARROW:BG:BGCH11",5,12,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",6,65.1152482269504,0,34.8847517730496,8,0.416666666666667,0.166666666666667,0.416666666666667
"386","BARROW:BG:BGCI05",0,3,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,100,0,0,3,0,0,1
"387","BARROW:BG:BGCJ11",2,11,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,83.3454316686024,0,16.6545683313976,8,0.181818181818182,0.363636363636364,0.454545454545455
"388","BARROW:BG:BGCK03",2,8,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,94.1081154684096,0,5.89188453159041,6,0.25,0.125,0.625
"389","BARROW:BG:BGCK05",2,12,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,79.8686660561661,0,20.1313339438339,9,0.166666666666667,0.25,0.583333333333333
"390","BARROW:BG:BGCK07",1,7,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",9,60.6190953536117,0,39.3809046463883,8,0.142857142857143,0.142857142857143,0.714285714285714
"391","BARROW:BG:BGCK09",3,11,"BARROW:BG",71.310312,0.75,"North America-West","MOIST",6,73.2613912487715,0,26.7386087512285,8,0.272727272727273,0.0909090909090909,0.636363636363636
"392","BARROW:BW:BWC01",2,16,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,83.7230303813024,2.26441086572818,14.0125587529694,11,0.125,0.5625,0.3125
"393","BARROW:BW:BWC02",4,18,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,68.0585108722336,0,31.9414891277664,13,0.222222222222222,0.277777777777778,0.5
"394","BARROW:BW:BWC03",5,13,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,74.2353521066392,0,25.7646478933608,9,0.384615384615385,0.0769230769230769,0.538461538461538
"395","BARROW:BW:BWC04",3,14,"BARROW:BW",71.31051842,0.75,"North America-West","WET",17,78.6359935287627,0,21.3640064712373,12,0.214285714285714,0.142857142857143,0.642857142857143
"396","BARROW:BW:BWC05",4,16,"BARROW:BW",71.31051842,0.75,"North America-West","WET",23,82.118816966515,0.78935875425439,17.0918242792307,12,0.25,0.1875,0.5625
"397","BARROW:BW:BWC06",2,13,"BARROW:BW",71.31051842,0.75,"North America-West","WET",23,73.9435738799925,1.14570789849255,24.910718221515,11,0.153846153846154,0.461538461538462,0.384615384615385
"398","BARROW:BW:BWC07",1,15,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,70.4973305767974,0.476190476190476,29.0264789470121,11,0.0666666666666667,0.4,0.533333333333333
"399","BARROW:BW:BWC08",2,15,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,50.3595903595904,0.43956043956044,49.2008492008492,10,0.133333333333333,0.533333333333333,0.333333333333333
"400","BARROW:BW:BWC09",5,16,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,72.5894659214408,0,27.4105340785592,12,0.3125,0.1875,0.5
"401","BARROW:BW:BWC10",6,15,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,43.2721204400088,3.647783717513,53.0800958424782,11,0.4,0.133333333333333,0.466666666666667
"402","BARROW:BW:BWC11",5,16,"BARROW:BW",71.31051842,0.75,"North America-West","WET",5,84.3014705882353,1.25,14.4485294117647,12,0.3125,0.25,0.4375
"403","BARROW:BW:BWC12",4,15,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,58.5366768931446,0,41.4633231068554,13,0.266666666666667,0.133333333333333,0.6
"404","BARROW:BW:BWC13",2,16,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,69.4607744204821,0,30.5392255795179,12,0.125,0.3125,0.5625
"405","BARROW:BW:BWC14",3,14,"BARROW:BW",71.31051842,0.75,"North America-West","WET",5,80.2466555183946,0,19.7533444816054,11,0.214285714285714,0.214285714285714,0.571428571428571
"406","BARROW:BW:BWC15",2,15,"BARROW:BW",71.31051842,0.75,"North America-West","WET",5,85.3403437358661,0,14.6596562641339,12,0.133333333333333,0.2,0.666666666666667
"407","BARROW:BW:BWC16",2,14,"BARROW:BW",71.31051842,0.75,"North America-West","WET",5,77.8540903540903,0,22.1459096459096,12,0.142857142857143,0.142857142857143,0.714285714285714
"408","BARROW:BW:BWC17",1,10,"BARROW:BW",71.31051842,0.75,"North America-West","WET",17,96.4890282131662,0,3.51097178683386,8,0.1,0.4,0.5
"409","BARROW:BW:BWC18",6,16,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,91.415329303661,0.543478260869565,8.04119243546939,9,0.375,0.3125,0.3125
"410","BARROW:BW:BWC19",4,12,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,85.3480586153853,0,14.6519413846147,9,0.333333333333333,0.166666666666667,0.5
"411","BARROW:BW:BWC20",0,12,"BARROW:BW",71.31051842,0.75,"North America-West","WET",17,93.1610219845514,0,6.8389780154486,8,0,0.583333333333333,0.416666666666667
"412","BARROW:BW:BWC21",7,16,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,89.0072520622181,0.403225806451613,10.5895221313303,9,0.4375,0.25,0.3125
"413","BARROW:BW:BWC22",2,14,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,74.716771540542,0,25.283228459458,12,0.142857142857143,0.214285714285714,0.642857142857143
"414","BARROW:BW:BWC23",5,16,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,75.3712182745316,0,24.6287817254684,12,0.3125,0.125,0.5625
"415","BARROW:BW:BWC24",2,12,"BARROW:BW",71.31051842,0.75,"North America-West","WET",21,87.2779943849528,0,12.7220056150472,10,0.166666666666667,0.0833333333333333,0.75
"416","BARROW:CAREX WET MEADOW_ORDINATION:12",0,2,"BARROW:CAREX WET MEADOW_ORDINATION",71.29,1,"North America-West","WET",9,100,0,0,2,0,0,1
"417","BARROW:CAREX WET MEADOW_ORDINATION:16",0,3,"BARROW:CAREX WET MEADOW_ORDINATION",71.29,1,"North America-West","WET",9,100,0,0,3,0,0,1
"418","BARROW:CAREX_MESIC MEADOW_ORDINATION:13",0,2,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,100,0,0,2,0,0,1
"419","BARROW:CAREX_MESIC MEADOW_ORDINATION:17",3,11,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,96.6990247439142,1.6993204326563,1.60165482342953,8,0.272727272727273,0.181818181818182,0.545454545454545
"420","BARROW:CAREX_MESIC MEADOW_ORDINATION:18",2,16,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,41.623699654499,39.4145247570528,18.9617755884482,12,0.125,0.3125,0.5625
"421","BARROW:CAREX_MESIC MEADOW_ORDINATION:19",0,12,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,73.2698026697927,1.4571595103944,25.2730378198129,10,0,0.333333333333333,0.666666666666667
"422","BARROW:CAREX_MESIC MEADOW_ORDINATION:20",1,16,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,70.5810285960607,0,29.4189714039393,13,0.0625,0.3125,0.625
"423","BARROW:CAREX_MESIC MEADOW_ORDINATION:22",3,11,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,79.8428360884826,0,20.1571639115174,9,0.272727272727273,0.0909090909090909,0.636363636363636
"424","BARROW:CAREX_MESIC MEADOW_ORDINATION:23",1,7,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,99.1045845272206,0,0.89541547277937,6,0.142857142857143,0,0.857142857142857
"425","BARROW:CAREX_MESIC MEADOW_ORDINATION:24",5,12,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,79.9152638673786,0,20.0847361326214,9,0.416666666666667,0.0833333333333333,0.5
"426","BARROW:CAREX_MESIC MEADOW_ORDINATION:3",1,9,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,89.3407536135251,0,10.6592463864749,8,0.111111111111111,0.111111111111111,0.777777777777778
"427","BARROW:CAREX_MESIC MEADOW_ORDINATION:4",2,12,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,74.3054412816078,14.3321164822085,11.3624422361836,10,0.166666666666667,0.0833333333333333,0.75
"428","BARROW:CAREX_MESIC MEADOW_ORDINATION:6",2,5,"BARROW:CAREX_MESIC MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,100,0,0,4,0.4,0,0.6
"429","BARROW:CAREX_MOIST MEADOW_ORDINATION:1",3,18,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,62.7552216271845,19.0263617004035,18.218416672412,14,0.166666666666667,0.222222222222222,0.611111111111111
"430","BARROW:CAREX_MOIST MEADOW_ORDINATION:14",2,11,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,48.5408438443462,47.8529770091638,3.60617914648996,10,0.181818181818182,0.0909090909090909,0.727272727272727
"431","BARROW:CAREX_MOIST MEADOW_ORDINATION:15",3,13,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,86.4463929973739,0,13.5536070026261,10,0.230769230769231,0.230769230769231,0.538461538461538
"432","BARROW:CAREX_MOIST MEADOW_ORDINATION:2",5,16,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,67.183713853637,18.9427443806115,13.8735417657515,12,0.3125,0.25,0.4375
"433","BARROW:CAREX_MOIST MEADOW_ORDINATION:5",0,4,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,100,0,0,4,0,0,1
"434","BARROW:CAREX_MOIST MEADOW_ORDINATION:8",7,13,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,66.1368856417508,30.9293339726666,2.93378038558257,10,0.538461538461538,0,0.461538461538462
"435","BARROW:CAREX_MOIST MEADOW_ORDINATION:9",4,15,"BARROW:CAREX_MOIST MEADOW_ORDINATION",71.29,1,"North America-West","MOIST",9,54.5237268347914,32.8768593943952,12.5994137708134,12,0.266666666666667,0.0666666666666667,0.666666666666667
"436","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB00.5",0,9,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,73.0072463768116,0,26.9927536231884,8,0,0.111111111111111,0.888888888888889
"437","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB01.0",0,6,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,84.4427244582043,0,15.5572755417957,5,0,0.333333333333333,0.666666666666667
"438","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB01.5",1,9,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,80.5424528301887,0,19.4575471698113,8,0.111111111111111,0.111111111111111,0.777777777777778
"439","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB02.0",1,9,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,58.7589605734767,0,41.2410394265233,8,0.111111111111111,0.111111111111111,0.777777777777778
"440","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB02.5",0,11,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,80.2951388888889,0,19.7048611111111,10,0,0.0909090909090909,0.909090909090909
"441","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB03.0",0,11,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,65.3632478632479,0,34.6367521367521,9,0,0.363636363636364,0.636363636363636
"442","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB03.5",1,5,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,78.031475748194,0,21.968524251806,4,0.2,0,0.8
"443","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB08.0",0,6,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,71.3940370668815,0,28.6059629331184,6,0,0,1
"444","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB08.5",0,7,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,78.0641294575966,0,21.9358705424034,6,0,0.142857142857143,0.857142857142857
"445","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB09.0",0,9,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,92.116935483871,0,7.88306451612903,8,0,0.333333333333333,0.666666666666667
"446","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB09.5",0,8,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,94.9942791762014,0,5.00572082379863,7,0,0.25,0.75
"447","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB10.0",1,10,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,89.4007155635063,0,10.5992844364937,8,0.1,0.4,0.5
"448","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB10.5",1,9,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,91.5719696969697,0,8.4280303030303,8,0.111111111111111,0.222222222222222,0.666666666666667
"449","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB11.0",2,8,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,82.1666666666667,0,17.8333333333333,7,0.25,0,0.75
"450","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB11.5",0,9,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",71.29,0.5,"North America-West","MOIST",9,61.9311875693674,0,38.0688124306326,8,0,0.222222222222222,0.777777777777778
