"","SiteSubsitePlot","LAT","LONG","mat","warmq","coldq","prec","ID","WarmQSlope","PrecSlope"
"490","RIRI:RIRI2:RIRI2_T18",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"491","RIRI:RIRI2:RIRI2_T19",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"492","RIRI:RIRI2:RIRI2_T2",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"493","RIRI:RIRI2:RIRI2_T20",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"494","RIRI:RIRI2:RIRI2_T3",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"495","RIRI:RIRI2:RIRI2_T4",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"496","RIRI:RIRI2:RIRI2_T5",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"497","RIRI:RIRI2:RIRI2_T6",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"498","RIRI:RIRI2:RIRI2_T7",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"499","RIRI:RIRI2:RIRI2_T8",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"500","RIRI:RIRI2:RIRI2_T9",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"501","RIRI:RIRI4:RIRI4_T1",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"502","RIRI:RIRI4:RIRI4_T10",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"503","RIRI:RIRI4:RIRI4_T11",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"504","RIRI:RIRI4:RIRI4_T12",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"505","RIRI:RIRI4:RIRI4_T13",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"506","RIRI:RIRI4:RIRI4_T14",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"507","RIRI:RIRI4:RIRI4_T15",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"508","RIRI:RIRI4:RIRI4_T16",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"509","RIRI:RIRI4:RIRI4_T17",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"510","RIRI:RIRI4:RIRI4_T18",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"511","RIRI:RIRI4:RIRI4_T19",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"512","RIRI:RIRI4:RIRI4_T20",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"513","RIRI:RIRI4:RIRI4_T3",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"514","RIRI:RIRI4:RIRI4_T4",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"515","RIRI:RIRI4:RIRI4_T5",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"516","RIRI:RIRI4:RIRI4_T6",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"517","RIRI:RIRI4:RIRI4_T7",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"518","RIRI:RIRI4:RIRI4_T8",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"519","RIRI:RIRI4:RIRI4_T9",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"520","RIRI:RIRI6:RIRI6_T1",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"521","RIRI:RIRI6:RIRI6_T10",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"522","RIRI:RIRI6:RIRI6_T11",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"523","RIRI:RIRI6:RIRI6_T12",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"524","RIRI:RIRI6:RIRI6_T13",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"525","RIRI:RIRI6:RIRI6_T14",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"526","RIRI:RIRI6:RIRI6_T15",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"527","RIRI:RIRI6:RIRI6_T16",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"528","RIRI:RIRI6:RIRI6_T17",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"529","RIRI:RIRI6:RIRI6_T18",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"530","RIRI:RIRI6:RIRI6_T19",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"531","RIRI:RIRI6:RIRI6_T2",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"532","RIRI:RIRI6:RIRI6_T20",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"533","RIRI:RIRI6:RIRI6_T3",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"534","RIRI:RIRI6:RIRI6_T4",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"535","RIRI:RIRI6:RIRI6_T5",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"536","RIRI:RIRI6:RIRI6_T6",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"537","RIRI:RIRI6:RIRI6_T7",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"538","RIRI:RIRI6:RIRI6_T8",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"539","RIRI:RIRI6:RIRI6_T9",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"540","RIRI:RIRI4:RIRI4_T2",67.77306,17.53611,-1.8,9.7,-12,650,12,0.0373201634169296,1.2425770308123
"541","AKUREYRI:GA66:651",65.59293,-17.97208,1.1,8.2,-4.3,469,13,0.0504015395220587,3.63053221288512
"542","AKUREYRI:GA66:653",65.59293,-17.97208,1.1,8.2,-4.3,469,13,0.0504015395220587,3.63053221288512
"543","AKUREYRI:GA66:654",65.59293,-17.97208,1.1,8.2,-4.3,469,13,0.0504015395220587,3.63053221288512
"544","AKUREYRI:GA66:655",65.59293,-17.97208,1.1,8.2,-4.3,469,13,0.0504015395220587,3.63053221288512
"545","AKUREYRI:GA66:656",65.59293,-17.97208,1.1,8.2,-4.3,469,13,0.0504015395220587,3.63053221288512
"546","AKUREYRI:GA66:658",65.59293,-17.97208,1.1,8.2,-4.3,469,13,0.0504015395220587,3.63053221288512
"547","AKUREYRI:GA66:659",65.59293,-17.97208,1.1,8.2,-4.3,469,13,0.0504015395220587,3.63053221288512
"548","AKUREYRI:GA66:652",65.59293,-17.97208,1.1,8.2,-4.3,469,13,0.0504015395220587,3.63053221288512
"549","AKUREYRI:GA66:657",65.59293,-17.97208,1.1,8.2,-4.3,469,13,0.0504015395220587,3.63053221288512
"550","AKUREYRI:GA66:660",65.59293,-17.97208,1.1,8.2,-4.3,469,13,0.0504015395220587,3.63053221288512
"551","AKUREYRI:HR58:580",65.56427,-18.1559,1.4,8.5,-4,493,14,0.0498038805365897,3.50728291316522
"552","AKUREYRI:HR58:574",65.56427,-18.1559,1.4,8.5,-4,493,14,0.0498038805365897,3.50728291316522
"553","AKUREYRI:HR58:575",65.56427,-18.1559,1.4,8.5,-4,493,14,0.0498038805365897,3.50728291316522
"554","AKUREYRI:HR58:576",65.56427,-18.1559,1.4,8.5,-4,493,14,0.0498038805365897,3.50728291316522
"555","AKUREYRI:HR58:577",65.56427,-18.1559,1.4,8.5,-4,493,14,0.0498038805365897,3.50728291316522
"556","AKUREYRI:HR58:578",65.56427,-18.1559,1.4,8.5,-4,493,14,0.0498038805365897,3.50728291316522
"557","AKUREYRI:HR58:579",65.56427,-18.1559,1.4,8.5,-4,493,14,0.0498038805365897,3.50728291316522
"558","AKUREYRI:HR58:571",65.56427,-18.1559,1.4,8.5,-4,493,14,0.0498038805365897,3.50728291316522
"559","AKUREYRI:HR58:572",65.56427,-18.1559,1.4,8.5,-4,493,14,0.0498038805365897,3.50728291316522
"560","AKUREYRI:HR58:573",65.56427,-18.1559,1.4,8.5,-4,493,14,0.0498038805365897,3.50728291316522
"561","AKUREYRI:MD72:711",65.51392,-18.0768,2.1,9.3,-3.2,384,15,0.049458548067664,3.80504201680671
"562","AKUREYRI:MD72:712",65.51392,-18.0768,2.1,9.3,-3.2,384,15,0.049458548067664,3.80504201680671
"563","AKUREYRI:MD72:713",65.51392,-18.0768,2.1,9.3,-3.2,384,15,0.049458548067664,3.80504201680671
"564","AKUREYRI:MD72:714",65.51392,-18.0768,2.1,9.3,-3.2,384,15,0.049458548067664,3.80504201680671
"565","AKUREYRI:MD72:715",65.51392,-18.0768,2.1,9.3,-3.2,384,15,0.049458548067664,3.80504201680671
"566","AKUREYRI:MD72:717",65.51392,-18.0768,2.1,9.3,-3.2,384,15,0.049458548067664,3.80504201680671
"567","AKUREYRI:MD72:718",65.51392,-18.0768,2.1,9.3,-3.2,384,15,0.049458548067664,3.80504201680671
"568","AKUREYRI:MD72:719",65.51392,-18.0768,2.1,9.3,-3.2,384,15,0.049458548067664,3.80504201680671
"569","AKUREYRI:MD72:720",65.51392,-18.0768,2.1,9.3,-3.2,384,15,0.049458548067664,3.80504201680671
"570","AKUREYRI:MD72:716",65.51392,-18.0768,2.1,9.3,-3.2,384,15,0.049458548067664,3.80504201680671
"571","AKUREYRI:SB63:622",65.44984,-18.24216,1.6,8.7,-3.7,433,16,0.0489635238861166,3.9518207282913
"572","AKUREYRI:SB63:623",65.44984,-18.24216,1.6,8.7,-3.7,433,16,0.0489635238861166,3.9518207282913
"573","AKUREYRI:SB63:625",65.44984,-18.24216,1.6,8.7,-3.7,433,16,0.0489635238861166,3.9518207282913
"574","AKUREYRI:SB63:627",65.44984,-18.24216,1.6,8.7,-3.7,433,16,0.0489635238861166,3.9518207282913
"575","AKUREYRI:SB63:629",65.44984,-18.24216,1.6,8.7,-3.7,433,16,0.0489635238861166,3.9518207282913
"576","AKUREYRI:SB63:621",65.44984,-18.24216,1.6,8.7,-3.7,433,16,0.0489635238861166,3.9518207282913
"577","AKUREYRI:SB63:624",65.44984,-18.24216,1.6,8.7,-3.7,433,16,0.0489635238861166,3.9518207282913
"578","AKUREYRI:SB63:626",65.44984,-18.24216,1.6,8.7,-3.7,433,16,0.0489635238861166,3.9518207282913
"579","AKUREYRI:SB63:628",65.44984,-18.24216,1.6,8.7,-3.7,433,16,0.0489635238861166,3.9518207282913
"580","AKUREYRI:SB63:630",65.44984,-18.24216,1.6,8.7,-3.7,433,16,0.0489635238861166,3.9518207282913
"581","AKUREYRI:SY59:590",65.50548,-18.22637,0.4,7.5,-5,505,17,0.0495702783066351,3.85658263305316
"582","AKUREYRI:SY59:581",65.50548,-18.22637,0.4,7.5,-5,505,17,0.0495702783066351,3.85658263305316
"583","AKUREYRI:SY59:582",65.50548,-18.22637,0.4,7.5,-5,505,17,0.0495702783066351,3.85658263305316
"584","AKUREYRI:SY59:583",65.50548,-18.22637,0.4,7.5,-5,505,17,0.0495702783066351,3.85658263305316
"585","AKUREYRI:SY59:584",65.50548,-18.22637,0.4,7.5,-5,505,17,0.0495702783066351,3.85658263305316
"586","AKUREYRI:SY59:585",65.50548,-18.22637,0.4,7.5,-5,505,17,0.0495702783066351,3.85658263305316
"587","AKUREYRI:SY59:586",65.50548,-18.22637,0.4,7.5,-5,505,17,0.0495702783066351,3.85658263305316
"588","AKUREYRI:SY59:587",65.50548,-18.22637,0.4,7.5,-5,505,17,0.0495702783066351,3.85658263305316
"589","AKUREYRI:SY59:588",65.50548,-18.22637,0.4,7.5,-5,505,17,0.0495702783066351,3.85658263305316
"590","AKUREYRI:SY59:589",65.50548,-18.22637,0.4,7.5,-5,505,17,0.0495702783066351,3.85658263305316
"591","BLONDUOS:SD33:321",65.50305,-20.22768,1.7,9.4,-4.2,388,18,0.0628290153952204,4.24397759103644
"592","BLONDUOS:SD33:322",65.50305,-20.22768,1.7,9.4,-4.2,388,18,0.0628290153952204,4.24397759103644
"593","BLONDUOS:SD33:323",65.50305,-20.22768,1.7,9.4,-4.2,388,18,0.0628290153952204,4.24397759103644
"594","BLONDUOS:SD33:324",65.50305,-20.22768,1.7,9.4,-4.2,388,18,0.0628290153952204,4.24397759103644
"595","BLONDUOS:SD33:325",65.50305,-20.22768,1.7,9.4,-4.2,388,18,0.0628290153952204,4.24397759103644
"596","BLONDUOS:SD33:327",65.50305,-20.22768,1.7,9.4,-4.2,388,18,0.0628290153952204,4.24397759103644
"597","BLONDUOS:SD33:329",65.50305,-20.22768,1.7,9.4,-4.2,388,18,0.0628290153952204,4.24397759103644
"598","BLONDUOS:SD33:330",65.50305,-20.22768,1.7,9.4,-4.2,388,18,0.0628290153952204,4.24397759103644
"599","BLONDUOS:SD33:326",65.50305,-20.22768,1.7,9.4,-4.2,388,18,0.0628290153952204,4.24397759103644
"600","BLONDUOS:SD33:328",65.50305,-20.22768,1.7,9.4,-4.2,388,18,0.0628290153952204,4.24397759103644
"601","BLONDUOS:SD34:332",65.50146,-20.22503,1.4,9.1,-4.5,404,19,0.0624275374212184,4.3137254901961
"602","BLONDUOS:SD34:336",65.50146,-20.22503,1.4,9.1,-4.5,404,19,0.0624275374212184,4.3137254901961
"603","BLONDUOS:SD34:337",65.50146,-20.22503,1.4,9.1,-4.5,404,19,0.0624275374212184,4.3137254901961
"604","BLONDUOS:SD34:339",65.50146,-20.22503,1.4,9.1,-4.5,404,19,0.0624275374212184,4.3137254901961
"605","BLONDUOS:SD34:340",65.50146,-20.22503,1.4,9.1,-4.5,404,19,0.0624275374212184,4.3137254901961
"606","BLONDUOS:SD34:331",65.50146,-20.22503,1.4,9.1,-4.5,404,19,0.0624275374212184,4.3137254901961
"607","BLONDUOS:SD34:333",65.50146,-20.22503,1.4,9.1,-4.5,404,19,0.0624275374212184,4.3137254901961
"608","BLONDUOS:SD34:334",65.50146,-20.22503,1.4,9.1,-4.5,404,19,0.0624275374212184,4.3137254901961
"609","BLONDUOS:SD34:335",65.50146,-20.22503,1.4,9.1,-4.5,404,19,0.0624275374212184,4.3137254901961
"610","BLONDUOS:SD34:338",65.50146,-20.22503,1.4,9.1,-4.5,404,19,0.0624275374212184,4.3137254901961
"611","DALSMYNNI:AG4:31",65.78468,-19.30559,2.9,10.4,-2.7,482,20,0.0647712942598909,1.53613445378148
"612","DALSMYNNI:AG4:32",65.78468,-19.30559,2.9,10.4,-2.7,482,20,0.0647712942598909,1.53613445378148
"613","DALSMYNNI:AG4:33",65.78468,-19.30559,2.9,10.4,-2.7,482,20,0.0647712942598909,1.53613445378148
"614","DALSMYNNI:AG4:34",65.78468,-19.30559,2.9,10.4,-2.7,482,20,0.0647712942598909,1.53613445378148
"615","DALSMYNNI:AG4:35",65.78468,-19.30559,2.9,10.4,-2.7,482,20,0.0647712942598909,1.53613445378148
"616","DALSMYNNI:AG4:36",65.78468,-19.30559,2.9,10.4,-2.7,482,20,0.0647712942598909,1.53613445378148
"617","DALSMYNNI:AG4:37",65.78468,-19.30559,2.9,10.4,-2.7,482,20,0.0647712942598909,1.53613445378148
"618","DALSMYNNI:AG4:38",65.78468,-19.30559,2.9,10.4,-2.7,482,20,0.0647712942598909,1.53613445378148
"619","DALSMYNNI:AG4:39",65.78468,-19.30559,2.9,10.4,-2.7,482,20,0.0647712942598909,1.53613445378148
"620","DALSMYNNI:AG4:40",65.78468,-19.30559,2.9,10.4,-2.7,482,20,0.0647712942598909,1.53613445378148
"621","DALSMYNNI:KD24:231",65.77321,-19.02952,1.7,9.2,-3.8,510,21,0.0615684906775205,1.03529411764701
"622","DALSMYNNI:KD24:232",65.77321,-19.02952,1.7,9.2,-3.8,510,21,0.0615684906775205,1.03529411764701
"623","DALSMYNNI:KD24:233",65.77321,-19.02952,1.7,9.2,-3.8,510,21,0.0615684906775205,1.03529411764701
"624","DALSMYNNI:KD24:234",65.77321,-19.02952,1.7,9.2,-3.8,510,21,0.0615684906775205,1.03529411764701
"625","DALSMYNNI:KD24:235",65.77321,-19.02952,1.7,9.2,-3.8,510,21,0.0615684906775205,1.03529411764701
"626","DALSMYNNI:KD24:236",65.77321,-19.02952,1.7,9.2,-3.8,510,21,0.0615684906775205,1.03529411764701
"627","DALSMYNNI:KD24:237",65.77321,-19.02952,1.7,9.2,-3.8,510,21,0.0615684906775205,1.03529411764701
"628","DALSMYNNI:KD24:238",65.77321,-19.02952,1.7,9.2,-3.8,510,21,0.0615684906775205,1.03529411764701
"629","DALSMYNNI:KD24:239",65.77321,-19.02952,1.7,9.2,-3.8,510,21,0.0615684906775205,1.03529411764701
"630","DALSMYNNI:KD24:240",65.77321,-19.02952,1.7,9.2,-3.8,510,21,0.0615684906775205,1.03529411764701
"631","DALSMYNNI:KD25:249",65.77286,-19.04222,1.4,8.9,-4.1,550,22,0.0617365852591034,0.92605042016801
"632","DALSMYNNI:KD25:250",65.77286,-19.04222,1.4,8.9,-4.1,550,22,0.0617365852591034,0.92605042016801
"633","DALSMYNNI:KD25:241",65.77286,-19.04222,1.4,8.9,-4.1,550,22,0.0617365852591034,0.92605042016801
"634","DALSMYNNI:KD25:242",65.77286,-19.04222,1.4,8.9,-4.1,550,22,0.0617365852591034,0.92605042016801
"635","DALSMYNNI:KD25:243",65.77286,-19.04222,1.4,8.9,-4.1,550,22,0.0617365852591034,0.92605042016801
"636","DALSMYNNI:KD25:244",65.77286,-19.04222,1.4,8.9,-4.1,550,22,0.0617365852591034,0.92605042016801
"637","DALSMYNNI:KD25:245",65.77286,-19.04222,1.4,8.9,-4.1,550,22,0.0617365852591034,0.92605042016801
"638","DALSMYNNI:KD25:246",65.77286,-19.04222,1.4,8.9,-4.1,550,22,0.0617365852591034,0.92605042016801
"639","DALSMYNNI:KD25:247",65.77286,-19.04222,1.4,8.9,-4.1,550,22,0.0617365852591034,0.92605042016801
"640","DALSMYNNI:KD25:248",65.77286,-19.04222,1.4,8.9,-4.1,550,22,0.0617365852591034,0.92605042016801
"641","DALSMYNNI:KK5:41",65.80262,-19.36136,3.1,10.6,-2.6,508,23,0.0648180502669811,1.61904761904759
"642","DALSMYNNI:KK5:49",65.80262,-19.36136,3.1,10.6,-2.6,508,23,0.0648180502669811,1.61904761904759
"643","DALSMYNNI:KK5:50",65.80262,-19.36136,3.1,10.6,-2.6,508,23,0.0648180502669811,1.61904761904759
"644","DALSMYNNI:KK5:42",65.80262,-19.36136,3.1,10.6,-2.6,508,23,0.0648180502669811,1.61904761904759
"645","DALSMYNNI:KK5:43",65.80262,-19.36136,3.1,10.6,-2.6,508,23,0.0648180502669811,1.61904761904759
"646","DALSMYNNI:KK5:44",65.80262,-19.36136,3.1,10.6,-2.6,508,23,0.0648180502669811,1.61904761904759
"647","DALSMYNNI:KK5:45",65.80262,-19.36136,3.1,10.6,-2.6,508,23,0.0648180502669811,1.61904761904759
"648","DALSMYNNI:KK5:46",65.80262,-19.36136,3.1,10.6,-2.6,508,23,0.0648180502669811,1.61904761904759
"649","DALSMYNNI:KK5:47",65.80262,-19.36136,3.1,10.6,-2.6,508,23,0.0648180502669811,1.61904761904759
"650","DALSMYNNI:KK5:48",65.80262,-19.36136,3.1,10.6,-2.6,508,23,0.0648180502669811,1.61904761904759
"651","HJARDARLAND:HA75:741",64.06638,-20.26565,4,10.5,-0.8,1176,24,0.048356379661239,-1.81960784313733
"652","HJARDARLAND:HA75:742",64.06638,-20.26565,4,10.5,-0.8,1176,24,0.048356379661239,-1.81960784313733
"653","HJARDARLAND:HA75:743",64.06638,-20.26565,4,10.5,-0.8,1176,24,0.048356379661239,-1.81960784313733
"654","HJARDARLAND:HA75:744",64.06638,-20.26565,4,10.5,-0.8,1176,24,0.048356379661239,-1.81960784313733
"655","HJARDARLAND:HA75:745",64.06638,-20.26565,4,10.5,-0.8,1176,24,0.048356379661239,-1.81960784313733
"656","HJARDARLAND:HA75:746",64.06638,-20.26565,4,10.5,-0.8,1176,24,0.048356379661239,-1.81960784313733
"657","HJARDARLAND:HA75:747",64.06638,-20.26565,4,10.5,-0.8,1176,24,0.048356379661239,-1.81960784313733
"658","HJARDARLAND:HA75:748",64.06638,-20.26565,4,10.5,-0.8,1176,24,0.048356379661239,-1.81960784313733
"659","HJARDARLAND:HA75:749",64.06638,-20.26565,4,10.5,-0.8,1176,24,0.048356379661239,-1.81960784313733
"660","HJARDARLAND:HA75:750",64.06638,-20.26565,4,10.5,-0.8,1176,24,0.048356379661239,-1.81960784313733
"661","HJARDARLAND:HF73:722",64.03843,-20.27764,4.2,10.7,-0.5,1191,25,0.0482724896599262,-2.33081232493003
"662","HJARDARLAND:HF73:724",64.03843,-20.27764,4.2,10.7,-0.5,1191,25,0.0482724896599262,-2.33081232493003
"663","HJARDARLAND:HF73:725",64.03843,-20.27764,4.2,10.7,-0.5,1191,25,0.0482724896599262,-2.33081232493003
"664","HJARDARLAND:HF73:726",64.03843,-20.27764,4.2,10.7,-0.5,1191,25,0.0482724896599262,-2.33081232493003
"665","HJARDARLAND:HF73:727",64.03843,-20.27764,4.2,10.7,-0.5,1191,25,0.0482724896599262,-2.33081232493003
"666","HJARDARLAND:HF73:729",64.03843,-20.27764,4.2,10.7,-0.5,1191,25,0.0482724896599262,-2.33081232493003
"667","HJARDARLAND:HF73:730",64.03843,-20.27764,4.2,10.7,-0.5,1191,25,0.0482724896599262,-2.33081232493003
"668","HJARDARLAND:HF73:721",64.03843,-20.27764,4.2,10.7,-0.5,1191,25,0.0482724896599262,-2.33081232493003
"669","HJARDARLAND:HF73:723",64.03843,-20.27764,4.2,10.7,-0.5,1191,25,0.0482724896599262,-2.33081232493003
"670","HJARDARLAND:HF73:728",64.03843,-20.27764,4.2,10.7,-0.5,1191,25,0.0482724896599262,-2.33081232493003
"671","HJARDARLAND:LH92:914",64.22035,-20.59859,4,10.8,-1,1342,26,0.0523529822085081,-2.09327731092444
"672","HJARDARLAND:LH92:916",64.22035,-20.59859,4,10.8,-1,1342,26,0.0523529822085081,-2.09327731092444
"673","HJARDARLAND:LH92:917",64.22035,-20.59859,4,10.8,-1,1342,26,0.0523529822085081,-2.09327731092444
"674","HJARDARLAND:LH92:919",64.22035,-20.59859,4,10.8,-1,1342,26,0.0523529822085081,-2.09327731092444
"675","HJARDARLAND:LH92:920",64.22035,-20.59859,4,10.8,-1,1342,26,0.0523529822085081,-2.09327731092444
"676","HJARDARLAND:LH92:911",64.22035,-20.59859,4,10.8,-1,1342,26,0.0523529822085081,-2.09327731092444
"677","HJARDARLAND:LH92:912",64.22035,-20.59859,4,10.8,-1,1342,26,0.0523529822085081,-2.09327731092444
"678","HJARDARLAND:LH92:913",64.22035,-20.59859,4,10.8,-1,1342,26,0.0523529822085081,-2.09327731092444
"679","HJARDARLAND:LH92:915",64.22035,-20.59859,4,10.8,-1,1342,26,0.0523529822085081,-2.09327731092444
"680","HJARDARLAND:LH92:918",64.22035,-20.59859,4,10.8,-1,1342,26,0.0523529822085081,-2.09327731092444
"681","HJARDARLAND:SH90:891",63.97814,-20.56942,4.8,11.1,0.2,1188,27,0.0482539431788338,-2.52941176470594
"682","HJARDARLAND:SH90:892",63.97814,-20.56942,4.8,11.1,0.2,1188,27,0.0482539431788338,-2.52941176470594
"683","HJARDARLAND:SH90:893",63.97814,-20.56942,4.8,11.1,0.2,1188,27,0.0482539431788338,-2.52941176470594
"684","HJARDARLAND:SH90:894",63.97814,-20.56942,4.8,11.1,0.2,1188,27,0.0482539431788338,-2.52941176470594
"685","HJARDARLAND:SH90:895",63.97814,-20.56942,4.8,11.1,0.2,1188,27,0.0482539431788338,-2.52941176470594
"686","HJARDARLAND:SH90:896",63.97814,-20.56942,4.8,11.1,0.2,1188,27,0.0482539431788338,-2.52941176470594
"687","HJARDARLAND:SH90:897",63.97814,-20.56942,4.8,11.1,0.2,1188,27,0.0482539431788338,-2.52941176470594
"688","HJARDARLAND:SH90:898",63.97814,-20.56942,4.8,11.1,0.2,1188,27,0.0482539431788338,-2.52941176470594
"689","HJARDARLAND:SH90:899",63.97814,-20.56942,4.8,11.1,0.2,1188,27,0.0482539431788338,-2.52941176470594
"690","HJARDARLAND:SH90:900",63.97814,-20.56942,4.8,11.1,0.2,1188,27,0.0482539431788338,-2.52941176470594
"691","HOLTAVORDUHEIDI:AH36:358",65.08352,-20.54624,1.1,8.8,-4.9,541,28,0.0600466192336307,3.8422969187675
"692","HOLTAVORDUHEIDI:AH36:351",65.08352,-20.54624,1.1,8.8,-4.9,541,28,0.0600466192336307,3.8422969187675
"693","HOLTAVORDUHEIDI:AH36:352",65.08352,-20.54624,1.1,8.8,-4.9,541,28,0.0600466192336307,3.8422969187675
"694","HOLTAVORDUHEIDI:AH36:353",65.08352,-20.54624,1.1,8.8,-4.9,541,28,0.0600466192336307,3.8422969187675
"695","HOLTAVORDUHEIDI:AH36:354",65.08352,-20.54624,1.1,8.8,-4.9,541,28,0.0600466192336307,3.8422969187675
"696","HOLTAVORDUHEIDI:AH36:355",65.08352,-20.54624,1.1,8.8,-4.9,541,28,0.0600466192336307,3.8422969187675
"697","HOLTAVORDUHEIDI:AH36:356",65.08352,-20.54624,1.1,8.8,-4.9,541,28,0.0600466192336307,3.8422969187675
"698","HOLTAVORDUHEIDI:AH36:357",65.08352,-20.54624,1.1,8.8,-4.9,541,28,0.0600466192336307,3.8422969187675
"699","HOLTAVORDUHEIDI:AH36:360",65.08352,-20.54624,1.1,8.8,-4.9,541,28,0.0600466192336307,3.8422969187675
"700","HOLTAVORDUHEIDI:AH36:359",65.08352,-20.54624,1.1,8.8,-4.9,541,28,0.0600466192336307,3.8422969187675
"701","HOLTAVORDUHEIDI:AH37:361",65.06794,-20.58339,1.4,9.1,-4.6,499,29,0.0608494999562325,3.46218487394958
"702","HOLTAVORDUHEIDI:AH37:362",65.06794,-20.58339,1.4,9.1,-4.6,499,29,0.0608494999562325,3.46218487394958
"703","HOLTAVORDUHEIDI:AH37:363",65.06794,-20.58339,1.4,9.1,-4.6,499,29,0.0608494999562325,3.46218487394958
"704","HOLTAVORDUHEIDI:AH37:365",65.06794,-20.58339,1.4,9.1,-4.6,499,29,0.0608494999562325,3.46218487394958
"705","HOLTAVORDUHEIDI:AH37:366",65.06794,-20.58339,1.4,9.1,-4.6,499,29,0.0608494999562325,3.46218487394958
"706","HOLTAVORDUHEIDI:AH37:367",65.06794,-20.58339,1.4,9.1,-4.6,499,29,0.0608494999562325,3.46218487394958
"707","HOLTAVORDUHEIDI:AH37:368",65.06794,-20.58339,1.4,9.1,-4.6,499,29,0.0608494999562325,3.46218487394958
"708","HOLTAVORDUHEIDI:AH37:369",65.06794,-20.58339,1.4,9.1,-4.6,499,29,0.0608494999562325,3.46218487394958
