"","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","STATUS","TISSUE","ValueType","ORIGINAL_NAME","GENUS","GFNARROWwalker","SPECIES_NAME","TREATMENT","RelCover","MOISTURE","LAT","LONG","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","FuncGroup","PlotYearFuncCover","PlotYearDominatingFG","ShrubCover","GraminoidCover","ForbCover","DominatingFG","PlotShrubMean","PlotForbMean","PlotGraminoidMean","AnnualRichness","MeanRichness","NumYears","Duration","LogPlotSize","YearCentred","Slope"
"93","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB33.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB33.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB33.5",1999,"LIVE","UNK","percent_cover","Poa arctica","Poa","GRASS","Poa arctica","CTL",32.1428571428571,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",57.1428571428571,"Graminoid-Dominated",26.7857142857143,57.1428571428571,16.0714285714286,"Graminoid-Dominated",17.3611111111111,12.797619047619,69.8412698412698,8,8,2,9,-0.693147180559945,-4,0.111111111111112
"94","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB34.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB34.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB34.0",1999,"LIVE","UNK","percent_cover","Salix rotundifolia","Salix","SDECI","Salix rotundifolia","CTL",50,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Shrub",50,"None",50,47.5,2.5,"None",29,6.25,64.75,5,6,2,9,-0.693147180559945,-4,0.333333333333337
"95","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC00.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC00.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC00.5",1999,"LIVE","UNK","percent_cover","Calamagrostis holmii","Calamagrostis","GRASS","Calamagrostis holmii","CTL",60.5449041372351,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",93.9455095862765,"Graminoid-Dominated",0,93.9455095862765,6.05449041372351,"Graminoid-Dominated",0,10.7195528991694,89.2804471008306,6,8,2,9,-0.693147180559945,-4,0.444444444444449
"96","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC01.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC01.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC01.0",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",67.741935483871,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",93.5483870967742,"Graminoid-Dominated",0,93.5483870967742,6.45161290322581,"Graminoid-Dominated",0,9.58944281524927,90.4105571847507,8,8,2,9,-0.693147180559945,-4,0.111111111111112
"97","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC01.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC01.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC01.5",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",41.1764705882353,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",89.4117647058823,"Graminoid-Dominated",0,89.4117647058823,10.5882352941176,"Graminoid-Dominated",0,19.7678018575851,80.2321981424149,9,9,2,9,-0.693147180559945,-4,2.79127548210452e-16
"98","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC02.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC02.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC02.0",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",37.9746835443038,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",79.746835443038,"Graminoid-Dominated",0,79.746835443038,20.253164556962,"Graminoid-Dominated",0,24.8324646314222,75.1675353685778,7,8,2,9,-0.693147180559945,-4,0.222222222222225
"99","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC02.5:2008","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC02.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC02.5",2008,"LIVE","UNK","percent_cover","Eriophorum russeolum","Eriophorum","SEDGE","Eriophorum russeolum","CTL",26.027397260274,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",73.972602739726,"Graminoid-Dominated",0,73.972602739726,26.027397260274,"Graminoid-Dominated",0,17.2994129158513,82.7005870841487,11,10,2,9,-0.693147180559945,5,0.222222222222225
"100","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC15.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC15.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC15.5",1999,"LIVE","UNK","percent_cover","Salix rotundifolia","Salix","SDECI","Salix rotundifolia","CTL",55.5555555555556,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Shrub",55.5555555555556,"Shrub-Dominated",55.5555555555556,44.4444444444444,0,"Shrub-Dominated",37.037037037037,3.7037037037037,59.2592592592593,6,5,2,9,-0.693147180559945,-4,-0.222222222222224
"101","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC28.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC28.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC28.5",1999,"LIVE","UNK","percent_cover","Calamagrostis holmii","Calamagrostis","GRASS","Calamagrostis holmii","CTL",40.8163265306122,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",87.7551020408163,"Graminoid-Dominated",4.08163265306122,87.7551020408163,8.16326530612245,"Graminoid-Dominated",6.20748299319728,22.8316326530612,70.9608843537415,9,9,2,9,-0.693147180559945,-4,2.79127548210452e-16
"102","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB17.5:2008","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB17.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB17.5",2008,"LIVE","UNK","percent_cover","Luzula confusa","Luzula","RUSH","Luzula confusa","CTL",6.02409638554217,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",66.2650602409639,"Graminoid-Dominated",0,66.2650602409639,33.7349397590361,"Graminoid-Dominated",0,26.0511433489058,73.9488566510942,6,5,2,9,-0.693147180559945,5,0.222222222222224
"103","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC10.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC10.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC10.0",1999,"LIVE","UNK","percent_cover","Dupontia fisheri","Dupontia","GRASS","Dupontia fisheri","CTL",2.32558139534884,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",97.6744186046512,"Graminoid-Dominated",0,97.6744186046512,2.32558139534884,"Graminoid-Dominated",0,8.30564784053156,91.6943521594685,7,6,2,9,-0.693147180559945,-4,-0.222222222222224
"104","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC10.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC10.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC10.5",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",44.7058823529412,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",88.2352941176471,"Graminoid-Dominated",0,88.2352941176471,11.7647058823529,"Graminoid-Dominated",0,19.5187165775401,80.4812834224599,8,8,2,9,-0.693147180559945,-4,0.111111111111112
"105","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC11.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC11.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC11.0",1999,"LIVE","UNK","percent_cover","Dupontia fisheri","Dupontia","GRASS","Dupontia fisheri","CTL",1,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",87,"Graminoid-Dominated",0,87,13,"Graminoid-Dominated",0,27.1896551724138,72.8103448275862,9,8,2,9,-0.693147180559945,-4,-0.111111111111112
"106","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC31.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC31.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC31.5",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",36.231884057971,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",94.2028985507246,"Graminoid-Dominated",0,94.2028985507246,5.79710144927536,"Graminoid-Dominated",0,11.8271221532091,88.1728778467909,8,8,2,9,-0.693147180559945,-4,2.79127548210452e-16
"107","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC08.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC08.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC08.0",1999,"LIVE","UNK","percent_cover","Eriophorum russeolum","Eriophorum","SEDGE","Eriophorum russeolum","CTL",43.3734939759036,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",89.1566265060241,"Graminoid-Dominated",0,89.1566265060241,10.8433734939759,"Graminoid-Dominated",0,15.1777843079636,84.8222156920364,6,6,2,9,-0.693147180559945,-4,-0.111111111111112
"108","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC08.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC08.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC08.5",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",55,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",80,"Graminoid-Dominated",0,80,20,"Graminoid-Dominated",0,20.9756097560976,79.0243902439024,5,6,2,9,-0.693147180559945,-4,0.222222222222225
"109","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC09.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC09.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC09.0",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",50,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",92,"Graminoid-Dominated",0,92,8,"Graminoid-Dominated",0,9.68181818181818,90.3181818181818,7,7,2,9,-0.693147180559945,-4,1.39563774105226e-16
"110","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC09.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC09.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC09.5",1999,"LIVE","UNK","percent_cover","Poa arctica","Poa","GRASS","Poa arctica","CTL",40.7766990291262,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",94.1747572815534,"Graminoid-Dominated",0,94.1747572815534,5.8252427184466,"Graminoid-Dominated",0,12.4870894443297,87.5129105556703,8,8,2,9,-0.693147180559945,-4,-0.111111111111112
"111","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC26.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC26.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC26.5",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",42.3728813559322,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",62.7118644067797,"Graminoid-Dominated",37.2881355932203,62.7118644067797,0,"Graminoid-Dominated",21.7052922864061,13.265306122449,65.0294015911449,5,6,2,9,-0.693147180559945,-4,0.333333333333337
"112","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC27.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC27.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC27.0",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",43.5897435897436,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",82.051282051282,"Graminoid-Dominated",15.3846153846154,82.051282051282,2.56410256410256,"Graminoid-Dominated",10.0732600732601,14.3772893772894,75.5494505494505,7,8,2,9,-0.693147180559945,-4,0.222222222222225
"113","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC14.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC14.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC14.0",1999,"LIVE","UNK","percent_cover","Dupontia fisheri","Dupontia","GRASS","Dupontia fisheri","CTL",42.1686746987952,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0,100,3,2,2,9,-0.693147180559945,-4,-0.222222222222224
"114","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC15.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC15.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC15.0",1999,"LIVE","UNK","percent_cover","Salix rotundifolia","Salix","SDECI","Salix rotundifolia","CTL",42.6966292134831,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Shrub",42.6966292134831,"None",42.6966292134831,56.1797752808989,1.12359550561798,"Graminoid-Dominated",22.6641040804258,0.561797752808989,76.7740981667652,6,6,2,9,-0.693147180559945,-4,-0.111111111111112
"115","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC11.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC11.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC11.5",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",59.7826086956522,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",86.9565217391304,"Graminoid-Dominated",0,86.9565217391304,13.0434782608696,"Graminoid-Dominated",0,29.6924708377519,70.3075291622481,9,8,2,9,-0.693147180559945,-4,-0.111111111111112
"116","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC25.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC25.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC25.5",1999,"LIVE","UNK","percent_cover","Salix rotundifolia","Salix","SDECI","Salix rotundifolia","CTL",15.0684931506849,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Shrub",15.0684931506849,"None",15.0684931506849,80.8219178082192,4.10958904109589,"Graminoid-Dominated",15.1100041511,8.11540058115401,76.774595267746,8,8,2,9,-0.693147180559945,-4,2.79127548210452e-16
"117","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC26.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC26.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC26.0",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",44.4444444444444,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",63.3333333333333,"Graminoid-Dominated",35.5555555555556,63.3333333333333,1.11111111111111,"Graminoid-Dominated",28.7152777777778,3.68055555555556,67.6041666666667,7,8,2,9,-0.693147180559945,-4,0.222222222222225
"118","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC14.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC14.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC14.5",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",29.7619047619048,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",85.7142857142857,"Graminoid-Dominated",10.7142857142857,85.7142857142857,3.57142857142857,"Graminoid-Dominated",16.6071428571429,1.78571428571429,81.6071428571429,6,4,2,9,-0.693147180559945,-4,-0.333333333333336
"119","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC34.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC34.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC34.0",1999,"LIVE","UNK","percent_cover","Eriophorum russeolum","Eriophorum","SEDGE","Eriophorum russeolum","CTL",16.2162162162162,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",72.972972972973,"Graminoid-Dominated",21.6216216216216,72.972972972973,5.40540540540541,"Graminoid-Dominated",10.8108108108108,5.02828409805154,84.1609050911377,7,8,2,9,-0.693147180559945,-4,0.111111111111112
"120","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC28.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC28.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC28.0",1999,"LIVE","UNK","percent_cover","Poa arctica","Poa","GRASS","Poa arctica","CTL",31.7073170731707,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",84.1463414634146,"Graminoid-Dominated",10.9756097560976,84.1463414634146,4.8780487804878,"Graminoid-Dominated",9.65447154471545,7.20092915214866,83.1445993031359,10,9,2,9,-0.693147180559945,-4,-0.222222222222224
"121","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB16.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB16.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB16.5",1999,"LIVE","UNK","percent_cover","Calamagrostis holmii","Calamagrostis","GRASS","Calamagrostis holmii","CTL",47.5,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",92.5,"Graminoid-Dominated",7.5,92.5,0,"Graminoid-Dominated",6.63461538461539,4.80769230769231,88.5576923076923,5,6,2,9,-0.693147180559945,-4,0.222222222222225
"122","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB17.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB17.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB17.0",1999,"LIVE","UNK","percent_cover","Calamagrostis holmii","Calamagrostis","GRASS","Calamagrostis holmii","CTL",75.8620689655172,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",2.32558139534884,11.6279069767442,86.046511627907,3,4,2,9,-0.693147180559945,-4,0.333333333333337
"123","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC33.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC33.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC33.0",1999,"LIVE","UNK","percent_cover","Salix rotundifolia","Salix","SDECI","Salix rotundifolia","CTL",7.14285714285714,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Shrub",7.14285714285714,"None",7.14285714285714,80.9523809523809,11.9047619047619,"Graminoid-Dominated",11.5714285714286,11.2857142857143,77.1428571428571,9,10,2,9,-0.693147180559945,-4,0.222222222222225
"124","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB26.0:2008","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB26.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB26.0",2008,"LIVE","UNK","percent_cover","Salix rotundifolia","Salix","SDECI","Salix rotundifolia","CTL",9.09090909090909,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Shrub",9.09090909090909,"None",9.09090909090909,79.2207792207792,11.6883116883117,"Graminoid-Dominated",25.974025974026,7.74891774891775,66.2770562770563,8,8,2,9,-0.693147180559945,5,-0.111111111111112
"125","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB26.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB26.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB26.5",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",39.1752577319588,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",65.979381443299,"Graminoid-Dominated",32.9896907216495,65.979381443299,1.03092783505155,"Graminoid-Dominated",21.3335550382441,7.77352843365481,70.8929165281011,7,8,2,9,-0.693147180559945,-4,0.111111111111112
"126","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC27.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC27.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC27.5",1999,"LIVE","UNK","percent_cover","Luzula arctica","Luzula","RUSH","Luzula arctica","CTL",23.8095238095238,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",57.1428571428571,"Graminoid-Dominated",34.9206349206349,57.1428571428571,7.93650793650794,"Graminoid-Dominated",21.4603174603175,11.968253968254,66.5714285714286,8,8,2,9,-0.693147180559945,-4,2.79127548210452e-16
"127","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC24.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC24.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC24.5",1999,"LIVE","UNK","percent_cover","Eriophorum russeolum","Eriophorum","SEDGE","Eriophorum russeolum","CTL",52.6315789473684,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0,100,4,4,2,9,-0.693147180559945,-4,1.39563774105226e-16
"128","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC32.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC32.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC32.0",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",42.8571428571429,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",90.4761904761905,"Graminoid-Dominated",0,90.4761904761905,9.52380952380952,"Graminoid-Dominated",0,37.0199692780338,62.9800307219662,8,8,2,9,-0.693147180559945,-4,2.79127548210452e-16
"129","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC32.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC32.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC32.5",1999,"LIVE","UNK","percent_cover","Eriophorum russeolum","Eriophorum","SEDGE","Eriophorum russeolum","CTL",43.0769230769231,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",90.7692307692308,"Graminoid-Dominated",0,90.7692307692308,9.23076923076923,"Graminoid-Dominated",0,17.7732793522267,82.2267206477733,9,10,2,9,-0.693147180559945,-4,0.222222222222225
"130","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB15.0:2008","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB15.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB15.0",2008,"LIVE","UNK","percent_cover","Salix rotundifolia","Salix","SDECI","Salix rotundifolia","CTL",28.5714285714286,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Shrub",28.5714285714286,"None",28.5714285714286,69.8412698412698,1.58730158730159,"Graminoid-Dominated",35.6190476190476,1.46031746031746,62.9206349206349,6,6,2,9,-0.693147180559945,5,0.111111111111112
