"","X.x","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","STATUS","TISSUE","ValueType","ORIGINAL_NAME","GENUS","GFNARROWwalker","SPECIES_NAME","TREATMENT","RelCover","MOISTURE","LAT.x","LONG.x","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","FuncGroup","PlotYearFuncCover","PlotYearDominatingFG","ShrubCover","GraminoidCover","ForbCover","DominatingFG","PlotShrubMean","PlotForbMean","PlotGraminoidMean","AnnualRichness","MeanRichness","NumYears","Duration","LogPlotSize","YearCentred","Slope","X.y","mat.x","warmq.x","coldq.x","prec.x","X.x.x","LAT.y","LONG.y","mat.y","warmq.y","coldq.y","prec.y","ID","WarmQSlope","PrecSlope","X.y.y","ForbSlope","GraminoidSlope","ShrubSlope"
"109",109,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC09.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC09.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC09.0",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",50,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",92,"Graminoid-Dominated",0,92,8,"Graminoid-Dominated",0,9.68181818181818,90.3181818181818,7,7,2,9,-0.693147180559945,-4,1.39563774105226e-16,111,-10.9,3.7,-24.7,117,111,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,488,0.373737373737378,-0.373737373737377,NA
"110",110,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC09.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC09.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC09.5",1999,"LIVE","UNK","percent_cover","Poa arctica","Poa","GRASS","Poa arctica","CTL",40.7766990291262,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",94.1747572815534,"Graminoid-Dominated",0,94.1747572815534,5.8252427184466,"Graminoid-Dominated",0,12.4870894443297,87.5129105556703,8,8,2,9,-0.693147180559945,-4,-0.111111111111112,112,-10.9,3.7,-24.7,117,112,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,489,1.48041038352959,-1.48041038352959,NA
"111",111,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC26.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC26.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC26.5",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",42.3728813559322,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",62.7118644067797,"Graminoid-Dominated",37.2881355932203,62.7118644067797,0,"Graminoid-Dominated",21.7052922864061,13.265306122449,65.0294015911449,5,6,2,9,-0.693147180559945,-4,0.333333333333337,113,-10.9,3.7,-24.7,117,113,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,510,2.94784580498869,0.515008263192291,-3.46285406818098
"112",112,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC27.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC27.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC27.0",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",43.5897435897436,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",82.051282051282,"Graminoid-Dominated",15.3846153846154,82.051282051282,2.56410256410256,"Graminoid-Dominated",10.0732600732601,14.3772893772894,75.5494505494505,7,8,2,9,-0.693147180559945,-4,0.222222222222225,114,-10.9,3.7,-24.7,117,114,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,511,2.62515262515265,-1.44485144485146,-1.18030118030119
"113",113,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC14.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC14.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC14.0",1999,"LIVE","UNK","percent_cover","Dupontia fisheri","Dupontia","GRASS","Dupontia fisheri","CTL",42.1686746987952,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0,100,3,2,2,9,-0.693147180559945,-4,-0.222222222222224,115,-10.9,3.7,-24.7,117,115,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,496,NA,0,NA
"114",114,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC15.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC15.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC15.0",1999,"LIVE","UNK","percent_cover","Salix rotundifolia","Salix","SDECI","Salix rotundifolia","CTL",42.6966292134831,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Shrub",42.6966292134831,"None",42.6966292134831,56.1797752808989,1.12359550561798,"Graminoid-Dominated",22.6641040804258,0.561797752808989,76.7740981667652,6,6,2,9,-0.693147180559945,-4,-0.111111111111112,116,-10.9,3.7,-24.7,117,116,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,498,-0.124843945068665,4.57651619685924,-4.45167225179057
"115",115,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC11.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC11.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC11.5",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",59.7826086956522,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",86.9565217391304,"Graminoid-Dominated",0,86.9565217391304,13.0434782608696,"Graminoid-Dominated",0,29.6924708377519,70.3075291622481,9,8,2,9,-0.693147180559945,-4,-0.111111111111112,117,-10.9,3.7,-24.7,117,117,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,493,3.6997761281961,-3.6997761281961,NA
"116",116,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC25.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC25.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC25.5",1999,"LIVE","UNK","percent_cover","Salix rotundifolia","Salix","SDECI","Salix rotundifolia","CTL",15.0684931506849,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Shrub",15.0684931506849,"None",15.0684931506849,80.8219178082192,4.10958904109589,"Graminoid-Dominated",15.1100041511,8.11540058115401,76.774595267746,8,8,2,9,-0.693147180559945,-4,2.79127548210452e-16,118,-10.9,3.7,-24.7,117,118,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,508,0.890180342235146,-0.899405008994058,0.0092246667589139
"117",117,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC26.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC26.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC26.0",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",44.4444444444444,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",63.3333333333333,"Graminoid-Dominated",35.5555555555556,63.3333333333333,1.11111111111111,"Graminoid-Dominated",28.7152777777778,3.68055555555556,67.6041666666667,7,8,2,9,-0.693147180559945,-4,0.222222222222225,119,-10.9,3.7,-24.7,117,119,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,509,0.570987654320993,0.949074074074085,-1.52006172839508
"118",118,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC14.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC14.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC14.5",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",29.7619047619048,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",85.7142857142857,"Graminoid-Dominated",10.7142857142857,85.7142857142857,3.57142857142857,"Graminoid-Dominated",16.6071428571429,1.78571428571429,81.6071428571429,6,4,2,9,-0.693147180559945,-4,-0.333333333333336,120,-10.9,3.7,-24.7,117,120,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,497,-0.396825396825401,-0.912698412698421,1.30952380952382
"119",119,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC34.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC34.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC34.0",1999,"LIVE","UNK","percent_cover","Eriophorum russeolum","Eriophorum","SEDGE","Eriophorum russeolum","CTL",16.2162162162162,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",72.972972972973,"Graminoid-Dominated",21.6216216216216,72.972972972973,5.40540540540541,"Graminoid-Dominated",10.8108108108108,5.02828409805154,84.1609050911377,7,8,2,9,-0.693147180559945,-4,0.111111111111112,121,-10.9,3.7,-24.7,117,121,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,521,-0.0838047349675264,2.48620713736995,-2.40240240240243
"120",120,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC28.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC28.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC28.0",1999,"LIVE","UNK","percent_cover","Poa arctica","Poa","GRASS","Poa arctica","CTL",31.7073170731707,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",84.1463414634146,"Graminoid-Dominated",10.9756097560976,84.1463414634146,4.8780487804878,"Graminoid-Dominated",9.65447154471545,7.20092915214866,83.1445993031359,10,9,2,9,-0.693147180559945,-4,-0.222222222222224,122,-10.9,3.7,-24.7,117,122,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,513,0.516195638146863,-0.222609368950833,-0.293586269196028
"121",121,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB16.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB16.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB16.5",1999,"LIVE","UNK","percent_cover","Calamagrostis holmii","Calamagrostis","GRASS","Calamagrostis holmii","CTL",47.5,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",92.5,"Graminoid-Dominated",7.5,92.5,0,"Graminoid-Dominated",6.63461538461539,4.80769230769231,88.5576923076923,5,6,2,9,-0.693147180559945,-4,0.222222222222225,123,-10.9,3.7,-24.7,117,123,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,458,1.06837606837608,-0.876068376068381,-0.192307692307694
"122",122,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB17.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB17.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB17.0",1999,"LIVE","UNK","percent_cover","Calamagrostis holmii","Calamagrostis","GRASS","Calamagrostis holmii","CTL",75.8620689655172,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",2.32558139534884,11.6279069767442,86.046511627907,3,4,2,9,-0.693147180559945,-4,0.333333333333337,124,-10.9,3.7,-24.7,117,124,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,459,2.5839793281654,-3.10077519379848,0.51679586563308
"123",123,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC33.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC33.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC33.0",1999,"LIVE","UNK","percent_cover","Salix rotundifolia","Salix","SDECI","Salix rotundifolia","CTL",7.14285714285714,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Shrub",7.14285714285714,"None",7.14285714285714,80.9523809523809,11.9047619047619,"Graminoid-Dominated",11.5714285714286,11.2857142857143,77.1428571428571,9,10,2,9,-0.693147180559945,-4,0.222222222222225,125,-10.9,3.7,-24.7,117,125,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,519,-0.137566137566139,-0.846560846560851,0.984126984126994
"124",124,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB26.0:2008","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB26.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB26.0",2008,"LIVE","UNK","percent_cover","Salix rotundifolia","Salix","SDECI","Salix rotundifolia","CTL",9.09090909090909,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Shrub",9.09090909090909,"None",9.09090909090909,79.2207792207792,11.6883116883117,"Graminoid-Dominated",25.974025974026,7.74891774891775,66.2770562770563,8,8,2,9,-0.693147180559945,5,-0.111111111111112,126,-10.9,3.7,-24.7,117,126,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,466,0.875420875420884,2.8763828763829,-3.75180375180379
"125",125,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB26.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB26.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB26.5",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",39.1752577319588,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",65.979381443299,"Graminoid-Dominated",32.9896907216495,65.979381443299,1.03092783505155,"Graminoid-Dominated",21.3335550382441,7.77352843365481,70.8929165281011,7,8,2,9,-0.693147180559945,-4,0.111111111111112,127,-10.9,3.7,-24.7,117,127,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,467,1.49835568857852,1.0918966855116,-2.59025237409011
"126",126,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC27.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC27.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC27.5",1999,"LIVE","UNK","percent_cover","Luzula arctica","Luzula","RUSH","Luzula arctica","CTL",23.8095238095238,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",57.1428571428571,"Graminoid-Dominated",34.9206349206349,57.1428571428571,7.93650793650794,"Graminoid-Dominated",21.4603174603175,11.968253968254,66.5714285714286,8,8,2,9,-0.693147180559945,-4,2.79127548210452e-16,128,-10.9,3.7,-24.7,117,128,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,512,0.895943562610238,2.09523809523812,-2.99118165784835
"127",127,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC24.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC24.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC24.5",1999,"LIVE","UNK","percent_cover","Eriophorum russeolum","Eriophorum","SEDGE","Eriophorum russeolum","CTL",52.6315789473684,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",100,"Graminoid-Dominated",0,100,0,"Graminoid-Dominated",0,0,100,4,4,2,9,-0.693147180559945,-4,1.39563774105226e-16,129,-10.9,3.7,-24.7,117,129,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,506,NA,0,NA
"128",128,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC32.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC32.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC32.0",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",42.8571428571429,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",90.4761904761905,"Graminoid-Dominated",0,90.4761904761905,9.52380952380952,"Graminoid-Dominated",0,37.0199692780338,62.9800307219662,8,8,2,9,-0.693147180559945,-4,2.79127548210452e-16,130,-10.9,3.7,-24.7,117,130,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,517,6.11025772316101,-6.11025772316101,NA
"129",129,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC32.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC32.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC32.5",1999,"LIVE","UNK","percent_cover","Eriophorum russeolum","Eriophorum","SEDGE","Eriophorum russeolum","CTL",43.0769230769231,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",90.7692307692308,"Graminoid-Dominated",0,90.7692307692308,9.23076923076923,"Graminoid-Dominated",0,17.7732793522267,82.2267206477733,9,10,2,9,-0.693147180559945,-4,0.222222222222225,131,-10.9,3.7,-24.7,117,131,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,518,1.89833558254613,-1.89833558254613,NA
"130",130,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB15.0:2008","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB15.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB15.0",2008,"LIVE","UNK","percent_cover","Salix rotundifolia","Salix","SDECI","Salix rotundifolia","CTL",28.5714285714286,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Shrub",28.5714285714286,"None",28.5714285714286,69.8412698412698,1.58730158730159,"Graminoid-Dominated",35.6190476190476,1.46031746031746,62.9206349206349,6,6,2,9,-0.693147180559945,5,0.111111111111112,132,-10.9,3.7,-24.7,117,132,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,455,0.0282186948853618,1.53791887125222,-1.56613756613758
"131",131,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC25.0:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC25.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","BC25.0",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",31.25,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",95.3125,"Graminoid-Dominated",0,95.3125,4.6875,"Graminoid-Dominated",1.31578947368421,11.5542763157895,87.1299342105263,9,9,2,9,-0.693147180559945,-4,2.79127548210452e-16,133,-10.9,3.7,-24.7,117,133,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,507,1.52595029239768,-1.81834795321639,0.292397660818716
"132",132,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB25.0:2008","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB25.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB25.0",2008,"LIVE","UNK","percent_cover","Luzula arctica","Luzula","RUSH","Luzula arctica","CTL",15.2173913043478,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",84.7826086956522,"Graminoid-Dominated",2.17391304347826,84.7826086956522,13.0434782608696,"Graminoid-Dominated",1.08695652173913,12.2360248447205,86.6770186335404,8,8,2,9,-0.693147180559945,5,-2.79127548210452e-16,134,-10.9,3.7,-24.7,117,134,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,464,0.179434092477572,-0.420979986197382,0.241545893719809
"133",133,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB25.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB25.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB25.5",1999,"LIVE","UNK","percent_cover","Carex aquatilis","Carex","SEDGE","Carex aquatilis","CTL",38.4615384615385,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",75,"Graminoid-Dominated",21.1538461538462,75,3.84615384615385,"Graminoid-Dominated",11.8589743589744,13.4615384615385,74.6794871794872,8,8,2,9,-0.693147180559945,-4,-0.111111111111112,135,-10.9,3.7,-24.7,117,135,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,465,2.13675213675216,-0.0712250712250704,-2.06552706552709
"134",134,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB27.0:2008","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB27.0","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB27.0",2008,"LIVE","UNK","percent_cover","Eriophorum russeolum","Eriophorum","SEDGE","Eriophorum russeolum","CTL",6.81818181818182,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",77.2727272727273,"Graminoid-Dominated",6.81818181818182,77.2727272727273,15.9090909090909,"Graminoid-Dominated",7.57575757575757,7.95454545454545,84.469696969697,7,6,2,9,-0.693147180559945,5,0.222222222222224,136,-10.9,3.7,-24.7,117,136,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,468,1.76767676767678,-1.59932659932661,-0.16835016835017
"135",135,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB15.5:2008","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB15.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB15.5",2008,"LIVE","UNK","percent_cover","Calamagrostis holmii","Calamagrostis","GRASS","Calamagrostis holmii","CTL",3.33333333333333,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",76.6666666666667,"Graminoid-Dominated",21.6666666666667,76.6666666666667,1.66666666666667,"Graminoid-Dominated",40,0.833333333333333,59.1666666666667,5,4,2,9,-0.693147180559945,5,0.222222222222224,137,-10.9,3.7,-24.7,117,137,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,456,0.185185185185187,3.88888888888893,-4.07407407407412
"136",136,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB24.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB24.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB24.5",1999,"LIVE","UNK","percent_cover","Eriophorum russeolum","Eriophorum","SEDGE","Eriophorum russeolum","CTL",41.0958904109589,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",98.6301369863014,"Graminoid-Dominated",0,98.6301369863014,1.36986301369863,"Graminoid-Dominated",0,0.684931506849315,99.3150684931507,5,4,2,9,-0.693147180559945,-4,-0.111111111111112,138,-10.9,3.7,-24.7,117,138,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,463,-0.152207001522071,0.152207001522075,NA
"137",137,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB27.5:1999","BARROW:CAREX_MOIST_MEADOW_MICROTOPO:AB27.5","BARROW:CAREX_MOIST_MEADOW_MICROTOPO","BARROW","CAREX_MOIST_MEADOW_MICROTOPO","AB27.5",1999,"LIVE","UNK","percent_cover","Luzula arctica","Luzula","RUSH","Luzula arctica","CTL",35.5932203389831,"MOIST",71.29,-156.64,9,"HIGH",0.5,"Arctic",71,-156.5,"_71_-156.5","North America-West","Cover","Graminoid",62.7118644067797,"Graminoid-Dominated",33.8983050847458,62.7118644067797,3.38983050847458,"Graminoid-Dominated",22.077357670578,5.54106910039113,72.3815732290309,8,8,2,9,-0.693147180559945,-4,2.79127548210452e-16,139,-10.9,3.7,-24.7,117,139,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,469,0.478053020425907,2.14882418272251,-2.62687720314841
