"","SiteSubsitePlotYear","SiteSubsitePlot","YEAR","LAT","LONG","SiteSubsite","RelCover","MOISTURE","SurveyedArea","Region","PlotShrubMean","PlotGraminoidMean","PlotForbMean","AnnualRichness","MeanRichness","Duration","LogPlotSize","Shannon","PilouEvenness"
"1139","ATQASUK:AW:AWC13:2000","ATQASUK:AW:AWC13",2000,70.45303348,-157.4003018,"ATQASUK:AW",81.25,"WET",0.75,"North America-West",19.8318332246904,80.1681667753096,0,2,5,20,-0.287682072451781,0.482577565177012,0.696212260125146
"1140","ATQASUK:AW:AWC13:2007","ATQASUK:AW:AWC13",2007,70.45303348,-157.4003018,"ATQASUK:AW",77.1428571428572,"WET",0.75,"North America-West",19.8318332246904,80.1681667753096,0,4,5,20,-0.287682072451781,0.784903390768115,0.566188114719046
"1141","ATQASUK:AW:AWC13:2012","ATQASUK:AW:AWC13",2012,70.45303348,-157.4003018,"ATQASUK:AW",63.265306122449,"WET",0.75,"North America-West",19.8318332246904,80.1681667753096,0,6,5,20,-0.287682072451781,1.08544106205051,0.60579619122546
"1142","ATQASUK:AW:AWC13:2017","ATQASUK:AW:AWC13",2017,70.45303348,-157.4003018,"ATQASUK:AW",67.5324675324675,"WET",0.75,"North America-West",19.8318332246904,80.1681667753096,0,7,5,20,-0.287682072451781,1.02049998665479,0.524433251530249
"1143","ATQASUK:AW:AWC14:2000","ATQASUK:AW:AWC14",2000,70.45303348,-157.4003018,"ATQASUK:AW",4.34782608695652,"WET",0.75,"North America-West",24.071309125657,70.8864203429421,5.04227053140097,6,6,17,-0.287682072451781,1.59792650975804,0.891819765543906
"1144","ATQASUK:AW:AWC14:2012","ATQASUK:AW:AWC14",2012,70.45303348,-157.4003018,"ATQASUK:AW",58.3333333333333,"WET",0.75,"North America-West",24.071309125657,70.8864203429421,5.04227053140097,6,6,17,-0.287682072451781,1.30474627025365,0.728192758381666
"1145","ATQASUK:AW:AWC14:2017","ATQASUK:AW:AWC14",2017,70.45303348,-157.4003018,"ATQASUK:AW",42.8571428571429,"WET",0.75,"North America-West",24.071309125657,70.8864203429421,5.04227053140097,7,6,17,-0.287682072451781,1.51313381136174,0.777596957442422
"1146","ATQASUK:AW:AWC15:1997","ATQASUK:AW:AWC15",1997,70.45303348,-157.4003018,"ATQASUK:AW",23.2558139534884,"WET",0.75,"North America-West",22.6616235923545,77.3383764076455,0,4,4,20,-0.287682072451781,1.16093893440451,0.837440421720152
"1147","ATQASUK:AW:AWC15:2000","ATQASUK:AW:AWC15",2000,70.45303348,-157.4003018,"ATQASUK:AW",25,"WET",0.75,"North America-West",22.6616235923545,77.3383764076455,0,3,4,20,-0.287682072451781,1.07173009411245,0.975530772017626
"1148","ATQASUK:AW:AWC15:2007","ATQASUK:AW:AWC15",2007,70.45303348,-157.4003018,"ATQASUK:AW",61.3636363636364,"WET",0.75,"North America-West",22.6616235923545,77.3383764076455,0,3,4,20,-0.287682072451781,0.928852875839976,0.845478323354694
"1149","ATQASUK:AW:AWC15:2012","ATQASUK:AW:AWC15",2012,70.45303348,-157.4003018,"ATQASUK:AW",26,"WET",0.75,"North America-West",22.6616235923545,77.3383764076455,0,5,4,20,-0.287682072451781,1.21247194891113,0.753351179032061
"1150","ATQASUK:AW:AWC15:2017","ATQASUK:AW:AWC15",2017,70.45303348,-157.4003018,"ATQASUK:AW",41.8367346938776,"WET",0.75,"North America-West",22.6616235923545,77.3383764076455,0,4,4,20,-0.287682072451781,1.10381351966284,0.796233145441887
"1151","ATQASUK:AW:AWC16:1997","ATQASUK:AW:AWC16",1997,70.45303348,-157.4003018,"ATQASUK:AW",20.6896551724138,"WET",0.75,"North America-West",16.7191499283552,81.6605758713955,1.62027420024927,7,6,20,-0.287682072451781,1.57167974186589,0.807683614081
"1152","ATQASUK:AW:AWC16:2000","ATQASUK:AW:AWC16",2000,70.45303348,-157.4003018,"ATQASUK:AW",42.5,"WET",0.75,"North America-West",16.7191499283552,81.6605758713955,1.62027420024927,4,6,20,-0.287682072451781,1.07946837261189,0.778671833981827
"1153","ATQASUK:AW:AWC16:2007","ATQASUK:AW:AWC16",2007,70.45303348,-157.4003018,"ATQASUK:AW",28.5714285714286,"WET",0.75,"North America-West",16.7191499283552,81.6605758713955,1.62027420024927,5,6,20,-0.287682072451781,1.06945869685165,0.664492049422528
"1154","ATQASUK:AW:AWC16:2012","ATQASUK:AW:AWC16",2012,70.45303348,-157.4003018,"ATQASUK:AW",48,"WET",0.75,"North America-West",16.7191499283552,81.6605758713955,1.62027420024927,6,6,20,-0.287682072451781,1.41714854197463,0.790925660677646
"1155","ATQASUK:AW:AWC16:2017","ATQASUK:AW:AWC16",2017,70.45303348,-157.4003018,"ATQASUK:AW",31.3253012048193,"WET",0.75,"North America-West",16.7191499283552,81.6605758713955,1.62027420024927,7,6,20,-0.287682072451781,1.55801361101504,0.800660612090138
"1156","ATQASUK:AW:AWC17:2000","ATQASUK:AW:AWC17",2000,70.45303348,-157.4003018,"ATQASUK:AW",37.5,"WET",0.75,"North America-West",28.8156702898551,71.1843297101449,0,5,6,17,-0.287682072451781,1.27527673873549,0.792373989007613
"1157","ATQASUK:AW:AWC17:2007","ATQASUK:AW:AWC17",2007,70.45303348,-157.4003018,"ATQASUK:AW",54.5454545454545,"WET",0.75,"North America-West",28.8156702898551,71.1843297101449,0,4,6,17,-0.287682072451781,1.13199568822496,0.816562282854917
"1158","ATQASUK:AW:AWC17:2012","ATQASUK:AW:AWC17",2012,70.45303348,-157.4003018,"ATQASUK:AW",24.0740740740741,"WET",0.75,"North America-West",28.8156702898551,71.1843297101449,0,7,6,17,-0.287682072451781,1.66888982264343,0.857639713454204
"1159","ATQASUK:AW:AWC17:2017","ATQASUK:AW:AWC17",2017,70.45303348,-157.4003018,"ATQASUK:AW",40.2173913043478,"WET",0.75,"North America-West",28.8156702898551,71.1843297101449,0,7,6,17,-0.287682072451781,1.4487451499321,0.744507731066323
"1160","ATQASUK:AW:AWC18:1997","ATQASUK:AW:AWC18",1997,70.45303348,-157.4003018,"ATQASUK:AW",10,"WET",0.75,"North America-West",2.22039473684211,97.7796052631579,0,3,4,20,-0.287682072451781,0.768426265177074,0.699451729334529
"1161","ATQASUK:AW:AWC18:2000","ATQASUK:AW:AWC18",2000,70.45303348,-157.4003018,"ATQASUK:AW",31.5789473684211,"WET",0.75,"North America-West",2.22039473684211,97.7796052631579,0,3,4,20,-0.287682072451781,0.809205473228318,0.736570564133548
"1162","ATQASUK:AW:AWC18:2007","ATQASUK:AW:AWC18",2007,70.45303348,-157.4003018,"ATQASUK:AW",78.9473684210526,"WET",0.75,"North America-West",2.22039473684211,97.7796052631579,0,4,4,20,-0.287682072451781,0.669520942220254,0.482957271556234
"1163","ATQASUK:AW:AWC18:2017","ATQASUK:AW:AWC18",2017,70.45303348,-157.4003018,"ATQASUK:AW",63.75,"WET",0.75,"North America-West",2.22039473684211,97.7796052631579,0,6,4,20,-0.287682072451781,1.00044533405667,0.558359172220642
"1164","ATQASUK:AW:AWC19:2000","ATQASUK:AW:AWC19",2000,70.45303348,-157.4003018,"ATQASUK:AW",58.3333333333333,"WET",0.75,"North America-West",1.28205128205128,98.7179487179487,0,3,4,7,-0.287682072451781,0.968004591224836,0.881115750487723
"1165","ATQASUK:AW:AWC19:2007","ATQASUK:AW:AWC19",2007,70.45303348,-157.4003018,"ATQASUK:AW",66.6666666666667,"WET",0.75,"North America-West",1.28205128205128,98.7179487179487,0,4,4,7,-0.287682072451781,0.922761139296908,0.66563145979435
"1166","ATQASUK:AW:AWC20:2000","ATQASUK:AW:AWC20",2000,70.45303348,-157.4003018,"ATQASUK:AW",5.40540540540541,"WET",0.75,"North America-West",27.6741560837946,71.2575708238359,1.06827309236948,5,6,17,-0.287682072451781,1.22786445754515,0.762915082376889
"1167","ATQASUK:AW:AWC20:2012","ATQASUK:AW:AWC20",2012,70.45303348,-157.4003018,"ATQASUK:AW",54,"WET",0.75,"North America-West",27.6741560837946,71.2575708238359,1.06827309236948,6,6,17,-0.287682072451781,1.28284655528335,0.715970294738298
"1168","ATQASUK:AW:AWC20:2017","ATQASUK:AW:AWC20",2017,70.45303348,-157.4003018,"ATQASUK:AW",54.2168674698795,"WET",0.75,"North America-West",27.6741560837946,71.2575708238359,1.06827309236948,6,6,17,-0.287682072451781,1.25929525286997,0.702826062592268
"1169","ATQASUK:AW:AWC22:2000","ATQASUK:AW:AWC22",2000,70.45303348,-157.4003018,"ATQASUK:AW",9.09090909090909,"WET",0.75,"North America-West",0,100,0,3,3,17,-0.287682072451781,0.600166073159646,0.546294702280502
"1170","ATQASUK:AW:AWC22:2007","ATQASUK:AW:AWC22",2007,70.45303348,-157.4003018,"ATQASUK:AW",76.7441860465116,"WET",0.75,"North America-West",0,100,0,4,3,17,-0.287682072451781,0.761732289297192,0.549473698127028
"1171","ATQASUK:AW:AWC22:2017","ATQASUK:AW:AWC22",2017,70.45303348,-157.4003018,"ATQASUK:AW",8.7719298245614,"WET",0.75,"North America-West",0,100,0,3,3,17,-0.287682072451781,0.743837856255385,0.677070395013666
"1172","ATQASUK:AW:AWC23:2000","ATQASUK:AW:AWC23",2000,70.45303348,-157.4003018,"ATQASUK:AW",33.3333333333333,"WET",0.75,"North America-West",30.3874894882609,69.6125105117391,0,4,6,17,-0.287682072451781,1.27518102168733,0.919848668112015
"1173","ATQASUK:AW:AWC23:2007","ATQASUK:AW:AWC23",2007,70.45303348,-157.4003018,"ATQASUK:AW",40.9090909090909,"WET",0.75,"North America-West",30.3874894882609,69.6125105117391,0,6,6,17,-0.287682072451781,1.44207459050693,0.804837153241454
"1174","ATQASUK:AW:AWC23:2012","ATQASUK:AW:AWC23",2012,70.45303348,-157.4003018,"ATQASUK:AW",35.2941176470588,"WET",0.75,"North America-West",30.3874894882609,69.6125105117391,0,6,6,17,-0.287682072451781,1.46138405440338,0.81561397023507
"1175","ATQASUK:AW:AWC23:2017","ATQASUK:AW:AWC23",2017,70.45303348,-157.4003018,"ATQASUK:AW",44.2622950819672,"WET",0.75,"North America-West",30.3874894882609,69.6125105117391,0,7,6,17,-0.287682072451781,1.5326612144509,0.787632057520728
"1176","ATQASUK:AW:AWC24:2012","ATQASUK:AW:AWC24",2012,70.45303348,-157.4003018,"ATQASUK:AW",14.2857142857143,"WET",0.75,"North America-West",25.0992063492063,73.5119047619048,1.38888888888889,6,6,5,-0.287682072451781,1.55712309688919,0.869046947222242
"1177","ATQASUK:AW:AWC24:2017","ATQASUK:AW:AWC24",2017,70.45303348,-157.4003018,"ATQASUK:AW",44.4444444444444,"WET",0.75,"North America-West",25.0992063492063,73.5119047619048,1.38888888888889,7,6,5,-0.287682072451781,1.51522368583493,0.778670940469952
"1178","ATQASUK:RATE_BETULA_SHRUB:31:2000","ATQASUK:RATE_BETULA_SHRUB:31",2000,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",0.370519798107879,"MOIST",1,"North America-West",25.3211350155094,70.9399009891026,3.738963995388,13,12,9,0,1.00158772899819,0.390490255132925
"1179","ATQASUK:RATE_BETULA_SHRUB:31:2009","ATQASUK:RATE_BETULA_SHRUB:31",2009,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",4.97409738785276,"MOIST",1,"North America-West",25.3211350155094,70.9399009891026,3.738963995388,12,12,9,0,2.1477544230153,0.864319962763404
"1180","ATQASUK:RATE_BETULA_SHRUB:42:2000","ATQASUK:RATE_BETULA_SHRUB:42",2000,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",2.37276622669688,"MOIST",1,"North America-West",65.8912571283505,20.0232170078105,14.0855258638389,11,10,9,0,1.64720117750853,0.686936246213215
"1181","ATQASUK:RATE_BETULA_SHRUB:42:2009","ATQASUK:RATE_BETULA_SHRUB:42",2009,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",19.6839314512845,"MOIST",1,"North America-West",65.8912571283505,20.0232170078105,14.0855258638389,10,10,9,0,1.95632798803924,0.849622449998334
"1182","ATQASUK:RATE_BETULA_SHRUB:44:2000","ATQASUK:RATE_BETULA_SHRUB:44",2000,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",7.62094102054341,"MOIST",1,"North America-West",80.1628735544549,9.0206432066124,10.8164832389327,9,10,9,0,1.84389665791812,0.839193533941602
"1183","ATQASUK:RATE_BETULA_SHRUB:44:2009","ATQASUK:RATE_BETULA_SHRUB:44",2009,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",14.1671087766402,"MOIST",1,"North America-West",80.1628735544549,9.0206432066124,10.8164832389327,11,10,9,0,1.8847892343666,0.786018161738577
"1184","ATQASUK:RATE_BETULA_SHRUB:48:2000","ATQASUK:RATE_BETULA_SHRUB:48",2000,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",3.24700859502275,"MOIST",1,"North America-West",50.0950574520316,49.694280225627,0.210662322341441,9,8,9,0,1.57106155144259,0.715020925784129
"1185","ATQASUK:RATE_BETULA_SHRUB:48:2009","ATQASUK:RATE_BETULA_SHRUB:48",2009,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",16.8901048114526,"MOIST",1,"North America-West",50.0950574520316,49.694280225627,0.210662322341441,7,8,9,0,1.80277347326549,0.926442299579291
"1186","ATQASUK:RATE_BETULA_SHRUB:50:2000","ATQASUK:RATE_BETULA_SHRUB:50",2000,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",36.8112768616643,"MOIST",1,"North America-West",55.7540804133583,41.906500983396,2.33941860324567,9,9,9,0,1.64957247459738,0.75075278677122
"1187","ATQASUK:RATE_BETULA_SHRUB:50:2009","ATQASUK:RATE_BETULA_SHRUB:50",2009,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",17.3957736177279,"MOIST",1,"North America-West",55.7540804133583,41.906500983396,2.33941860324567,9,9,9,0,1.79968768354871,0.81907316262161
"1188","ATQASUK:RATE_BETULA_SHRUB:54:2000","ATQASUK:RATE_BETULA_SHRUB:54",2000,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",0.14677206067753,"MOIST",1,"North America-West",55.5773677286392,36.3883739658298,8.034258305531,9,10,9,0,1.42965020252465,0.650661847346469
"1189","ATQASUK:RATE_BETULA_SHRUB:54:2009","ATQASUK:RATE_BETULA_SHRUB:54",2009,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",1.85177298003974,"MOIST",1,"North America-West",55.5773677286392,36.3883739658298,8.034258305531,10,10,9,0,1.83609795481159,0.797407210008519
"1190","ATQASUK:RATE_BETULA_SHRUB:56:2000","ATQASUK:RATE_BETULA_SHRUB:56",2000,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",5.97307541497843,"MOIST",1,"North America-West",36.9000745634207,59.8747295609792,3.22519587560001,7,8,9,0,1.35380055211378,0.695715859630522
"1191","ATQASUK:RATE_BETULA_SHRUB:56:2009","ATQASUK:RATE_BETULA_SHRUB:56",2009,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",9.38150842146739,"MOIST",1,"North America-West",36.9000745634207,59.8747295609792,3.22519587560001,8,8,9,0,1.98791400059635,0.955984556791363
"1192","ATQASUK:RATE_BETULA_SHRUB:9:2000","ATQASUK:RATE_BETULA_SHRUB:9",2000,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",5.72118985693261,"MOIST",1,"North America-West",60.5888299504406,26.7481841959366,12.6629858536228,12,12,9,0,2.02821115045777,0.816212210881567
"1193","ATQASUK:RATE_BETULA_SHRUB:9:2009","ATQASUK:RATE_BETULA_SHRUB:9",2009,70.456021,-157.414293,"ATQASUK:RATE_BETULA_SHRUB",1.55038759689922,"MOIST",1,"North America-West",60.5888299504406,26.7481841959366,12.6629858536228,13,12,9,0,2.27830537861865,0.888245755024744
"1194","ATQASUK:RATE_CAREX_ WET_MEADOW:18:2000","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2000,70.456021,-157.414293,"ATQASUK:RATE_CAREX_ WET_MEADOW",2.4640620286548,"WET",1,"North America-West",11.6074801788379,81.3157667440521,7.07675307711002,17,18,9,0,1.72456310733582,0.608695109725421
"1195","ATQASUK:RATE_CAREX_ WET_MEADOW:18:2009","ATQASUK:RATE_CAREX_ WET_MEADOW:18",2009,70.456021,-157.414293,"ATQASUK:RATE_CAREX_ WET_MEADOW",2.43843558254158,"WET",1,"North America-West",11.6074801788379,81.3157667440521,7.07675307711002,18,18,9,0,2.04556534536916,0.707717040128457
"1196","ATQASUK:RATE_CAREX_ WET_MEADOW:22:2000","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2000,70.456021,-157.414293,"ATQASUK:RATE_CAREX_ WET_MEADOW",0.423217724358296,"WET",1,"North America-West",15.4010338712795,72.4172637411395,12.181702387581,17,17,9,0,1.65625607839643,0.584585725558254
"1197","ATQASUK:RATE_CAREX_ WET_MEADOW:22:2009","ATQASUK:RATE_CAREX_ WET_MEADOW:22",2009,70.456021,-157.414293,"ATQASUK:RATE_CAREX_ WET_MEADOW",1.24975158703078,"WET",1,"North America-West",15.4010338712795,72.4172637411395,12.181702387581,17,17,9,0,2.58060150796624,0.910839105491323
"1198","ATQASUK:RATE_DRYAS_HEATH:14:2000","ATQASUK:RATE_DRYAS_HEATH:14",2000,70.456021,-157.414293,"ATQASUK:RATE_DRYAS_HEATH",0.81350717735196,"DRY",1,"North America-West",69.1224695258523,24.7792479783839,6.09828249576386,17,14,9,0,1.88526039174875,0.665414200347399
"1199","ATQASUK:RATE_DRYAS_HEATH:14:2009","ATQASUK:RATE_DRYAS_HEATH:14",2009,70.456021,-157.414293,"ATQASUK:RATE_DRYAS_HEATH",3.03797852908675,"DRY",1,"North America-West",69.1224695258523,24.7792479783839,6.09828249576386,10,14,9,0,1.76191610696768,0.765190442832522
"1200","ATQASUK:RATE_DRYAS_HEATH:16:2000","ATQASUK:RATE_DRYAS_HEATH:16",2000,70.456021,-157.414293,"ATQASUK:RATE_DRYAS_HEATH",0.0717877666466857,"DRY",1,"North America-West",65.9349896166452,24.9669132183477,9.09809716500716,20,19,9,0,2.3639641336172,0.789110613951062
"1201","ATQASUK:RATE_DRYAS_HEATH:16:2009","ATQASUK:RATE_DRYAS_HEATH:16",2009,70.456021,-157.414293,"ATQASUK:RATE_DRYAS_HEATH",7.34764140710832,"DRY",1,"North America-West",65.9349896166452,24.9669132183477,9.09809716500716,18,19,9,0,2.30092072965773,0.796063940000755
"1202","ATQASUK:RATE_DRYAS_HEATH:17:2000","ATQASUK:RATE_DRYAS_HEATH:17",2000,70.456021,-157.414293,"ATQASUK:RATE_DRYAS_HEATH",6.40928183251801,"DRY",1,"North America-West",47.870046911464,42.7881633304123,9.34178975812362,20,18,9,0,2.01548915354681,0.672786807866422
"1203","ATQASUK:RATE_DRYAS_HEATH:17:2009","ATQASUK:RATE_DRYAS_HEATH:17",2009,70.456021,-157.414293,"ATQASUK:RATE_DRYAS_HEATH",0.674565266668825,"DRY",1,"North America-West",47.870046911464,42.7881633304123,9.34178975812362,16,18,9,0,2.29367712056036,0.827269151808226
"1204","ATQASUK:RATE_DRYAS_HEATH:19:2000","ATQASUK:RATE_DRYAS_HEATH:19",2000,70.456021,-157.414293,"ATQASUK:RATE_DRYAS_HEATH",26.2741415619554,"DRY",1,"North America-West",52.6999451980178,30.9504924711265,16.3495623308557,17,16,9,0,1.67150696789165,0.589968620399977
"1205","ATQASUK:RATE_DRYAS_HEATH:19:2009","ATQASUK:RATE_DRYAS_HEATH:19",2009,70.456021,-157.414293,"ATQASUK:RATE_DRYAS_HEATH",1.88414043629156,"DRY",1,"North America-West",52.6999451980178,30.9504924711265,16.3495623308557,15,16,9,0,2.14807714170375,0.793219099420482
"1206","ATQASUK:RATE_DRYAS_HEATH:1:2000","ATQASUK:RATE_DRYAS_HEATH:1",2000,70.456021,-157.414293,"ATQASUK:RATE_DRYAS_HEATH",0.0388453601526288,"DRY",1,"North America-West",69.8981334060363,17.9167873811506,12.1850792128132,21,18,9,0,1.78422237467375,0.586043430840313
"1207","ATQASUK:RATE_DRYAS_HEATH:1:2009","ATQASUK:RATE_DRYAS_HEATH:1",2009,70.456021,-157.414293,"ATQASUK:RATE_DRYAS_HEATH",1.07198559323397,"DRY",1,"North America-West",69.8981334060363,17.9167873811506,12.1850792128132,14,18,9,0,1.87430444845743,0.71021740506512
"1208","ATQASUK:RATE_DRYAS_HEATH:5:2000","ATQASUK:RATE_DRYAS_HEATH:5",2000,70.456021,-157.414293,"ATQASUK:RATE_DRYAS_HEATH",1.21757011940113,"DRY",1,"North America-West",0,65.9045930361144,34.0954069638856,20,19,9,0,2.31516998003671,0.772822725339906
"1209","ATQASUK:RATE_DRYAS_HEATH:5:2009","ATQASUK:RATE_DRYAS_HEATH:5",2009,70.456021,-157.414293,"ATQASUK:RATE_DRYAS_HEATH",6.40547879597753,"DRY",1,"North America-West",0,65.9045930361144,34.0954069638856,18,19,9,0,2.47245777345799,0.855411684224881
"1210","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:13:2000","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:13",2000,70.456021,-157.414293,"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW",0.511084137226091,"WET",1,"North America-West",0,88.7047516715823,11.2952483284177,7,8,9,0,0.444838322322727,0.22860167646419
"1211","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:13:2009","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:13",2009,70.456021,-157.414293,"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW",5.25701548716762,"WET",1,"North America-West",0,88.7047516715823,11.2952483284177,8,8,9,0,1.51239448054902,0.72730800565197
"1212","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:45:2000","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:45",2000,70.456021,-157.414293,"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW",12.8284389489954,"WET",1,"North America-West",5.09883409735619,92.3907961256081,2.51036977703569,5,5,9,0,0.548852310088446,0.341021114171697
"1213","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:45:2009","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:45",2009,70.456021,-157.414293,"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW",0.40551500405515,"WET",1,"North America-West",5.09883409735619,92.3907961256081,2.51036977703569,5,5,9,0,0.901534406171554,0.560154821261841
"1214","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:46:2000","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:46",2000,70.456021,-157.414293,"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW",0.209614309670207,"WET",1,"North America-West",0.104807154835103,92.2883937318024,7.60679911336252,5,6,9,0,0.381812326278695,0.237233336762426
"1215","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:46:2009","ATQASUK:RATE_ERIOPHORUM_WET_MEADOW:46",2009,70.456021,-157.414293,"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW",4.42304374941946,"WET",1,"North America-West",0.104807154835103,92.2883937318024,7.60679911336252,6,6,9,0,1.09366434901599,0.610385695066078
"1216","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:24:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:24",2000,70.456021,-157.414293,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",0.0727601967906972,"DRY",1,"North America-West",41.4050926855734,31.0277036645308,27.5672036498958,20,20,9,0,2.29793079860233,0.767068145203837
"1217","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:24:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:24",2009,70.456021,-157.414293,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",2.27632282810348,"DRY",1,"North America-West",41.4050926855734,31.0277036645308,27.5672036498958,20,20,9,0,2.66336562796219,0.889053288063857
"1218","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:25:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:25",2000,70.456021,-157.414293,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",1.0306807904291,"DRY",1,"North America-West",73.7099880314858,22.846679172563,3.44333279595119,11,11,9,0,0.791827626679258,0.330217768749836
"1219","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:25:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:25",2009,70.456021,-157.414293,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",8.23956253415985,"DRY",1,"North America-West",73.7099880314858,22.846679172563,3.44333279595119,11,11,9,0,1.3776987481253,0.574545003592883
"1220","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:28:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:28",2000,70.456021,-157.414293,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",8.78484508804172,"DRY",1,"North America-West",84.4205603340663,8.85365169120678,6.72578797472694,10,9,9,0,0.769817369430498,0.334327435616942
"1221","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:28:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:28",2009,70.456021,-157.414293,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",1.48041470561065,"DRY",1,"North America-West",84.4205603340663,8.85365169120678,6.72578797472694,8,9,9,0,1.06215963536992,0.510790812860204
"1222","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:32:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:32",2000,70.456021,-157.414293,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",0.312083797819755,"DRY",1,"North America-West",42.3940515642784,57.1156633799841,0.490285055737453,8,8,9,0,1.35715357817031,0.652652912317004
"1223","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:32:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:32",2009,70.456021,-157.414293,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",0.668486313655151,"DRY",1,"North America-West",42.3940515642784,57.1156633799841,0.490285055737453,9,8,9,0,1.75606802230501,0.799220999263514
"1224","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:38:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:38",2000,70.456021,-157.414293,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",52.4337866857552,"DRY",1,"North America-West",80.9337884648088,13.3418800446981,5.72433149049311,12,10,9,0,1.63548155790086,0.658166196319845
"1225","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:38:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:38",2009,70.456021,-157.414293,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",9.17098849499493,"DRY",1,"North America-West",80.9337884648088,13.3418800446981,5.72433149049311,9,10,9,0,1.90756784528748,0.868171540116351
"1226","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:49:2000","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:49",2000,70.456021,-157.414293,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",0.343471466107953,"DRY",1,"North America-West",50.9193670623939,46.9540648627803,2.12656807482573,11,11,9,0,1.66757615877947,0.69543327337786
"1227","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:49:2009","ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW:49",2009,70.456021,-157.414293,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",3.55748661199205,"DRY",1,"North America-West",50.9193670623939,46.9540648627803,2.12656807482573,11,11,9,0,1.90078350816449,0.792688291989604
