"","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","ValueType","MOISTURE","LAT","LONG","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","ShrubCover","GraminoidCover","ForbCover","DominatingFG","PlotShrubMean","PlotForbMean","PlotGraminoidMean","AnnualRichness","MeanRichness","CurrentRichness"
"233","BILLEFJORDEN:AWS:79:2014","BILLEFJORDEN:AWS:79","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","79",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",3.08641975308642,0,96.9135802469136,"Forb-Dominated",3.08641975308642,96.9135802469136,0,10,10,10
"234","BILLEFJORDEN:AWS:80:2014","BILLEFJORDEN:AWS:80","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","80",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",1.41643059490085,4.81586402266289,93.7677053824363,"Forb-Dominated",1.41643059490085,93.7677053824363,4.81586402266289,11,11,11
"235","BILLEFJORDEN:AWS:81:2014","BILLEFJORDEN:AWS:81","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","81",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",1.27659574468085,0,98.7234042553192,"Forb-Dominated",1.27659574468085,98.7234042553192,0,6,6,6
"236","BILLEFJORDEN:AWS:82:2014","BILLEFJORDEN:AWS:82","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","82",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",4.85436893203883,0.647249190938511,94.4983818770227,"Forb-Dominated",4.85436893203883,94.4983818770227,0.647249190938511,9,9,9
"237","BILLEFJORDEN:AWS:83:2014","BILLEFJORDEN:AWS:83","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","83",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",0,0,100,"Forb-Dominated",0,100,0,5,5,5
"238","BILLEFJORDEN:AWS:84:2014","BILLEFJORDEN:AWS:84","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","84",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",13.953488372093,2.32558139534884,83.7209302325581,"Forb-Dominated",13.953488372093,83.7209302325581,2.32558139534884,6,6,6
"239","BILLEFJORDEN:AWS:85:2014","BILLEFJORDEN:AWS:85","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","85",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",0.970873786407767,13.5922330097087,85.4368932038835,"Forb-Dominated",0.970873786407767,85.4368932038835,13.5922330097087,6,6,6
"240","BILLEFJORDEN:AWS:86:2014","BILLEFJORDEN:AWS:86","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","86",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",39.7350993377483,0,60.2649006622517,"Forb-Dominated",39.7350993377483,60.2649006622517,0,4,4,4
"241","BILLEFJORDEN:AWS:87:2014","BILLEFJORDEN:AWS:87","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","87",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",1.78571428571429,0,98.2142857142857,"Forb-Dominated",1.78571428571429,98.2142857142857,0,4,4,4
"242","BILLEFJORDEN:AWS:88:2014","BILLEFJORDEN:AWS:88","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","88",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",10,12,78,"Forb-Dominated",10,78,12,6,6,6
"243","BILLEFJORDEN:AWS:89:2014","BILLEFJORDEN:AWS:89","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","89",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",15.2380952380952,9.52380952380952,75.2380952380952,"Forb-Dominated",15.2380952380952,75.2380952380952,9.52380952380952,7,7,7
"244","BILLEFJORDEN:AWS:90:2014","BILLEFJORDEN:AWS:90","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","90",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",29.7619047619048,16.6666666666667,53.5714285714286,"Forb-Dominated",29.7619047619048,53.5714285714286,16.6666666666667,6,6,6
"245","BILLEFJORDEN:AWS:91:2014","BILLEFJORDEN:AWS:91","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","91",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",32.4675324675325,5.19480519480519,62.3376623376623,"Forb-Dominated",32.4675324675325,62.3376623376623,5.19480519480519,6,6,6
"246","BILLEFJORDEN:AWS:92:2014","BILLEFJORDEN:AWS:92","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","92",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",0.865800865800866,0,99.1341991341991,"Forb-Dominated",0.865800865800866,99.1341991341991,0,6,6,6
"247","BILLEFJORDEN:AWS:93:2014","BILLEFJORDEN:AWS:93","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","93",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",21.9298245614035,4.82456140350877,73.2456140350877,"Forb-Dominated",21.9298245614035,73.2456140350877,4.82456140350877,8,8,8
"248","BILLEFJORDEN:AWS:94:2014","BILLEFJORDEN:AWS:94","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","94",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",0,0,100,"Forb-Dominated",0,100,0,5,5,5
"249","BILLEFJORDEN:AWS:96:2014","BILLEFJORDEN:AWS:96","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","96",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",3.125,0,96.875,"Forb-Dominated",3.125,96.875,0,5,5,5
"250","BILLEFJORDEN:AWS:97:2014","BILLEFJORDEN:AWS:97","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","97",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",46.7914438502674,6.68449197860963,46.524064171123,"None",46.7914438502674,46.524064171123,6.68449197860963,6,6,6
"251","BILLEFJORDEN:AWS:98:2014","BILLEFJORDEN:AWS:98","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","98",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",4.04040404040404,0,95.959595959596,"Forb-Dominated",4.04040404040404,95.959595959596,0,5,5,5
"252","BILLEFJORDEN:AWS:99:2014","BILLEFJORDEN:AWS:99","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","99",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",6.95652173913043,18.2608695652174,74.7826086956522,"Forb-Dominated",6.95652173913043,74.7826086956522,18.2608695652174,6,6,6
"253","BILLEFJORDEN:AWS:100:2014","BILLEFJORDEN:AWS:100","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","100",2014,"percent_cover","",78.71061,16.45535,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",14.2857142857143,0,85.7142857142857,"Forb-Dominated",14.2857142857143,85.7142857142857,0,3,3,3
"254","PYRAMIDEN:PYR:1:2014","PYRAMIDEN:PYR:1","PYRAMIDEN:PYR","PYRAMIDEN","PYR","1",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",9.15750915750916,5.49450549450549,85.3479853479853,"Forb-Dominated",9.15750915750916,85.3479853479853,5.49450549450549,6,6,6
"255","PYRAMIDEN:PYR:2:2014","PYRAMIDEN:PYR:2","PYRAMIDEN:PYR","PYRAMIDEN","PYR","2",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",11.2612612612613,0,88.7387387387387,"Forb-Dominated",11.2612612612613,88.7387387387387,0,6,6,6
"256","PYRAMIDEN:PYR:3:2014","PYRAMIDEN:PYR:3","PYRAMIDEN:PYR","PYRAMIDEN","PYR","3",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",15.6862745098039,0,84.3137254901961,"Forb-Dominated",15.6862745098039,84.3137254901961,0,3,3,3
"257","PYRAMIDEN:PYR:4:2014","PYRAMIDEN:PYR:4","PYRAMIDEN:PYR","PYRAMIDEN","PYR","4",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",8.64197530864197,2.05761316872428,89.3004115226337,"Forb-Dominated",8.64197530864197,89.3004115226337,2.05761316872428,8,8,8
"258","PYRAMIDEN:PYR:5:2014","PYRAMIDEN:PYR:5","PYRAMIDEN:PYR","PYRAMIDEN","PYR","5",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",26.8096514745308,5.36193029490617,67.828418230563,"Forb-Dominated",26.8096514745308,67.828418230563,5.36193029490617,12,12,12
"259","PYRAMIDEN:PYR:6:2014","PYRAMIDEN:PYR:6","PYRAMIDEN:PYR","PYRAMIDEN","PYR","6",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",42.4242424242424,14.1414141414141,43.4343434343434,"None",42.4242424242424,43.4343434343434,14.1414141414141,7,7,7
"260","PYRAMIDEN:PYR:8:2014","PYRAMIDEN:PYR:8","PYRAMIDEN:PYR","PYRAMIDEN","PYR","8",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",18.5430463576159,27.8145695364238,53.6423841059603,"Forb-Dominated",18.5430463576159,53.6423841059603,27.8145695364238,9,9,9
"261","PYRAMIDEN:PYR:9:2014","PYRAMIDEN:PYR:9","PYRAMIDEN:PYR","PYRAMIDEN","PYR","9",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",30.5232558139535,2.90697674418605,66.5697674418605,"Forb-Dominated",30.5232558139535,66.5697674418605,2.90697674418605,9,9,9
"262","PYRAMIDEN:PYR:10:2014","PYRAMIDEN:PYR:10","PYRAMIDEN:PYR","PYRAMIDEN","PYR","10",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",20.4379562043796,2.91970802919708,76.6423357664233,"Forb-Dominated",20.4379562043796,76.6423357664233,2.91970802919708,5,5,5
"263","PYRAMIDEN:PYR:11:2014","PYRAMIDEN:PYR:11","PYRAMIDEN:PYR","PYRAMIDEN","PYR","11",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",52.6315789473684,3.94736842105263,43.4210526315789,"Shrub-Dominated",52.6315789473684,43.4210526315789,3.94736842105263,6,6,6
"264","PYRAMIDEN:PYR:12:2014","PYRAMIDEN:PYR:12","PYRAMIDEN:PYR","PYRAMIDEN","PYR","12",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",62.6398210290828,2.23713646532438,35.1230425055928,"Shrub-Dominated",62.6398210290828,35.1230425055928,2.23713646532438,6,6,6
"265","PYRAMIDEN:PYR:13:2014","PYRAMIDEN:PYR:13","PYRAMIDEN:PYR","PYRAMIDEN","PYR","13",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",33.0578512396694,28.099173553719,38.8429752066116,"None",33.0578512396694,38.8429752066116,28.099173553719,9,9,9
"266","PYRAMIDEN:PYR:15:2014","PYRAMIDEN:PYR:15","PYRAMIDEN:PYR","PYRAMIDEN","PYR","15",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",29.1970802919708,5.10948905109489,65.6934306569343,"Forb-Dominated",29.1970802919708,65.6934306569343,5.10948905109489,10,10,10
"267","PYRAMIDEN:PYR:16:2014","PYRAMIDEN:PYR:16","PYRAMIDEN:PYR","PYRAMIDEN","PYR","16",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",7.05128205128205,25.6410256410256,67.3076923076923,"Forb-Dominated",7.05128205128205,67.3076923076923,25.6410256410256,10,10,10
"268","PYRAMIDEN:PYR:17:2014","PYRAMIDEN:PYR:17","PYRAMIDEN:PYR","PYRAMIDEN","PYR","17",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",62.3052959501558,2.49221183800623,35.202492211838,"Shrub-Dominated",62.3052959501558,35.202492211838,2.49221183800623,9,9,9
"269","PYRAMIDEN:PYR:18:2014","PYRAMIDEN:PYR:18","PYRAMIDEN:PYR","PYRAMIDEN","PYR","18",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",43.4782608695652,9.93788819875776,46.583850931677,"None",43.4782608695652,46.583850931677,9.93788819875776,10,10,10
"270","PYRAMIDEN:PYR:19:2014","PYRAMIDEN:PYR:19","PYRAMIDEN:PYR","PYRAMIDEN","PYR","19",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",25.2232142857143,13.3928571428571,61.3839285714286,"Forb-Dominated",25.2232142857143,61.3839285714286,13.3928571428571,8,8,8
"271","PYRAMIDEN:PYR:22:2014","PYRAMIDEN:PYR:22","PYRAMIDEN:PYR","PYRAMIDEN","PYR","22",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",48.6111111111111,5.20833333333333,46.1805555555556,"None",48.6111111111111,46.1805555555556,5.20833333333333,10,10,10
"272","PYRAMIDEN:PYR:23:2014","PYRAMIDEN:PYR:23","PYRAMIDEN:PYR","PYRAMIDEN","PYR","23",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",4.16666666666667,31.5277777777778,64.3055555555556,"Forb-Dominated",4.16666666666667,64.3055555555556,31.5277777777778,9,9,9
"273","PYRAMIDEN:PYR:24:2014","PYRAMIDEN:PYR:24","PYRAMIDEN:PYR","PYRAMIDEN","PYR","24",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",21.3903743315508,1.06951871657754,77.5401069518716,"Forb-Dominated",21.3903743315508,77.5401069518716,1.06951871657754,7,7,7
"274","PYRAMIDEN:PYR:25:2014","PYRAMIDEN:PYR:25","PYRAMIDEN:PYR","PYRAMIDEN","PYR","25",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",55.2083333333333,3.125,41.6666666666667,"Shrub-Dominated",55.2083333333333,41.6666666666667,3.125,7,7,7
"275","PYRAMIDEN:PYR:26:2014","PYRAMIDEN:PYR:26","PYRAMIDEN:PYR","PYRAMIDEN","PYR","26",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",38.5714285714286,15.7142857142857,45.7142857142857,"None",38.5714285714286,45.7142857142857,15.7142857142857,6,6,6
"276","PYRAMIDEN:PYR:27:2014","PYRAMIDEN:PYR:27","PYRAMIDEN:PYR","PYRAMIDEN","PYR","27",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",62.7906976744186,9.30232558139535,27.906976744186,"Shrub-Dominated",62.7906976744186,27.906976744186,9.30232558139535,5,5,5
"277","PYRAMIDEN:PYR:28:2014","PYRAMIDEN:PYR:28","PYRAMIDEN:PYR","PYRAMIDEN","PYR","28",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",42.9447852760736,20.2453987730061,36.8098159509202,"None",42.9447852760736,36.8098159509202,20.2453987730061,8,8,8
"278","PYRAMIDEN:PYR:29:2014","PYRAMIDEN:PYR:29","PYRAMIDEN:PYR","PYRAMIDEN","PYR","29",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",68,0,32,"Shrub-Dominated",68,32,0,5,5,5
"279","PYRAMIDEN:PYR:30:2014","PYRAMIDEN:PYR:30","PYRAMIDEN:PYR","PYRAMIDEN","PYR","30",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",58.3826429980276,0.19723865877712,41.4201183431953,"Shrub-Dominated",58.3826429980276,41.4201183431953,0.19723865877712,7,7,7
"280","PYRAMIDEN:PYR:31:2014","PYRAMIDEN:PYR:31","PYRAMIDEN:PYR","PYRAMIDEN","PYR","31",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",36.7088607594937,22.7848101265823,40.5063291139241,"None",36.7088607594937,40.5063291139241,22.7848101265823,6,6,6
"281","PYRAMIDEN:PYR:32:2014","PYRAMIDEN:PYR:32","PYRAMIDEN:PYR","PYRAMIDEN","PYR","32",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",26.4957264957265,11.965811965812,61.5384615384615,"Forb-Dominated",26.4957264957265,61.5384615384615,11.965811965812,9,9,9
"282","PYRAMIDEN:PYR:33:2014","PYRAMIDEN:PYR:33","PYRAMIDEN:PYR","PYRAMIDEN","PYR","33",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",81.7610062893082,2.51572327044025,15.7232704402516,"Shrub-Dominated",81.7610062893082,15.7232704402516,2.51572327044025,5,5,5
"283","PYRAMIDEN:PYR:34:2014","PYRAMIDEN:PYR:34","PYRAMIDEN:PYR","PYRAMIDEN","PYR","34",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",42.3076923076923,0,57.6923076923077,"Forb-Dominated",42.3076923076923,57.6923076923077,0,5,5,5
"284","PYRAMIDEN:PYR:35:2014","PYRAMIDEN:PYR:35","PYRAMIDEN:PYR","PYRAMIDEN","PYR","35",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",46.6988727858293,0.161030595813205,53.1400966183575,"Forb-Dominated",46.6988727858293,53.1400966183575,0.161030595813205,8,8,8
"285","PYRAMIDEN:PYR:36:2014","PYRAMIDEN:PYR:36","PYRAMIDEN:PYR","PYRAMIDEN","PYR","36",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",56.8181818181818,0,43.1818181818182,"Shrub-Dominated",56.8181818181818,43.1818181818182,0,5,5,5
"286","PYRAMIDEN:PYR:37:2014","PYRAMIDEN:PYR:37","PYRAMIDEN:PYR","PYRAMIDEN","PYR","37",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",66.6666666666667,0.645161290322581,32.6881720430108,"Shrub-Dominated",66.6666666666667,32.6881720430108,0.645161290322581,6,6,6
"287","PYRAMIDEN:PYR:38:2014","PYRAMIDEN:PYR:38","PYRAMIDEN:PYR","PYRAMIDEN","PYR","38",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",48.5611510791367,0.179856115107914,51.2589928057554,"Forb-Dominated",48.5611510791367,51.2589928057554,0.179856115107914,7,7,7
"288","PYRAMIDEN:PYR:39:2014","PYRAMIDEN:PYR:39","PYRAMIDEN:PYR","PYRAMIDEN","PYR","39",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",55.860349127182,0,44.139650872818,"Shrub-Dominated",55.860349127182,44.139650872818,0,6,6,6
"289","PYRAMIDEN:PYR:40:2014","PYRAMIDEN:PYR:40","PYRAMIDEN:PYR","PYRAMIDEN","PYR","40",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",35.9550561797753,4.49438202247191,59.5505617977528,"Forb-Dominated",35.9550561797753,59.5505617977528,4.49438202247191,6,6,6
"290","PYRAMIDEN:PYR:41:2014","PYRAMIDEN:PYR:41","PYRAMIDEN:PYR","PYRAMIDEN","PYR","41",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",26.4900662251656,4.96688741721854,68.5430463576159,"Forb-Dominated",26.4900662251656,68.5430463576159,4.96688741721854,5,5,5
"291","PYRAMIDEN:PYR:42:2014","PYRAMIDEN:PYR:42","PYRAMIDEN:PYR","PYRAMIDEN","PYR","42",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",20.2772963604853,8.66551126516464,71.0571923743501,"Forb-Dominated",20.2772963604853,71.0571923743501,8.66551126516464,7,7,7
"292","PYRAMIDEN:PYR:45:2014","PYRAMIDEN:PYR:45","PYRAMIDEN:PYR","PYRAMIDEN","PYR","45",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",40.3726708074534,3.1055900621118,56.5217391304348,"Forb-Dominated",40.3726708074534,56.5217391304348,3.1055900621118,7,7,7
"293","PYRAMIDEN:PYR:47:2014","PYRAMIDEN:PYR:47","PYRAMIDEN:PYR","PYRAMIDEN","PYR","47",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",40.5027932960894,1.11731843575419,58.3798882681564,"Forb-Dominated",40.5027932960894,58.3798882681564,1.11731843575419,10,10,10
"294","PYRAMIDEN:PYR:48:2014","PYRAMIDEN:PYR:48","PYRAMIDEN:PYR","PYRAMIDEN","PYR","48",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",40.625,8.92857142857143,50.4464285714286,"Forb-Dominated",40.625,50.4464285714286,8.92857142857143,8,8,8
"295","PYRAMIDEN:PYR:49:2014","PYRAMIDEN:PYR:49","PYRAMIDEN:PYR","PYRAMIDEN","PYR","49",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",64.9651972157773,6.49651972157773,28.538283062645,"Shrub-Dominated",64.9651972157773,28.538283062645,6.49651972157773,10,10,10
"296","PYRAMIDEN:PYR:50:2014","PYRAMIDEN:PYR:50","PYRAMIDEN:PYR","PYRAMIDEN","PYR","50",2014,"percent_cover","",78.64935,16.19464,NA,"HIGH","0.1",NA,78.5,16,"_78.5_16","Eurasia","Cover",46,3,51,"Forb-Dominated",46,51,3,7,7,7
"297","LOGH:LOGH2:LOGH2_T13:1998","LOGH:LOGH2:LOGH2_T13","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T13",1998,"percent_cover","DRY",62.10253,12.34458,994,"LOW","1","Subarctic",62,12,"_62_12","Eurasia","Cover",94.5804195804196,5.41958041958042,0,"Shrub-Dominated",82.2404585464287,0.124378109452736,17.6351633441186,6,6,6
"298","LOGH:LOGH2:LOGH2_T14:1998","LOGH:LOGH2:LOGH2_T14","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T14",1998,"percent_cover","DRY",62.10253,12.34458,994,"LOW","1","Subarctic",62,12,"_62_12","Eurasia","Cover",90,10,0,"Shrub-Dominated",80.5371900826446,0,19.4628099173554,5,6,5
"299","LOGH:LOGH2:LOGH2_T15:1998","LOGH:LOGH2:LOGH2_T15","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T15",1998,"percent_cover","DRY",62.10253,12.34458,994,"LOW","1","Subarctic",62,12,"_62_12","Eurasia","Cover",97.0674486803519,2.93255131964809,0,"Shrub-Dominated",88.9749008107642,0.367647058823529,10.6574521304123,5,6,5
"300","LOGH:LOGH2:LOGH2_T16:1998","LOGH:LOGH2:LOGH2_T16","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T16",1998,"percent_cover","DRY",62.10253,12.34458,994,"LOW","1","Subarctic",62,12,"_62_12","Eurasia","Cover",82.6839826839827,17.3160173160173,0,"Shrub-Dominated",85.4032940239837,0,14.5967059760163,6,6,6
"301","LOGH:LOGH2:LOGH2_T17:1998","LOGH:LOGH2:LOGH2_T17","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T17",1998,"percent_cover","DRY",62.10253,12.34458,994,"LOW","1","Subarctic",62,12,"_62_12","Eurasia","Cover",92.1985815602837,7.4468085106383,0.354609929078014,"Shrub-Dominated",85.2184617645978,0.695439679564914,14.0860985558373,7,8,7
"302","LOGH:LOGH2:LOGH2_T18:1998","LOGH:LOGH2:LOGH2_T18","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T18",1998,"percent_cover","DRY",62.10253,12.34458,994,"LOW","1","Subarctic",62,12,"_62_12","Eurasia","Cover",82.051282051282,17.9487179487179,0,"Shrub-Dominated",83.1722378842798,0,16.8277621157202,6,6,6
"303","LOGH:LOGH2:LOGH2_T19:1998","LOGH:LOGH2:LOGH2_T19","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T19",1998,"percent_cover","DRY",62.10253,12.34458,994,"LOW","1","Subarctic",62,12,"_62_12","Eurasia","Cover",83.6734693877551,14.2857142857143,2.04081632653061,"Shrub-Dominated",65.1463432348028,1.02040816326531,33.8332486019319,7,7,7
"304","LOGH:LOGH2:LOGH2_T20:1998","LOGH:LOGH2:LOGH2_T20","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T20",1998,"percent_cover","DRY",62.10253,12.34458,994,"LOW","1","Subarctic",62,12,"_62_12","Eurasia","Cover",97.7900552486188,2.02578268876611,0.184162062615101,"Shrub-Dominated",60.370437460375,0.365305075023398,39.2642574646016,6,6,6
"305","LOGH:LOGH4:LOGH4_T13:1998","LOGH:LOGH4:LOGH4_T13","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T13",1998,"percent_cover","DRY",62.10253,12.34458,994,"LOW","1","Subarctic",62,12,"_62_12","Eurasia","Cover",60.4240282685512,35.6890459363958,3.886925795053,"Shrub-Dominated",45.2334733617434,2.58723972156084,52.1792869166957,7,7,7
