"","SiteSubsitePlot","NbSpeciesPerTrendPlot","trend","TotalSpecies","ProportionSpecies","SiteSubsite","LAT.x","SurveyedArea","Region","MOISTURE","Duration","PlotGraminoidMean","PlotShrubMean","PlotForbMean","MeanRichness","LogPlotSize","GramDivided","ShrubDivided","ForbDivided","X.x","LAT.y","LONG","mat","warmq","coldq","prec","ID","WarmQSlope","PrecSlope","X.y","ForbSlope","GraminoidSlope","ShrubSlope"
"188","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC31.0",1,"Persisting",3,0.333333333333333,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO",71.29,0.5,"North America-West","WET",9,100,0,0,2,-0.693147180559945,1,0,0,192,71.29,-156.64,-10.9,3.7,-24.7,117,3,0.0276284097623437,1.74929971988796,571,NA,0,NA
"189","FURI:FURI4:FURI4_T1",5,"Persisting",7,0.714285714285714,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,5.56220849543441,94.4377915045656,0,6,0,0.0556220849543441,0.944377915045656,0,301,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,673,NA,-0.60964779867111,0.609647798671107
"190","FURI:FURI4:FURI4_T10",4,"Persisting",8,0.5,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,4.66272177735908,95.3372782226409,0,5,0,0.0466272177735908,0.953372782226409,0,302,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,674,NA,0.0154840302184961,-0.0154840302184977
"191","FURI:FURI4:FURI4_T11",3,"Persisting",4,0.75,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,2.6267233700902,97.3732766299098,0,4,0,0.026267233700902,0.973732766299098,0,303,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,675,NA,-0.0372253729485397,0.0372253729485387
"192","FURI:FURI4:FURI4_T12",3,"Persisting",5,0.6,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,1.21205673647909,98.7879432635209,0,4,0,0.0121205673647909,0.987879432635209,0,304,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,676,NA,-0.142898498490507,0.142898498490506
"193","FURI:FURI4:FURI4_T13",4,"Persisting",6,0.666666666666667,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,11.1764287855517,88.7131959385101,0.11037527593819,5,0,0.111764287855517,0.887131959385101,0.0011037527593819,305,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,677,0.0222873153336745,1.57568006302967,-1.59796737836335
"194","FURI:FURI4:FURI4_T14",4,"Persisting",5,0.8,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,34.7130384680663,65.2869615319337,0,5,0,0.347130384680663,0.652869615319337,0,306,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,678,NA,-2.55180525621835,2.55180525621835
"195","FURI:FURI4:FURI4_T15",4,"Persisting",5,0.8,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,4.51080620572146,95.4891937942785,0,5,0,0.0451080620572146,0.954891937942785,0,307,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,679,NA,0.471197822892773,-0.471197822892774
"196","FURI:FURI4:FURI4_T16",3,"Persisting",6,0.5,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,6.51571417616966,93.4842858238303,0,5,0,0.0651571417616966,0.934842858238303,0,308,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,680,NA,-0.509287698728685,0.509287698728682
"197","FURI:FURI4:FURI4_T17",3,"Persisting",5,0.6,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,3.19005794422292,96.8099420557771,0,5,0,0.0319005794422292,0.968099420557771,0,309,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,681,NA,0.204493994737174,-0.204493994737175
"198","FURI:FURI4:FURI4_T18",3,"Persisting",6,0.5,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,6.64649033274566,93.3535096672543,0,5,0,0.0664649033274566,0.933535096672543,0,310,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,682,NA,1.29147539178326,-1.29147539178327
"199","FURI:FURI4:FURI4_T19",4,"Persisting",6,0.666666666666667,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,20.8757575431768,79.1242424568232,0,5,0,0.208757575431768,0.791242424568232,0,311,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,683,NA,-1.88935396657245,1.88935396657245
"200","FURI:FURI4:FURI4_T2",4,"Persisting",6,0.666666666666667,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,7.13739109959972,92.8626089004003,0,5,0,0.0713739109959972,0.928626089004003,0,312,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,684,NA,0.17336898444148,-0.173368984441481
"201","FURI:FURI4:FURI4_T20",2,"Persisting",5,0.4,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,28.328645100797,71.671354899203,0,4,0,0.28328645100797,0.71671354899203,0,313,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,685,NA,-2.94581034296218,2.94581034296218
"202","FURI:FURI4:FURI4_T3",4,"Persisting",6,0.666666666666667,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,17.7154418533729,82.2845581466271,0,5,0,0.177154418533729,0.822845581466271,0,314,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,686,NA,3.03886318475198,-3.03886318475198
"203","FURI:FURI4:FURI4_T4",4,"Persisting",5,0.8,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,7.31971100061187,92.6802889993881,0,4,0,0.0731971100061187,0.926802889993881,0,315,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,687,NA,-0.405025725275334,0.405025725275332
"204","FURI:FURI4:FURI4_T5",3,"Persisting",6,0.5,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,8.22869579775657,91.7713042022434,0,5,0,0.0822869579775657,0.917713042022434,0,316,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,688,NA,0.481493644477055,-0.481493644477057
"205","FURI:FURI4:FURI4_T6",2,"Persisting",6,0.333333333333333,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,5.48672081219144,94.5132791878086,0,4,0,0.0548672081219144,0.945132791878086,0,317,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,689,NA,0.341768792026627,-0.34176879202663
"206","FURI:FURI4:FURI4_T7",2,"Persisting",6,0.333333333333333,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,34.802090258943,65.197909741057,0,4,0,0.34802090258943,0.65197909741057,0,318,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,690,NA,-4.57358640441418,4.57358640441418
"207","FURI:FURI4:FURI4_T8",4,"Persisting",5,0.8,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,1.02766602100905,98.9723339789909,0,4,0,0.0102766602100905,0.989723339789909,0,319,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,691,NA,-0.04931753622911,0.0493175362291079
"208","FURI:FURI4:FURI4_T9",4,"Persisting",4,1,"FURI:FURI4",61.63542,1,"Eurasia","DRY",16,2.75679595771787,97.2432040422821,0,4,0,0.0275679595771787,0.972432040422821,0,320,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,692,NA,-0.0571785634827979,0.0571785634827969
"209","FURI:FURI5:FURI5_T1",4,"Persisting",7,0.571428571428571,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,4.77869366937484,95.1629292144547,0.0583771161704612,5,0,0.0477869366937484,0.951629292144547,0.000583771161704612,321,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,693,-0.00841977637073956,-0.461501870329905,0.469921646700644
"210","FURI:FURI5:FURI5_T10",3,"Persisting",5,0.6,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,5.57610725266992,94.4238927473301,0,4,0,0.0557610725266992,0.944238927473301,0,322,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,694,NA,0.81298540005227,-0.812985400052272
"211","FURI:FURI5:FURI5_T11",4,"Persisting",6,0.666666666666667,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,5.70769664692317,94.2923033530768,0,5,0,0.0570769664692317,0.942923033530768,0,323,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,695,NA,-0.695197428622855,0.695197428622854
"212","FURI:FURI5:FURI5_T12",4,"Persisting",5,0.8,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,5.34842332236795,94.6515766776321,0,4,0,0.0534842332236795,0.946515766776321,0,324,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,696,NA,-0.368867570942187,0.368867570942186
"213","FURI:FURI5:FURI5_T13",4,"Persisting",5,0.8,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,2.01735903074513,97.9826409692549,0,5,0,0.0201735903074513,0.979826409692549,0,325,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,697,NA,0.0825610413419605,-0.0825610413419612
"214","FURI:FURI5:FURI5_T14",5,"Persisting",5,1,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,7.54045281153452,92.4595471884655,0,5,0,0.0754045281153452,0.924595471884655,0,326,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,698,NA,-1.01975291774633,1.01975291774633
"215","FURI:FURI5:FURI5_T15",4,"Persisting",7,0.571428571428571,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,11.2396176077002,88.7603823922998,0,5,0,0.112396176077002,0.887603823922998,0,327,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,699,NA,0.232976986201113,-0.232976986201116
"216","FURI:FURI5:FURI5_T16",4,"Persisting",6,0.666666666666667,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,5.46363974362362,94.5363602563764,0,5,0,0.0546363974362362,0.945363602563764,0,328,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,700,NA,-0.196441275069762,0.19644127506976
"217","FURI:FURI5:FURI5_T17",5,"Persisting",6,0.833333333333333,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,3.90515997412549,96.0948400258745,0,5,0,0.0390515997412549,0.960948400258745,0,329,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,701,NA,-0.159647823440962,0.159647823440961
"218","FURI:FURI5:FURI5_T18",3,"Persisting",7,0.428571428571429,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,3.30744724370552,96.6925527562945,0,5,0,0.0330744724370552,0.966925527562945,0,330,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,702,NA,-0.366719293823866,0.366719293823865
"219","FURI:FURI5:FURI5_T19",4,"Persisting",6,0.666666666666667,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,3.37399336482219,96.6260066351778,0,5,0,0.0337399336482219,0.966260066351778,0,331,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,703,NA,0.0112168682700908,-0.0112168682700924
"220","FURI:FURI5:FURI5_T2",4,"Persisting",5,0.8,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,8.02243848791163,91.9775615120884,0,5,0,0.0802243848791163,0.919775615120884,0,332,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,704,NA,1.0240113680012,-1.0240113680012
"221","FURI:FURI5:FURI5_T20",4,"Persisting",5,0.8,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,7.20098937911777,92.7990106208822,0,5,0,0.0720098937911777,0.927990106208822,0,333,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,705,NA,0.626668895291737,-0.626668895291738
"222","FURI:FURI5:FURI5_T3",5,"Persisting",7,0.714285714285714,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,5.78251176348571,94.2174882365143,0,5,0,0.0578251176348571,0.942174882365143,0,334,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,706,NA,-0.11666569726512,0.116665697265118
"223","FURI:FURI5:FURI5_T4",4,"Persisting",7,0.571428571428571,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,7.70154870458822,92.2984512954118,0,5,0,0.0770154870458822,0.922984512954118,0,335,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,707,NA,-0.929181001369452,0.92918100136945
"224","FURI:FURI5:FURI5_T5",3,"Persisting",5,0.6,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,9.42230427524545,90.5776957247545,0,4,0,0.0942230427524545,0.905776957247545,0,336,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,708,NA,-0.593085427644243,0.593085427644241
"225","FURI:FURI5:FURI5_T6",5,"Persisting",5,1,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,3.16220581922314,96.8377941807769,0,5,0,0.0316220581922314,0.968377941807769,0,337,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,709,NA,-0.249410493013522,0.24941049301352
"226","FURI:FURI5:FURI5_T7",3,"Persisting",6,0.5,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,1.73596673596674,98.2640332640333,0,4,0,0.0173596673596674,0.982640332640333,0,338,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,710,NA,-0.082160562929817,0.0821605629298136
"227","FURI:FURI5:FURI5_T8",4,"Persisting",6,0.666666666666667,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,6.82435165818852,93.1756483418115,0,5,0,0.0682435165818852,0.931756483418115,0,339,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,711,NA,-0.885319524640934,0.885319524640931
"228","FURI:FURI5:FURI5_T9",3,"Persisting",5,0.6,"FURI:FURI5",61.63542,1,"Eurasia","DRY",16,3.690036900369,96.309963099631,0,4,0,0.03690036900369,0.96309963099631,0,340,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,712,NA,-0.532216860630143,0.532216860630142
"229","FURI:FURI6:FURI6_T1",4,"Persisting",6,0.666666666666667,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.38805981647108,98.6119401835289,0,5,0,0.0138805981647108,0.986119401835289,0,341,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,713,NA,-0.0742886103379184,0.0742886103379159
"230","FURI:FURI6:FURI6_T10",5,"Persisting",6,0.833333333333333,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.02566396310433,98.9743360368957,0,5,0,0.0102566396310433,0.989743360368957,0,342,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,714,NA,-0.0532808600631351,0.0532808600631338
"231","FURI:FURI6:FURI6_T11",4,"Persisting",6,0.666666666666667,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.62543764282274,98.3745623571773,0,5,0,0.0162543764282274,0.983745623571773,0,343,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,715,NA,-0.0860630750189394,0.0860630750189372
"232","FURI:FURI6:FURI6_T12",5,"Persisting",6,0.833333333333333,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,0.172708186324474,99.8272918136755,0,5,0,0.00172708186324474,0.998272918136755,0,344,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,716,NA,0.000119366168161111,-0.000119366168161848
"233","FURI:FURI6:FURI6_T13",5,"Persisting",6,0.833333333333333,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.79852328865928,98.2014767113407,0,6,0,0.0179852328865928,0.982014767113407,0,345,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,717,NA,-0.117040928188238,0.117040928188237
"234","FURI:FURI6:FURI6_T14",4,"Persisting",5,0.8,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,3.77949436087395,96.220505639126,0,5,0,0.0377949436087395,0.96220505639126,0,346,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,718,NA,0.395700202584617,-0.395700202584618
"235","FURI:FURI6:FURI6_T15",4,"Persisting",5,0.8,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.09023080246346,98.9097691975365,0,5,0,0.0109023080246346,0.989097691975365,0,347,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,719,NA,-0.0566893054521533,0.0566893054521497
"236","FURI:FURI6:FURI6_T16",3,"Persisting",6,0.5,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.63237387462333,98.3676261253767,0,5,0,0.0163237387462333,0.983676261253767,0,348,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,720,NA,0.062365882689211,-0.062365882689213
"237","FURI:FURI6:FURI6_T17",5,"Persisting",5,1,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,0.972474735421611,99.0275252645784,0,5,0,0.00972474735421611,0.990275252645784,0,349,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,721,NA,-0.0455652349655135,0.0455652349655123
"238","FURI:FURI6:FURI6_T18",3,"Persisting",6,0.5,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,1.00373250812955,98.9962674918704,0,5,0,0.0100373250812955,0.989962674918704,0,350,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,722,NA,-0.0511611536758968,0.0511611536758966
"239","FURI:FURI6:FURI6_T19",4,"Persisting",4,1,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,3.35677934084495,96.643220659155,0,4,0,0.0335677934084495,0.96643220659155,0,351,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,723,NA,0.204346956463762,-0.204346956463764
"240","FURI:FURI6:FURI6_T2",4,"Persisting",6,0.666666666666667,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,5.58988442613571,94.4101155738643,0,5,0,0.0558988442613571,0.944101155738643,0,352,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,724,NA,-0.553965644722635,0.553965644722633
"241","FURI:FURI6:FURI6_T20",4,"Persisting",6,0.666666666666667,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,2.43395208910748,97.5660479108925,0,5,0,0.0243395208910748,0.975660479108925,0,353,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,725,NA,0.0873885909259294,-0.0873885909259291
"242","FURI:FURI6:FURI6_T3",4,"Persisting",6,0.666666666666667,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,3.03482508494302,96.965174915057,0,5,0,0.0303482508494302,0.96965174915057,0,354,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,726,NA,0.549518188969316,-0.549518188969318
"243","FURI:FURI6:FURI6_T4",4,"Persisting",5,0.8,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,2.39445753144383,97.6055424685562,0,5,0,0.0239445753144383,0.976055424685562,0,355,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,727,NA,0.0318930409815418,-0.0318930409815442
"244","FURI:FURI6:FURI6_T5",4,"Persisting",6,0.666666666666667,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,4.69105434668349,95.3089456533165,0,5,0,0.0469105434668349,0.953089456533165,0,356,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,728,NA,0.153075952744832,-0.153075952744834
"245","FURI:FURI6:FURI6_T6",4,"Persisting",6,0.666666666666667,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,4.41785375118708,95.5821462488129,0,5,0,0.0441785375118708,0.955821462488129,0,357,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,729,NA,-0.246164803857128,0.246164803857126
"246","FURI:FURI6:FURI6_T7",4,"Persisting",8,0.5,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,3.69658482044711,96.3034151795529,0,6,0,0.0369658482044711,0.963034151795529,0,358,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,730,NA,0.537854178534858,-0.537854178534862
"247","FURI:FURI6:FURI6_T8",3,"Persisting",5,0.6,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,2.94514716920302,97.054852830797,0,4,0,0.0294514716920302,0.97054852830797,0,359,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,731,NA,0.360575106687469,-0.360575106687472
"248","FURI:FURI6:FURI6_T9",5,"Persisting",5,1,"FURI:FURI6",61.63542,1,"Eurasia","DRY",16,0.426001350228215,99.5739986497718,0,5,0,0.00426001350228215,0.995739986497718,0,360,61.63542,12.6375,0.6,11.1,-9,743,9,0.0199063101803219,1.61960784313727,732,NA,-0.0118538274461581,0.0118538274461581
"249","LOGH:LOGH2:LOGH2_T1",7,"Persisting",9,0.777777777777778,"LOGH:LOGH2",62.10253,1,"Eurasia","DRY",16,48.4098982895208,47.7602488677219,3.82985284275731,9,0,0.484098982895208,0.477602488677219,0.0382985284275731,361,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,777,-0.316796742283857,3.5232580701107,-3.20646132782684
"250","LOGH:LOGH2:LOGH2_T10",4,"Persisting",8,0.5,"LOGH:LOGH2",62.10253,1,"Eurasia","DRY",16,16.3672614506328,83.4464665669986,0.186271982368611,6,0,0.163672614506328,0.834464665669986,0.00186271982368611,362,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,778,0.0116791970386946,-1.75437576465712,1.74269656761843
"251","LOGH:LOGH2:LOGH2_T11",4,"Persisting",10,0.4,"LOGH:LOGH2",62.10253,1,"Eurasia","DRY",16,11.4118980335347,88.4842598065484,0.103842159916926,7,0,0.114118980335347,0.884842598065484,0.00103842159916926,363,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,779,-0.0136382560259556,-0.967956728092478,0.981594984118433
"252","LOGH:LOGH2:LOGH2_T12",5,"Persisting",6,0.833333333333333,"LOGH:LOGH2",62.10253,1,"Eurasia","DRY",16,14.5176147931812,85.4823852068188,0,6,0,0.145176147931812,0.854823852068188,0,364,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,780,NA,-0.902418864609965,0.902418864609962
"253","LOGH:LOGH2:LOGH2_T2",5,"Persisting",8,0.625,"LOGH:LOGH2",62.10253,1,"Eurasia","DRY",16,22.9451885977757,76.5404287729592,0.514382629265136,7,0,0.229451885977757,0.765404287729592,0.00514382629265136,372,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,781,-0.0621427198534923,-1.82293921083095,1.88508193068444
"254","LOGH:LOGH2:LOGH2_T3",6,"Persisting",9,0.666666666666667,"LOGH:LOGH2",62.10253,1,"Eurasia","DRY",16,14.2030646750195,84.5461587571748,1.25077656780571,6,0,0.142030646750195,0.845461587571748,0.0125077656780571,374,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,782,-0.142859317831752,-1.53996684745221,1.68282616528396
"255","LOGH:LOGH2:LOGH2_T4",5,"Persisting",7,0.714285714285714,"LOGH:LOGH2",62.10253,1,"Eurasia","DRY",16,18.7116770459034,81.1606090332792,0.127713920817369,6,0,0.187116770459034,0.811606090332792,0.00127713920817369,375,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,783,-0.008828151208575,-1.58740595069564,1.59623410190421
"256","LOGH:LOGH2:LOGH2_T5",6,"Persisting",7,0.857142857142857,"LOGH:LOGH2",62.10253,1,"Eurasia","DRY",16,18.2554988828708,81.6262978074365,0.118203309692671,7,0,0.182554988828708,0.816262978074365,0.00118203309692671,376,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,784,-0.00817073569304283,0.564347471806203,-0.556176736113161
"257","LOGH:LOGH2:LOGH2_T6",5,"Persisting",6,0.833333333333333,"LOGH:LOGH2",62.10253,1,"Eurasia","DRY",16,11.606003087504,88.393996912496,0,5,0,0.11606003087504,0.88393996912496,0,377,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,785,NA,-1.15168401609357,1.15168401609357
"258","LOGH:LOGH2:LOGH2_T7",4,"Persisting",7,0.571428571428571,"LOGH:LOGH2",62.10253,1,"Eurasia","DRY",16,22.8802331974293,76.8813208211969,0.238445981373748,6,0,0.228802331974293,0.768813208211969,0.00238445981373748,378,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,786,-0.0227474946401873,-1.83692743815292,1.8596749327931
"259","LOGH:LOGH2:LOGH2_T8",6,"Persisting",6,1,"LOGH:LOGH2",62.10253,1,"Eurasia","DRY",16,14.4311102367368,85.5688897632632,0,6,0,0.144311102367368,0.855688897632632,0,379,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,787,NA,-0.721044486410397,0.721044486410396
"260","LOGH:LOGH2:LOGH2_T9",5,"Persisting",5,1,"LOGH:LOGH2",62.10253,1,"Eurasia","DRY",16,19.4046714292952,80.5953285707048,0,5,0,0.194046714292952,0.805953285707048,0,380,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,788,NA,0.533501722769673,-0.533501722769672
"261","LOGH:LOGH4:LOGH4_T1",5,"Persisting",11,0.454545454545455,"LOGH:LOGH4",62.10253,1,"Eurasia","DRY",16,11.592662718632,88.2447356553517,0.16260162601626,7,0,0.11592662718632,0.882447356553517,0.0016260162601626,381,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,789,-0.0213555130943012,0.57548265873272,-0.554127145638421
"262","LOGH:LOGH4:LOGH4_T10",4,"Persisting",9,0.444444444444444,"LOGH:LOGH4",62.10253,1,"Eurasia","DRY",16,19.8504841878336,72.9059962794903,7.24351953267616,7,0,0.198504841878336,0.729059962794903,0.0724351953267616,382,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,790,-0.485237376581617,-1.23890138325775,1.72413875983937
"263","LOGH:LOGH4:LOGH4_T11",6,"Persisting",12,0.5,"LOGH:LOGH4",62.10253,1,"Eurasia","DRY",16,42.3158112307727,52.0938484051463,5.590340364081,8,0,0.423158112307727,0.520938484051463,0.05590340364081,383,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,791,-0.532173324817121,-1.24003508627136,1.77220841108848
"264","LOGH:LOGH4:LOGH4_T12",6,"Persisting",11,0.545454545454545,"LOGH:LOGH4",62.10253,1,"Eurasia","DRY",16,13.1449980162773,85.5350567292088,1.31994525451387,8,0,0.131449980162773,0.855350567292088,0.0131994525451387,384,62.10253,12.34458,0,10.4,-9.3,786,10,0.0239681536677168,3.53529411764708,792,-0.146939887913423,-1.07878410144018,1.2257239893536
