"","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","STATUS","TISSUE","ValueType","ORIGINAL_NAME","GENUS","GFNARROWwalker","SPECIES_NAME","TREATMENT","RelCover","MOISTURE","LAT","LONG","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","FuncGroup","PlotYearFuncCover","PlotYearDominatingFG","ShrubCover","GraminoidCover","ForbCover","DominatingFG","PlotShrubMean","PlotForbMean","PlotGraminoidMean","AnnualRichness","MeanRichness","Richness","Duration"
"2623","TOOLIK:IMNAVAIT:56:1989","TOOLIK:IMNAVAIT:56","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","56",1989,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",14.5161290322581,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",64.5161290322581,"Shrub-Dominated",64.5161290322581,25.8064516129032,9.67741935483871,"Shrub-Dominated",61.9846014972544,17.2763608595088,20.7390376432368,12,12,12,18
"2624","TOOLIK:IMNAVAIT:56:1995","TOOLIK:IMNAVAIT:56","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","56",1995,"LIVE","NONWOOD","pf_topbot_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",8.92857142857143,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",8.92857142857143,"None",66.0714285714286,8.92857142857143,25,"Shrub-Dominated",61.9846014972544,17.2763608595088,20.7390376432368,14,12,14,18
"2625","TOOLIK:IMNAVAIT:56:2001","TOOLIK:IMNAVAIT:56","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","56",2001,"LIVE","NONWOOD","pf_topbot_XY","Salix pulchra","Salix","SDECI","Salix pulchra","CTL",17.2413793103448,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",58.6206896551724,"Shrub-Dominated",58.6206896551724,27.5862068965517,13.7931034482759,"Shrub-Dominated",61.9846014972544,17.2763608595088,20.7390376432368,11,12,11,18
"2626","TOOLIK:IMNAVAIT:56:2007","TOOLIK:IMNAVAIT:56","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","56",2007,"LIVE","NONWOOD","pf_topbot_XY","Petasites frigidus","Petasites","FORB","Petasites frigidus","CTL",4.76190476190476,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Forb",20.6349206349206,"None",58.7301587301587,20.6349206349206,20.6349206349206,"Shrub-Dominated",61.9846014972544,17.2763608595088,20.7390376432368,12,12,12,18
"2627","TOOLIK:IMNAVAIT:57:1989","TOOLIK:IMNAVAIT:57","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","57",1989,"LIVE","NONWOOD","pf_topbot_XY","Vaccinium uliginosum","Vaccinium","SDECI","Vaccinium uliginosum","CTL",18.75,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",64.0625,"Shrub-Dominated",64.0625,23.4375,12.5,"Shrub-Dominated",71.0328275331872,8.92788637194008,20.0392860948727,9,10,9,18
"2628","TOOLIK:IMNAVAIT:57:1995","TOOLIK:IMNAVAIT:57","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","57",1995,"LIVE","WOOD","pf_topbot_XY","Vaccinium uliginosum","Vaccinium","SDECI","Vaccinium uliginosum","CTL",18.8405797101449,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",72.463768115942,"Shrub-Dominated",72.463768115942,14.4927536231884,13.0434782608696,"Shrub-Dominated",71.0328275331872,8.92788637194008,20.0392860948727,11,10,11,18
"2629","TOOLIK:IMNAVAIT:57:2001","TOOLIK:IMNAVAIT:57","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","57",2001,"LIVE","NONWOOD","pf_topbot_XY","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",14.2857142857143,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",81.4285714285714,"Shrub-Dominated",81.4285714285714,14.2857142857143,4.28571428571429,"Shrub-Dominated",71.0328275331872,8.92788637194008,20.0392860948727,8,10,8,18
"2630","TOOLIK:IMNAVAIT:57:2007","TOOLIK:IMNAVAIT:57","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","57",2007,"LIVE","NONWOOD","pf_topbot_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",26.4705882352941,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",27.9411764705882,"None",66.1764705882353,27.9411764705882,5.88235294117647,"Shrub-Dominated",71.0328275331872,8.92788637194008,20.0392860948727,12,10,12,18
"2631","TOOLIK:IMNAVAIT:58:1989","TOOLIK:IMNAVAIT:58","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","58",1989,"LIVE","NONWOOD","pf_topbot_XY","Carex rotundata","Carex","SEDGE","Carex rotundata","CTL",75.6756756756757,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",75.6756756756757,"Graminoid-Dominated",24.3243243243243,75.6756756756757,0,"Graminoid-Dominated",30.5832147937411,0,69.4167852062589,2,2,2,6
"2632","TOOLIK:IMNAVAIT:58:1995","TOOLIK:IMNAVAIT:58","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","58",1995,"LIVE","NONWOOD","pf_topbot_XY","Salix fuscescens","Salix","SDECI","Salix fuscescens","CTL",36.8421052631579,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",36.8421052631579,"None",36.8421052631579,63.1578947368421,0,"Graminoid-Dominated",30.5832147937411,0,69.4167852062589,2,2,2,6
"2633","TOOLIK:IMNAVAIT:59:1989","TOOLIK:IMNAVAIT:59","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","59",1989,"LIVE","NONWOOD","pf_topbot_XY","Rubus chamaemorus","Rubus","FORB","Rubus chamaemorus","CTL",18,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Forb",18,"None",64,18,18,"Shrub-Dominated",52.7754120879121,16.6394230769231,30.5851648351648,6,7,6,18
"2634","TOOLIK:IMNAVAIT:59:1995","TOOLIK:IMNAVAIT:59","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","59",1995,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",39.2857142857143,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",41.0714285714286,"None",46.4285714285714,41.0714285714286,12.5,"None",52.7754120879121,16.6394230769231,30.5851648351648,8,7,8,18
"2635","TOOLIK:IMNAVAIT:59:2001","TOOLIK:IMNAVAIT:59","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","59",2001,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",34.6153846153846,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",51.9230769230769,"Shrub-Dominated",51.9230769230769,30.7692307692308,17.3076923076923,"Shrub-Dominated",52.7754120879121,16.6394230769231,30.5851648351648,6,7,6,18
"2636","TOOLIK:IMNAVAIT:59:2007","TOOLIK:IMNAVAIT:59","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","59",2007,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",40,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",48.75,"None",48.75,32.5,18.75,"None",52.7754120879121,16.6394230769231,30.5851648351648,8,7,8,18
"2637","TOOLIK:IMNAVAIT:60:1989","TOOLIK:IMNAVAIT:60","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","60",1989,"LIVE","NONWOOD","pf_topbot_XY","Ledum decumbens","Ledum","SEVER","Ledum decumbens","CTL",16.9230769230769,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",75.3846153846154,"Shrub-Dominated",75.3846153846154,7.69230769230769,16.9230769230769,"Shrub-Dominated",77.3033698067705,15.2532867200813,7.44334347314818,9,9,9,18
"2638","TOOLIK:IMNAVAIT:60:1995","TOOLIK:IMNAVAIT:60","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","60",1995,"LIVE","WOOD","pf_topbot_XY","Salix pulchra","Salix","SDECI","Salix pulchra","CTL",6.25,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",75,"Shrub-Dominated",75,6.25,18.75,"Shrub-Dominated",77.3033698067705,15.2532867200813,7.44334347314818,11,9,11,18
"2639","TOOLIK:IMNAVAIT:60:2001","TOOLIK:IMNAVAIT:60","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","60",2001,"LIVE","NONWOOD","pf_topbot_XY","Empetrum nigrum","Empetrum","SEVER","Empetrum nigrum","CTL",14.4578313253012,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",77.1084337349398,"Shrub-Dominated",77.1084337349398,7.2289156626506,15.6626506024096,"Shrub-Dominated",77.3033698067705,15.2532867200813,7.44334347314818,9,9,9,18
"2640","TOOLIK:IMNAVAIT:60:2007","TOOLIK:IMNAVAIT:60","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","60",2007,"LIVE","NONWOOD","pf_topbot_XY","Rubus chamaemorus","Rubus","FORB","Rubus chamaemorus","CTL",9.67741935483871,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Forb",9.67741935483871,"None",81.7204301075269,8.60215053763441,9.67741935483871,"Shrub-Dominated",77.3033698067705,15.2532867200813,7.44334347314818,8,9,8,18
"2641","TOOLIK:IMNAVAIT:61:1989","TOOLIK:IMNAVAIT:61","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","61",1989,"LIVE","NONWOOD","pf_topbot_XY","Rubus chamaemorus","Rubus","FORB","Rubus chamaemorus","CTL",10.2040816326531,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Forb",12.2448979591837,"None",61.2244897959184,26.530612244898,12.2448979591837,"Shrub-Dominated",59.2406538995573,11.8598980028468,28.8994480975959,8,9,8,18
"2642","TOOLIK:IMNAVAIT:61:1995","TOOLIK:IMNAVAIT:61","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","61",1995,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",17.5438596491228,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",19.2982456140351,"None",68.4210526315789,19.2982456140351,12.280701754386,"Shrub-Dominated",59.2406538995573,11.8598980028468,28.8994480975959,11,9,11,18
"2643","TOOLIK:IMNAVAIT:61:2001","TOOLIK:IMNAVAIT:61","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","61",2001,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",35.5263157894737,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",36.8421052631579,"None",50,36.8421052631579,13.1578947368421,"None",59.2406538995573,11.8598980028468,28.8994480975959,9,9,9,18
"2644","TOOLIK:IMNAVAIT:61:2007","TOOLIK:IMNAVAIT:61","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","61",2007,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",28.0487804878049,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",32.9268292682927,"None",57.3170731707317,32.9268292682927,9.75609756097561,"Shrub-Dominated",59.2406538995573,11.8598980028468,28.8994480975959,8,9,8,18
"2645","TOOLIK:IMNAVAIT:62:1989","TOOLIK:IMNAVAIT:62","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","62",1989,"LIVE","NONWOOD","pf_topbot_XY","Salix pulchra","Salix","SDECI","Salix pulchra","CTL",36.5853658536585,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",87.8048780487805,"Shrub-Dominated",87.8048780487805,0,12.1951219512195,"Shrub-Dominated",79.2550155589157,13.3432548813359,7.40172955974843,6,8,6,18
"2646","TOOLIK:IMNAVAIT:62:1995","TOOLIK:IMNAVAIT:62","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","62",1995,"LIVE","NONWOOD","pf_topbot_XY","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",22.6415094339623,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",84.9056603773585,"Shrub-Dominated",84.9056603773585,3.77358490566038,11.3207547169811,"Shrub-Dominated",79.2550155589157,13.3432548813359,7.40172955974843,7,8,7,18
"2647","TOOLIK:IMNAVAIT:62:2001","TOOLIK:IMNAVAIT:62","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","62",2001,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",10.7142857142857,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",12.5,"None",69.6428571428571,12.5,17.8571428571429,"Shrub-Dominated",79.2550155589157,13.3432548813359,7.40172955974843,9,8,9,18
"2648","TOOLIK:IMNAVAIT:62:2007","TOOLIK:IMNAVAIT:62","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","62",2007,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",40,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",74.6666666666667,"Shrub-Dominated",74.6666666666667,13.3333333333333,12,"Shrub-Dominated",79.2550155589157,13.3432548813359,7.40172955974843,12,8,12,18
"2649","TOOLIK:IMNAVAIT:63:1989","TOOLIK:IMNAVAIT:63","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","63",1989,"LIVE","NONWOOD","pf_topbot_XY","Ledum decumbens","Ledum","SEVER","Ledum decumbens","CTL",9.52380952380952,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",21.4285714285714,"None",21.4285714285714,73.8095238095238,4.76190476190476,"Graminoid-Dominated",30.2058111380145,3.22841000807102,66.5657788539145,8,9,8,12
"2650","TOOLIK:IMNAVAIT:63:2001","TOOLIK:IMNAVAIT:63","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","63",2001,"LIVE","NONWOOD","pf_topbot_XY","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",20.3389830508475,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",38.9830508474576,"None",38.9830508474576,59.3220338983051,1.69491525423729,"Graminoid-Dominated",30.2058111380145,3.22841000807102,66.5657788539145,10,9,10,12
"2651","TOOLIK:IMNAVAIT:65:1989","TOOLIK:IMNAVAIT:65","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","65",1989,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",13.4615384615385,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",28.8461538461538,"None",63.4615384615385,28.8461538461538,7.69230769230769,"Shrub-Dominated",51.971850613155,6.1687105165366,41.8594388703084,8,8,8,18
"2652","TOOLIK:IMNAVAIT:65:1995","TOOLIK:IMNAVAIT:65","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","65",1995,"LIVE","NONWOOD","pf_topbot_XY","Rubus chamaemorus","Rubus","FORB","Rubus chamaemorus","CTL",4.61538461538462,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Forb",4.61538461538462,"None",53.8461538461539,41.5384615384615,4.61538461538462,"Shrub-Dominated",51.971850613155,6.1687105165366,41.8594388703084,8,8,8,18
"2653","TOOLIK:IMNAVAIT:65:2001","TOOLIK:IMNAVAIT:65","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","65",2001,"LIVE","NONWOOD","pf_topbot_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",26.0869565217391,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",49.2753623188406,"None",40.5797101449275,49.2753623188406,10.1449275362319,"None",51.971850613155,6.1687105165366,41.8594388703084,6,8,6,18
"2654","TOOLIK:IMNAVAIT:65:2007","TOOLIK:IMNAVAIT:65","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","65",2007,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",34.4444444444444,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",50,"None",50,47.7777777777778,2.22222222222222,"None",51.971850613155,6.1687105165366,41.8594388703084,8,8,8,18
"2655","TOOLIK:IMNAVAIT:66:1989","TOOLIK:IMNAVAIT:66","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","66",1989,"LIVE","NONWOOD","pf_topbot_XY","Carex rotundata","Carex","SEDGE","Carex rotundata","CTL",9.25925925925926,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",12.962962962963,"None",44.4444444444444,12.962962962963,42.5925925925926,"None",52.8536662968982,37.2607612643214,9.88557243878039,7,8,7,18
"2656","TOOLIK:IMNAVAIT:66:1995","TOOLIK:IMNAVAIT:66","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","66",1995,"LIVE","NONWOOD","pf_topbot_XY","Andromeda polifolia","Andromeda","SEVER","Andromeda polifolia","CTL",13.5593220338983,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",59.3220338983051,"Shrub-Dominated",59.3220338983051,8.47457627118644,32.2033898305085,"Shrub-Dominated",52.8536662968982,37.2607612643214,9.88557243878039,9,8,9,18
"2657","TOOLIK:IMNAVAIT:66:2007","TOOLIK:IMNAVAIT:66","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","66",2007,"LIVE","NONWOOD","pf_topbot_XY","Andromeda polifolia","Andromeda","SEVER","Andromeda polifolia","CTL",9.58904109589041,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",54.7945205479452,"Shrub-Dominated",54.7945205479452,8.21917808219178,36.986301369863,"Shrub-Dominated",52.8536662968982,37.2607612643214,9.88557243878039,8,8,8,18
"2658","TOOLIK:IMNAVAIT:67:1989","TOOLIK:IMNAVAIT:67","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","67",1989,"LIVE","NONWOOD","pf_topbot_XY","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",16.1290322580645,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",85.4838709677419,"Shrub-Dominated",85.4838709677419,4.83870967741935,9.67741935483871,"Shrub-Dominated",62.4759131220723,10.4801432366341,27.0439436412936,7,7,7,18
"2659","TOOLIK:IMNAVAIT:67:1995","TOOLIK:IMNAVAIT:67","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","67",1995,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",14.5161290322581,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",14.5161290322581,"None",77.4193548387097,14.5161290322581,8.06451612903226,"Shrub-Dominated",62.4759131220723,10.4801432366341,27.0439436412936,5,7,5,18
"2660","TOOLIK:IMNAVAIT:67:2001","TOOLIK:IMNAVAIT:67","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","67",2001,"LIVE","NONWOOD","pf_topbot_XY","Rubus chamaemorus","Rubus","FORB","Rubus chamaemorus","CTL",12.6582278481013,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Forb",15.1898734177215,"None",44.3037974683544,40.506329113924,15.1898734177215,"None",62.4759131220723,10.4801432366341,27.0439436412936,7,7,7,18
"2661","TOOLIK:IMNAVAIT:67:2007","TOOLIK:IMNAVAIT:67","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","67",2007,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",44.9438202247191,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",48.314606741573,"None",42.6966292134831,48.314606741573,8.98876404494382,"None",62.4759131220723,10.4801432366341,27.0439436412936,8,7,8,18
"2662","TOOLIK:IMNAVAIT:68:1989","TOOLIK:IMNAVAIT:68","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","68",1989,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",33.3333333333333,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",71.7948717948718,"Shrub-Dominated",71.7948717948718,0,28.2051282051282,"Shrub-Dominated",67.1286121286121,20.2258852258852,12.6455026455026,5,7,5,18
"2663","TOOLIK:IMNAVAIT:68:1995","TOOLIK:IMNAVAIT:68","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","68",1995,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",28.3333333333333,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",70,"Shrub-Dominated",70,15,15,"Shrub-Dominated",67.1286121286121,20.2258852258852,12.6455026455026,7,7,7,18
"2664","TOOLIK:IMNAVAIT:68:2001","TOOLIK:IMNAVAIT:68","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","68",2001,"LIVE","NONWOOD","pf_topbot_XY","Rubus chamaemorus","Rubus","FORB","Rubus chamaemorus","CTL",20.3703703703704,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Forb",22.2222222222222,"None",64.8148148148148,12.962962962963,22.2222222222222,"Shrub-Dominated",67.1286121286121,20.2258852258852,12.6455026455026,8,7,8,18
"2665","TOOLIK:IMNAVAIT:68:2007","TOOLIK:IMNAVAIT:68","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","68",2007,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",30.952380952381,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",61.9047619047619,"Shrub-Dominated",61.9047619047619,22.6190476190476,15.4761904761905,"Shrub-Dominated",67.1286121286121,20.2258852258852,12.6455026455026,8,7,8,18
"2666","TOOLIK:IMNAVAIT:69:1989","TOOLIK:IMNAVAIT:69","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","69",1989,"LIVE","NONWOOD","pf_topbot_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",21.0526315789474,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",34.2105263157895,"None",55.2631578947368,34.2105263157895,10.5263157894737,"Shrub-Dominated",48.7803086146739,12.5410093862106,38.6786819991154,9,9,9,18
"2667","TOOLIK:IMNAVAIT:69:1995","TOOLIK:IMNAVAIT:69","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","69",1995,"LIVE","NONWOOD","pf_topbot_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",14,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",40,"None",48,40,12,"None",48.7803086146739,12.5410093862106,38.6786819991154,11,9,11,18
"2668","TOOLIK:IMNAVAIT:69:2001","TOOLIK:IMNAVAIT:69","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","69",2001,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",14.2857142857143,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",41.2698412698413,"None",41.2698412698413,42.8571428571429,15.8730158730159,"None",48.7803086146739,12.5410093862106,38.6786819991154,10,9,10,18
"2669","TOOLIK:IMNAVAIT:69:2007","TOOLIK:IMNAVAIT:69","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","69",2007,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",32.9411764705882,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",37.6470588235294,"None",50.5882352941177,37.6470588235294,11.7647058823529,"Shrub-Dominated",48.7803086146739,12.5410093862106,38.6786819991154,7,9,7,18
"2670","TOOLIK:IMNAVAIT:70:1989","TOOLIK:IMNAVAIT:70","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","70",1989,"LIVE","NONWOOD","pf_topbot_XY","Salix reticulata","Salix","SDECI","Salix reticulata","CTL",11.3636363636364,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",50,"None",50,50,0,"None",48.8054013569477,0.617283950617284,50.577314692435,9,9,9,18
