"","X","SiteSubsitePlot","duration","richness","richness_change","Jaccard","BrayCurtis","richness_change_abs","SiteSubsite","MOISTURE","LAT","LONG","SurveyedArea","Region","PlotShrubMean","PlotGraminoidMean","PlotForbMean","MeanRichness"
"279",279,"LOGH:LOGH5:LOGH5_T4",16,6,0,0,0.371163497192894,0,"LOGH:LOGH5","DRY",62.10253,12.34458,1,"Eurasia",91.8266973309278,8.17330266907215,0,6
"280",280,"LOGH:LOGH5:LOGH5_T5",16,6,0,0,0.21510551647538,0,"LOGH:LOGH5","DRY",62.10253,12.34458,1,"Eurasia",93.1025448148736,6.89745518512642,0,6
"281",281,"LOGH:LOGH5:LOGH5_T6",16,6,0,0,0.754507337526205,0,"LOGH:LOGH5","DRY",62.10253,12.34458,1,"Eurasia",80.9044003432507,19.0955996567493,0,6
"282",282,"LOGH:LOGH5:LOGH5_T7",16,7,-2,0.4,0.920716112531969,2,"LOGH:LOGH5","DRY",62.10253,12.34458,1,"Eurasia",92.5987176640543,7.4012823359457,0,5
"283",283,"LOGH:LOGH5:LOGH5_T8",16,6,1,0,0.115662532955766,1,"LOGH:LOGH5","DRY",62.10253,12.34458,1,"Eurasia",92.7244156567465,7.27558434325352,0,5
"284",284,"LOGH:LOGH5:LOGH5_T9",16,6,1,0,0.562770562770563,1,"LOGH:LOGH5","DRY",62.10253,12.34458,1,"Eurasia",84.5501720501721,15.449827949828,0,6
"285",285,"LORI:LORI1:LORI1_T1",16,7,-1,0.333333333333333,0.299103131505366,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.9103936603937,0.0896063396063396,0,6
"286",286,"LORI:LORI1:LORI1_T10",16,8,-1,0.285714285714286,0.219125953425358,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.8488204040595,0.151179595940457,0,7
"287",287,"LORI:LORI1:LORI1_T11",16,8,-1,0,0.269200555924829,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",93.4657999199841,6.53420008001589,0,7
"288",288,"LORI:LORI1:LORI1_T12",16,7,1,0,0.337776658718051,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.3570041893427,0.642995810657289,0,7
"289",289,"LORI:LORI1:LORI1_T13",16,8,0,0.25,0.193702797574726,0,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",96.8935042371379,2.12610360599936,0.980392156862745,7
"290",290,"LORI:LORI1:LORI1_T14",16,8,-2,0,0.249949826240348,2,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.8029312319347,0.141789608308563,0.0552791597567717,7
"291",291,"LORI:LORI1:LORI1_T15",16,7,0,0,0.468280346820809,0,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",97.7664042052835,2.23359579471654,0,7
"292",292,"LORI:LORI1:LORI1_T16",16,6,-1,0,0.29343205813794,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",98.512280865222,1.48771913477796,0,6
"293",293,"LORI:LORI1:LORI1_T17",16,7,-1,0,0.206137103938407,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.0819255294582,0.918074470541821,0,7
"294",294,"LORI:LORI1:LORI1_T18",16,8,-1,0,0.163168688065212,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.4617972593595,0.538202740640465,0,7
"295",295,"LORI:LORI1:LORI1_T19",16,7,0,0,0.254276625117545,0,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",98.7794937109302,1.22050628906979,0,7
"296",296,"LORI:LORI1:LORI1_T2",16,7,0,0.285714285714286,0.111419325011558,0,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.8640271382638,0.135972861736167,0,6
"297",297,"LORI:LORI1:LORI1_T20",16,9,-2,0.285714285714286,0.233239840605485,2,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.4895749865337,0.510425013466313,0,7
"298",298,"LORI:LORI1:LORI1_T3",16,8,2,0,0.312197741073222,2,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.9230457570873,0.0769542429127417,0,6
"299",299,"LORI:LORI1:LORI1_T4",16,6,1,0,0.259999635216226,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.5774919066244,0.422508093375559,0,6
"300",300,"LORI:LORI1:LORI1_T5",16,8,0,0.25,0.140819317468072,0,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.7329252657996,0.26707473420041,0,7
"301",301,"LORI:LORI1:LORI1_T6",16,6,1,0,0.371606773209328,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.5725890811726,0.427410918827368,0,6
"302",302,"LORI:LORI1:LORI1_T7",16,8,-1,0.285714285714286,0.43572024044579,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.3811369313887,0.618863068611352,0,6
"303",303,"LORI:LORI1:LORI1_T8",16,9,1,0.25,0.491726153884756,1,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",98.6769548965545,1.3230451034455,0,7
"304",304,"LORI:LORI1:LORI1_T9",16,8,0,0.25,0.543493264134276,0,"LORI:LORI1","DRY",62.11508,12.27236,1,"Eurasia",99.8030178981728,0.196982101827194,0,7
"305",305,"LORI:LORI3:LORI3_T1",16,8,-1,0.285714285714286,0.313322417484803,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",98.7688734800123,1.23112651998771,0,6
"306",306,"LORI:LORI3:LORI3_T10",16,7,-3,0.5,0.868589743589744,3,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",95.5009716100289,4.49902838997109,0,5
"307",307,"LORI:LORI3:LORI3_T11",16,7,0,0.285714285714286,0.875439722505726,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",94.1562943551384,5.84370564486159,0,6
"308",308,"LORI:LORI3:LORI3_T12",16,8,1,0.285714285714286,0.547797304285081,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",98.2673271394999,1.73267286050012,0,6
"309",309,"LORI:LORI3:LORI3_T13",16,8,0,0.25,0.206558922138349,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",96.7372017565644,3.26279824343555,0,6
"310",310,"LORI:LORI3:LORI3_T14",16,8,1,0.285714285714286,0.705102739838278,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.4024918988563,2.59750810114366,0,6
"311",311,"LORI:LORI3:LORI3_T15",16,8,1,0,0.568915369163508,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",95.5522699363311,4.4477300636689,0,7
"312",312,"LORI:LORI3:LORI3_T16",16,8,1,0,0.276726016076929,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.6949852541468,2.30501474585315,0,6
"313",313,"LORI:LORI3:LORI3_T17",16,7,0,0.285714285714286,0.367901160584087,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.205619670318,2.794380329682,0,6
"314",314,"LORI:LORI3:LORI3_T18",16,9,0,0.222222222222222,0.231108130145454,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",99.2657353417462,0.73426465825382,0,8
"315",315,"LORI:LORI3:LORI3_T19",16,6,-1,0,0.553851006480473,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.6599192175266,2.3400807824734,0,6
"316",316,"LORI:LORI3:LORI3_T2",16,7,0,0.285714285714286,0.175264056332017,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",99.2685475414224,0.731452458577611,0,6
"317",317,"LORI:LORI3:LORI3_T20",16,7,-2,0,0.193772297981656,2,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.7468194907592,2.25318050924084,0,7
"318",318,"LORI:LORI3:LORI3_T3",16,6,1,0,0.696419437340153,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.6397000840806,2.36029991591942,0,6
"319",319,"LORI:LORI3:LORI3_T4",16,8,0,0.25,0.426645847938309,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",95.5279630547883,4.47203694521172,0,7
"320",320,"LORI:LORI3:LORI3_T5",16,8,0,0.5,0.646162275240325,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",96.6788251351554,3.32117486484464,0,5
"321",321,"LORI:LORI3:LORI3_T6",16,8,3,0.4,0.937111373290394,3,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",95.5350255624801,4.46497443751989,0,6
"322",322,"LORI:LORI3:LORI3_T7",16,7,-1,0,0.60526810959094,1,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",95.5851997101607,4.41480028983928,0,6
"323",323,"LORI:LORI3:LORI3_T8",16,7,0,0.285714285714286,0.452468487394958,0,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.5179306598084,2.48206934019159,0,6
"324",324,"LORI:LORI3:LORI3_T9",16,10,-2,0.25,0.386613916306387,2,"LORI:LORI3","DRY",62.11508,12.27236,1,"Eurasia",97.9938632776021,2.00613672239786,0,7
"325",325,"LORI:LORI4:LORI4_T1",16,7,0,0.285714285714286,0.160167434986691,0,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",94.3823210305559,5.56575788948559,0.0519210799584631,6
"326",326,"LORI:LORI4:LORI4_T10",16,8,2,0.333333333333333,0.304405952104162,2,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.5524296675192,0.447570332480818,0,6
"327",327,"LORI:LORI4:LORI4_T11",16,8,0,0.5,0.215223097112861,0,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.0839380371571,0.91606196284288,0,5
"328",328,"LORI:LORI4:LORI4_T12",16,6,-1,0,0.250094597585441,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.912510936133,0.0874890638670166,0,5
"329",329,"LORI:LORI4:LORI4_T13",16,8,-1,0.571428571428571,0.5193315931553,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.7967933129569,0.20320668704311,0,6
"330",330,"LORI:LORI4:LORI4_T14",16,7,0,0.285714285714286,0.373991261486791,0,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.6733576373015,0.326642362698557,0,6
"331",331,"LORI:LORI4:LORI4_T15",16,6,0,0.333333333333333,0.484856488818454,0,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",98.1481481481482,1.85185185185185,0,5
"332",332,"LORI:LORI4:LORI4_T16",16,6,2,0.5,0.976748971193416,2,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",98.4842249657065,1.51577503429355,0,4
"333",333,"LORI:LORI4:LORI4_T17",16,7,3,0,0.330156983143138,3,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.923070211645,0.0769297883549945,0,6
"334",334,"LORI:LORI4:LORI4_T18",16,7,2,0,0.405449290423148,2,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",98.6847660182509,0.686303164139036,0.628930817610063,6
"335",335,"LORI:LORI4:LORI4_T19",16,6,1,0,0.583194111179919,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.8085229937582,0.191477006241826,0,6
"336",336,"LORI:LORI4:LORI4_T2",16,8,-1,0.285714285714286,0.694690061046394,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.4122266350271,0.587773364972896,0,6
"337",337,"LORI:LORI4:LORI4_T20",16,7,1,0.333333333333333,0.108272791188188,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",98.7614924350952,1.17585092330075,0.06265664160401,6
"338",338,"LORI:LORI4:LORI4_T3",16,8,-3,0,0.171315574889031,3,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.7503616702809,0.249638329719084,0,6
"339",339,"LORI:LORI4:LORI4_T4",16,8,-1,0,0.400055262440584,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",94.1582183234491,5.84178167655092,0,7
"340",340,"LORI:LORI4:LORI4_T5",16,9,3,0.333333333333333,0.401869869261174,3,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",98.8940922397974,1.10590776020256,0,6
"341",341,"LORI:LORI4:LORI4_T6",16,8,-3,0,0.309094855654439,3,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",97.1183195407202,2.76852997712559,0.113150482154172,7
"342",342,"LORI:LORI4:LORI4_T7",16,6,1,0.4,0.326054519130418,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.5561473590768,0.443852640923214,0,4
"343",343,"LORI:LORI4:LORI4_T8",16,9,-1,0.25,0.317259326533464,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.1561708170333,0.726153093918599,0.11767608904814,7
"344",344,"LORI:LORI4:LORI4_T9",16,7,1,0.333333333333333,0.522950760187235,1,"LORI:LORI4","DRY",62.11508,12.27236,1,"Eurasia",99.3555803769129,0.644419623087158,0,6
"345",345,"RIRI:RIRI2:RIRI2_T1",16,17,-5,0.5,0.570397344590893,5,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",58.0870742161065,24.6576004640521,17.2553253198415,12
"346",346,"RIRI:RIRI2:RIRI2_T10",16,15,-4,0.181818181818182,0.650754058985196,4,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",16.9016605464329,40.0494237742211,43.0489156793459,12
"347",347,"RIRI:RIRI2:RIRI2_T11",16,11,-1,0.2,0.504791098152094,1,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",60.6594146013233,22.810985259118,16.5296001395586,10
"348",348,"RIRI:RIRI2:RIRI2_T12",16,14,-2,0.333333333333333,0.347658121592817,2,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",74.4838058589403,16.450870541188,9.06532359987173,11
"349",349,"RIRI:RIRI2:RIRI2_T13",16,17,-3,0.428571428571429,0.797387412587413,3,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",58.7692307692308,30.306013986014,10.9247552447552,12
"350",350,"RIRI:RIRI2:RIRI2_T14",16,15,3,0.5,0.840238556567864,3,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",77.3316293578486,10.6093086531723,12.0590619889791,10
"351",351,"RIRI:RIRI2:RIRI2_T15",16,16,-1,0.4,0.656190225497938,1,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",42.5497938053874,34.6064753882601,22.8437308063525,12
"352",352,"RIRI:RIRI2:RIRI2_T16",16,10,-2,0.25,0.717105263157895,2,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",60.9649122807017,21.0526315789474,17.9824561403509,8
"353",353,"RIRI:RIRI2:RIRI2_T17",16,14,-4,0.4,0.744712276970341,4,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",48.1803143093466,32.16796644216,19.6517192484934,10
"354",354,"RIRI:RIRI2:RIRI2_T18",16,16,1,0.533333333333333,0.544371131911411,1,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",51.0843435118408,29.9358089100302,18.979847578129,12
"355",355,"RIRI:RIRI2:RIRI2_T19",16,11,-2,0.222222222222222,0.796628954052182,2,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",53.1824828753944,21.1175248210575,25.6999923035481,9
"356",356,"RIRI:RIRI2:RIRI2_T2",16,13,-2,0.363636363636364,0.270116777666271,2,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",46.6871179636894,28.9640543746009,24.3488276617097,10
"357",357,"RIRI:RIRI2:RIRI2_T20",16,14,-2,0.333333333333333,0.482858281841738,2,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",63.2624078134343,15.6941399242575,21.0434522623082,11
"358",358,"RIRI:RIRI2:RIRI2_T3",16,13,0,0.461538461538462,0.871404399323181,0,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",80.0017214377784,7.74898918013377,12.2492893820878,10
"359",359,"RIRI:RIRI2:RIRI2_T4",16,16,-4,0.333333333333333,0.765493845592383,4,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",33.8044524070203,43.7676254935138,22.4279220994658,12
"360",360,"RIRI:RIRI2:RIRI2_T5",16,10,-3,0,0.697213989330172,3,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",51.0195613515116,14.8666271487848,34.1138114997036,8
"361",361,"RIRI:RIRI2:RIRI2_T6",16,14,-2,0.333333333333333,0.440375733855186,2,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",46.7326810176125,24.6277886497065,28.639530332681,11
"362",362,"RIRI:RIRI2:RIRI2_T7",16,17,-8,0,0.376482765036982,8,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",56.278783086012,29.0906870726148,14.6305298413732,13
"363",363,"RIRI:RIRI2:RIRI2_T8",16,15,3,0.333333333333333,0.459517497348887,3,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",48.497702368328,20.6473135383528,30.8549840933192,12
"364",364,"RIRI:RIRI2:RIRI2_T9",16,11,-3,0,0.503399868392191,3,"RIRI:RIRI2","DRY",67.77306,17.53611,1,"Eurasia",22.8302990421876,38.7584996709805,38.4112012868319,10
"365",365,"RIRI:RIRI4:RIRI4_T1",16,15,2,0.461538461538462,0.774671681361366,2,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",75.4328256982551,18.4703125963376,6.09686170540724,11
"366",366,"RIRI:RIRI4:RIRI4_T10",16,13,0,0.461538461538462,0.867069020544433,0,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",83.7986222427822,12.2563732925959,3.94500446462191,10
"367",367,"RIRI:RIRI4:RIRI4_T11",16,15,-4,0.363636363636364,0.887611749680715,4,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",61.400923469889,33.9129580508891,4.68611847922193,11
"368",368,"RIRI:RIRI4:RIRI4_T12",16,13,2,0.363636363636364,0.711241018146389,2,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",34.2050532587617,59.7139859288197,6.08096081241861,10
"369",369,"RIRI:RIRI4:RIRI4_T13",16,14,1,0.307692307692308,0.502652050919378,1,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",59.2394507307874,30.9442774634606,9.816271805752,12
"370",370,"RIRI:RIRI4:RIRI4_T14",16,17,-2,0.4,0.693884275332695,2,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",64.9448712238161,24.4296444544783,10.6254843217055,13
"371",371,"RIRI:RIRI4:RIRI4_T15",16,18,-8,0.2,0.490439235138811,8,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",38.2719506449405,52.2026206540968,9.52542870096274,13
"372",372,"RIRI:RIRI4:RIRI4_T16",16,21,-8,0.307692307692308,0.522246431663161,8,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",44.0665030089872,42.3629436635622,13.5705533274506,15
"373",373,"RIRI:RIRI4:RIRI4_T17",16,15,2,0.461538461538462,0.586188663282572,2,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",59.300972927242,30.160744500846,10.538282571912,11
"374",374,"RIRI:RIRI4:RIRI4_T18",16,14,3,0.363636363636364,0.752426245988478,3,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",62.431530242689,24.5453608114552,13.0231089458557,10
"375",375,"RIRI:RIRI4:RIRI4_T19",16,15,1,0.428571428571429,0.806741067778595,1,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",60.8617447469545,33.8392200147167,5.29903523832884,12
"376",376,"RIRI:RIRI4:RIRI4_T20",16,16,-2,0.428571428571429,0.63064182194617,2,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",44.8412698412698,48.1435472739821,7.0151828847481,12
"377",377,"RIRI:RIRI4:RIRI4_T3",16,14,-3,0.363636363636364,0.651069604428013,3,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",72.0800921077939,16.4570555424957,11.4628523497104,10
"378",378,"RIRI:RIRI4:RIRI4_T4",16,16,-5,0.181818181818182,0.3204833141542,5,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",65.1898734177215,25.3584100498657,9.45171653241274,12
"379",379,"RIRI:RIRI4:RIRI4_T5",16,15,-3,0.333333333333333,0.521865889212828,3,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",47.667638483965,42.2740524781341,10.0583090379009,12
"380",380,"RIRI:RIRI4:RIRI4_T6",16,14,-3,0.363636363636364,0.6947362338938,3,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",74.93307139693,17.923768802604,7.14315980046609,10
"381",381,"RIRI:RIRI4:RIRI4_T7",16,13,-5,0,0.811006793374552,5,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",74.0077093351653,16.653308907717,9.33898175711778,10
"382",382,"RIRI:RIRI4:RIRI4_T8",16,14,1,0.307692307692308,0.788357278395229,1,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",72.1412758651848,20.5837173579109,7.27500677690431,12
"383",383,"RIRI:RIRI4:RIRI4_T9",16,17,-4,0.615384615384615,0.645683625562901,4,"RIRI:RIRI4","DRY",67.77306,17.53611,1,"Eurasia",21.1794576985724,46.8537414965986,31.966800804829,11
"384",384,"RIRI:RIRI6:RIRI6_T1",16,20,-10,0.4,0.758431102675383,10,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",47.5048005949408,26.393467491,26.1017319140592,13
"385",385,"RIRI:RIRI6:RIRI6_T10",16,17,-4,0.461538461538462,0.888561907065495,4,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",64.8458706226988,26.1247278884141,9.0294014888871,12
"386",386,"RIRI:RIRI6:RIRI6_T11",16,18,-8,0.4,0.847232935840531,8,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",62.5431530494822,29.5234301563415,7.93341679417629,12
"387",387,"RIRI:RIRI6:RIRI6_T12",16,19,-3,0.375,0.4474487444361,3,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",60.1789150355026,28.9662830087121,10.8548019557853,14
"388",388,"RIRI:RIRI6:RIRI6_T13",16,26,3,0.521739130434783,0.700103621483017,3,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",18.5871035161052,47.6162668165373,33.7966296673575,18
"389",389,"RIRI:RIRI6:RIRI6_T14",16,21,4,0.117647058823529,0.516355946974306,4,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",50.6289483982781,36.6144982060583,12.7565533956636,18
"390",390,"RIRI:RIRI6:RIRI6_T15",16,20,-3,0.470588235294118,0.894938667134801,3,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",86.8885914287595,8.3504311952777,4.76097737596278,14
"391",391,"RIRI:RIRI6:RIRI6_T16",16,19,-6,0.307692307692308,0.544470799160361,6,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",55.8507469334803,30.2999426506534,13.8493104158663,14
"392",392,"RIRI:RIRI6:RIRI6_T17",16,14,-1,0.461538461538462,0.941764636588526,1,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",70.7393096948993,20.2021439509954,9.05854635410531,10
"393",393,"RIRI:RIRI6:RIRI6_T18",16,16,-1,0.4,0.787968638631504,1,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",52.8111190306486,32.1168923734854,15.071988595866,12
"394",394,"RIRI:RIRI6:RIRI6_T19",16,15,2,0.615384615384615,0.768897400623994,2,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",48.4687868080094,38.80182342945,12.7293897625406,10
"395",395,"RIRI:RIRI6:RIRI6_T2",16,20,-3,0.352941176470588,0.89551696742708,3,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",64.8473499035297,23.631823856543,11.5208262399274,16
"396",396,"RIRI:RIRI6:RIRI6_T20",16,17,-3,0.428571428571429,0.413246314015117,3,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",70.1647280015992,15.5357036732886,14.2995683251122,12
"397",397,"RIRI:RIRI6:RIRI6_T3",16,21,-5,0.25,0.520691930618401,5,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",74.2116798642534,19.2908653846154,6.49745475113122,16
"398",398,"RIRI:RIRI6:RIRI6_T4",16,28,9,0.526315789473684,0.781382006178677,9,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",29.1900468654772,39.1823235189038,31.627629615619,18
"399",399,"RIRI:RIRI6:RIRI6_T5",16,25,7,0.333333333333333,0.436346294451983,7,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",49.7081416445767,34.724675269969,15.5671830854543,18
"400",400,"RIRI:RIRI6:RIRI6_T6",16,23,5,0.444444444444444,0.62823138795361,5,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",56.3472689861579,36.6028338945006,7.04989711934156,16
"401",401,"RIRI:RIRI6:RIRI6_T7",16,27,-10,0.470588235294118,0.66156775210084,10,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",44.9798669467787,32.0443802521008,22.9757528011204,18
"402",402,"RIRI:RIRI6:RIRI6_T8",16,24,0,0.416666666666667,0.634288909832885,0,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",25.9057809445528,58.8695545276392,15.224664527808,19
"403",403,"RIRI:RIRI6:RIRI6_T9",16,23,2,0.666666666666667,0.81317183157674,2,"RIRI:RIRI6","DRY",67.77306,17.53611,1,"Eurasia",49.2665565518326,37.810681138902,12.9227623092654,15
"404",404,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO:BC33.5",9,10,2,0.25,0.337132404671451,2,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO","MOIST",71.29,-156.64,0.5,"North America-West",55.4734768538061,39.2078232728296,5.31869987336429,8
"405",405,"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl6",9,14,-3,0.181818181818182,0.239130434782609,3,"ABISKO:ABISKOWET_MULTE","WET",68.20462,18.49582,0.25,"Eurasia",72.5730924780979,26.3862323585561,1.04067516334597,10
"406",406,"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl5",9,12,1,0.363636363636364,0.312117503059976,1,"ABISKO:ABISKOWET_MULTE","WET",68.20462,18.49582,0.25,"Eurasia",86.0862307160949,10.0020803793966,3.91168890450857,9
"407",407,"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl4",9,10,2,0,0.271768871720586,2,"ABISKO:ABISKOWET_MULTE","WET",68.20462,18.49582,0.25,"Eurasia",73.1809824608689,24.5801802362018,2.23883730292933,10
"408",408,"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl3",9,11,-1,0.2,0.2,1,"ABISKO:ABISKOWET_MULTE","WET",68.20462,18.49582,0.25,"Eurasia",69.5525606115715,26.5511245785288,3.8963148098997,9
"409",409,"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl2",9,12,-2,0.2,0.246194172799677,2,"ABISKO:ABISKOWET_MULTE","WET",68.20462,18.49582,0.25,"Eurasia",46.3621621400267,43.0378854017347,10.5999524582386,10
"410",410,"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl1",9,12,-1,0,0.174936061381074,1,"ABISKO:ABISKOWET_MULTE","WET",68.20462,18.49582,0.25,"Eurasia",46.9992337022047,45.1636412503184,7.8371250474769,12
